OBJNAME,REGION,RA,DEC,DIAM,PA,BA,MAG,REASON
PGC760168,dr11-south,39.13949674041372,-27.07352745560319,0.606,156.4,0.331,18.100,SGA2020 dropped
PGC760239,dr11-south,76.48338080322657,-27.068361469822243,0.625,97.1,0.367,17.060,SGA2020 dropped
PGC760599,dr11-south,34.11040058181111,-27.040124570674255,0.611,113.0,0.199,18.525,SGA2020 dropped
PGC761676,dr11-south,19.473895377080453,-26.9608201981434,0.645,31.6,0.279,18.115,SGA2020 dropped
PGC762428,dr11-south,23.94556807989894,-26.904878396326612,0.656,3.3,0.284,18.400,SGA2020 dropped
PGC762710,dr11-south,60.32982619103018,-26.88199113355794,0.627,171.1,0.702,16.620,SGA2020 dropped
PGC762822,dr11-south,7.637113194622857,-26.87384470228874,0.659,102.5,0.215,18.590,SGA2020 dropped
PGC763858,dr11-south,67.17159187259931,-26.788304274797667,0.626,153.5,0.306,17.680,SGA2020 dropped
PGC763871,dr11-south,45.24305632675484,-26.78733944469583,0.693,82.9,0.163,19.010,SGA2020 dropped
PGC763942,dr11-south,54.93481012184706,-26.78155127752795,0.625,169.9,0.276,17.690,SGA2020 dropped
PGC765624,dr11-south,14.963165792491429,-26.639943788030685,0.659,85.2,0.275,18.720,SGA2020 dropped
PGC766048,dr11-south,18.289011420239998,-26.605835426532185,0.641,33.0,0.186,18.380,SGA2020 dropped
PGC769480,dr11-south,38.37797703573517,-26.28843140905013,0.646,36.8,0.250,17.330,SGA2020 dropped
PGC769772,dr11-south,9.976161121206761,-26.25956149596303,0.615,121.7,0.231,18.500,SGA2020 dropped
PGC771626,dr11-south,158.29418221619645,-26.09472877345468,0.620,141.0,0.449,17.270,SGA2020 dropped
PGC771671,dr11-south,41.855440949826516,-26.091203945709076,0.616,70.5,0.501,17.630,SGA2020 dropped
PGC772006,dr11-south,162.202942540055,-26.06237741953562,0.645,36.9,0.601,17.100,SGA2020 dropped
PGC773102,dr11-south,18.09478131075922,-25.96532969152821,0.600,83.6,0.397,17.440,SGA2020 dropped
PGC773395,dr11-south,7.843909392183685,-25.940937796473058,0.621,72.8,0.251,18.470,SGA2020 dropped
PGC774849,dr11-south,40.342412843515454,-25.80681354729155,0.630,80.6,0.891,17.000,SGA2020 dropped
PGC775304,dr11-south,7.573818531177154,-25.764438840021697,0.632,153.1,0.223,18.490,SGA2020 dropped
PGC775508,dr11-south,38.102585960022054,-25.74671761867908,0.622,134.3,0.312,18.010,SGA2020 dropped
PGC775515,dr11-south,68.64450808667526,-25.744948677210413,0.637,156.0,0.305,17.660,SGA2020 dropped
PGC775782,dr11-south,11.01010241205773,-25.719625202747366,0.601,57.8,0.274,18.740,SGA2020 dropped
PGC775943,dr11-south,45.18754286121334,-25.7048932575188,0.601,153.5,0.268,18.210,SGA2020 dropped
PGC776149,dr11-south,10.661998903852478,-25.689098486022832,0.603,118.2,0.296,18.160,SGA2020 dropped
PGC776635,dr11-south,74.87177299697707,-25.645319461353644,0.617,40.8,0.547,16.945,SGA2020 dropped
PGC776681,dr11-south,13.22765245778986,-25.64070636718903,0.602,150.8,0.281,18.290,SGA2020 dropped
PGC777038,dr11-south,41.58423979370006,-25.60695393099967,0.619,172.7,0.247,18.240,SGA2020 dropped
PGC777772,dr11-south,48.501787822499836,-25.541921662136463,0.637,163.2,0.280,18.295,SGA2020 dropped
PGC778333,dr11-south,72.47690367132381,-25.4936388704209,0.653,79.8,0.267,17.930,SGA2020 dropped
PGC778421,dr11-south,41.39156725923567,-25.485381620788107,0.652,156.5,0.349,18.270,SGA2020 dropped
PGC778474,dr11-south,85.46293509502252,-25.482156002731664,0.601,162.4,0.284,17.740,SGA2020 dropped
PGC778731,dr11-south,46.78442887427844,-25.458683862713727,0.618,117.8,0.247,18.380,SGA2020 dropped
PGC779370,dr11-south,9.580925589438129,-25.402873321001188,0.614,25.4,0.242,18.170,SGA2020 dropped
PGC779605,dr11-south,87.29908951572787,-25.38105386689977,0.679,147.5,0.414,17.760,SGA2020 dropped
PGC780501,dr11-south,75.43785328867354,-25.299421484771752,0.664,149.4,0.239,18.500,SGA2020 dropped
PGC781235,dr11-south,87.55980039093765,-25.23178165463601,0.606,73.1,0.322,18.200,SGA2020 dropped
PGC781353,dr11-south,4.994511029487627,-25.222189959467933,0.647,111.9,0.275,17.800,SGA2020 dropped
PGC781623,dr11-south,87.33981976582952,-25.19743463787415,0.622,79.7,0.486,17.840,SGA2020 dropped
PGC784069,dr11-south,72.42709159158005,-24.972704922779283,0.602,3.7,0.403,17.760,SGA2020 dropped
PGC785652,dr11-south,12.038204058753415,-24.83014594722657,0.638,25.5,0.229,17.800,SGA2020 dropped
PGC785878,dr11-south,10.447603956460325,-24.809425863050446,0.638,154.4,0.230,17.750,SGA2020 dropped
PGC785896,dr11-south,30.68240704632206,-24.80877565788794,0.665,15.5,0.228,17.450,SGA2020 dropped
PGC786818,dr11-south,57.32756779928872,-24.72117524105579,0.607,5.0,0.276,17.510,SGA2020 dropped
PGC787631,dr11-south,13.467505704614489,-24.648601015811945,0.622,176.2,0.338,18.190,SGA2020 dropped
PGC787930,dr11-south,41.34127735864624,-24.624028829571014,0.637,99.7,0.382,17.500,SGA2020 dropped
PGC788013,dr11-south,8.988813105574556,-24.616860584394917,0.628,131.6,0.568,17.410,SGA2020 dropped
PGC788565,dr11-south,85.45161686359933,-24.57029217172431,0.641,61.7,0.402,17.540,SGA2020 dropped
PGC789417,dr11-south,57.22785446928255,-24.489536775253967,0.646,67.3,0.283,17.690,SGA2020 dropped
PGC789826,dr11-south,57.10986079265394,-24.451621189190977,0.656,41.5,0.364,16.590,SGA2020 dropped
PGC790436,dr11-south,5.958082637862983,-24.391804385736126,0.617,138.0,0.240,18.170,SGA2020 dropped
PGC793986,dr11-south,85.75095869440466,-24.065518134119916,0.617,131.8,0.738,16.750,SGA2020 dropped
PGC794979,dr11-south,59.890751459139544,-23.973846027594202,0.643,55.8,0.321,17.770,SGA2020 dropped
PGC795737,dr11-south,56.05271989059165,-23.902789768360062,0.615,120.9,0.244,17.830,SGA2020 dropped
PGC795759,dr11-south,69.51305363983654,-23.901540961110953,0.615,6.8,0.303,17.620,SGA2020 dropped
PGC796416,dr11-south,63.29681342934392,-23.845369433316563,0.601,137.1,0.443,17.710,SGA2020 dropped
PGC797623,dr11-south,56.42212892837205,-23.73663397695978,0.603,36.3,0.275,18.180,SGA2020 dropped
PGC797824,dr11-south,59.87209751692443,-23.720873065109952,0.630,13.4,0.256,17.540,SGA2020 dropped
PGC797908,dr11-south,76.40558244368343,-23.714613489828285,0.607,143.6,0.364,17.770,SGA2020 dropped
PGC798993,dr11-south,154.11591714143026,-23.616237679703634,0.605,35.4,0.367,17.500,SGA2020 dropped
PGC799330,dr11-south,48.15266795617363,-23.585417857443076,0.648,57.5,0.250,18.200,SGA2020 dropped
PGC800278,dr11-south,34.804675719576366,-23.494082148457913,0.603,79.8,0.238,17.960,SGA2020 dropped
PGC801361,dr11-south,11.85884661550268,-23.394624039508997,0.607,138.1,0.254,17.520,SGA2020 dropped
PGC801764,dr11-south,11.492569803439585,-23.356927680102523,0.666,163.3,0.231,18.160,SGA2020 dropped
PGC801834,dr11-south,57.19807129585518,-23.350385019084527,0.649,45.2,0.223,18.190,SGA2020 dropped
PGC802486,dr11-south,48.365571870462716,-23.29155134566302,0.632,29.8,0.183,18.760,SGA2020 dropped
PGC802599,dr11-south,48.80296301829339,-23.28235007557212,0.637,76.5,0.204,18.590,SGA2020 dropped
PGC803279,dr11-south,40.286487064408014,-23.225787047064166,0.651,79.5,0.225,17.910,SGA2020 dropped
PGC803479,dr11-south,55.80679223209191,-23.209017444302763,0.604,50.0,0.200,18.320,SGA2020 dropped
PGC803900,dr11-south,89.42632144432231,-23.175129607549977,0.622,114.3,0.204,18.260,SGA2020 dropped
PGC803948,dr11-south,20.222028889710938,-23.172038955222202,0.629,150.5,0.292,17.510,SGA2020 dropped
PGC804377,dr11-south,33.79238319356107,-23.135603354789822,0.615,171.9,0.248,17.600,SGA2020 dropped
PGC805651,dr11-south,80.78174798569361,-23.041379986517764,0.649,134.2,0.507,17.090,SGA2020 dropped
PGC806076,dr11-south,49.54691497661124,-23.008407930332243,0.635,63.3,0.270,17.850,SGA2020 dropped
PGC806894,dr11-south,47.28457794110576,-22.93905821371851,0.618,36.5,0.271,17.800,SGA2020 dropped
PGC807458,dr11-south,37.41234755575963,-22.894605757270067,0.617,133.9,0.287,17.960,SGA2020 dropped
PGC808242,dr11-south,11.359302039805575,-22.835034368660867,0.601,170.7,0.361,17.370,SGA2020 dropped
PGC808326,dr11-south,44.859672032276386,-22.82951433750966,0.638,86.9,0.234,18.610,SGA2020 dropped
PGC808833,dr11-south,71.08206130658454,-22.791505939979523,0.641,179.7,0.489,17.570,SGA2020 dropped
PGC811131,dr11-south,52.523592270510655,-22.634277990222753,0.614,110.8,0.244,17.940,SGA2020 dropped
PGC812098,dr11-south,48.18380984991553,-22.576089293306993,0.610,146.9,0.281,18.320,SGA2020 dropped
PGC814665,dr11-south,73.14823313902036,-22.408367486323687,0.604,97.1,0.231,18.210,SGA2020 dropped
PGC815384,dr11-south,38.098263411548665,-22.361378689418434,0.647,172.4,0.278,17.480,SGA2020 dropped
PGC815528,dr11-south,46.876966670205896,-22.350325904254426,0.625,48.3,0.257,18.090,SGA2020 dropped
PGC817347,dr11-south,33.13397554314842,-22.22953574957875,0.643,9.4,0.323,17.250,SGA2020 dropped
PGC817515,dr11-south,21.090908804418834,-22.218394362416287,0.663,151.0,0.460,17.880,SGA2020 dropped
PGC818300,dr11-south,10.908726337319422,-22.164345891190212,0.659,96.2,0.284,17.830,SGA2020 dropped
PGC819849,dr11-south,150.59107432919095,-22.06023219166531,0.604,85.5,0.290,17.500,SGA2020 dropped
PGC820246,dr11-south,68.03101277995904,-22.02966732101414,0.634,92.8,0.321,17.390,SGA2020 dropped
PGC820401,dr11-south,19.351462700197416,-22.01939034389173,0.615,0.3,0.280,18.250,SGA2020 dropped
PGC822025,dr11-south,34.66320039703977,-21.908042053296686,0.613,78.9,0.561,16.600,SGA2020 dropped
PGC822453,dr11-south,20.412849627764732,-21.8797157650248,0.622,48.8,0.421,17.800,SGA2020 dropped
PGC826580,dr11-south,44.42862359489468,-21.56470802446166,0.634,122.0,0.292,17.940,SGA2020 dropped
PGC827547,dr11-south,87.92991005440071,-21.49155435629306,0.606,0.2,0.320,17.880,SGA2020 dropped
PGC828068,dr11-south,56.346830596812254,-21.455126483676285,0.626,44.9,0.333,17.660,SGA2020 dropped
PGC828225,dr11-south,153.96947723193398,-21.442714898956933,0.619,29.3,0.316,18.100,SGA2020 dropped
PGC828823,dr11-south,64.57447690184333,-21.397188825855107,0.651,170.3,0.202,18.240,SGA2020 dropped
PGC829175,dr11-south,63.03290864115005,-21.37020828347391,0.610,102.7,0.288,18.100,SGA2020 dropped
PGC829833,dr11-south,44.52114921003871,-21.317676060156828,0.649,115.7,0.263,17.810,SGA2020 dropped
PGC830388,dr11-south,20.596901761976138,-21.27498266680648,0.604,115.8,0.434,17.850,SGA2020 dropped
PGC830803,dr11-south,67.14608573205098,-21.243621708184445,0.632,38.4,0.382,17.040,SGA2020 dropped
PGC832946,dr11-south,19.957933863429247,-21.080494474137716,0.621,86.8,0.377,18.050,SGA2020 dropped
PGC833875,dr11-south,53.07680032145391,-21.012527885893224,0.605,50.7,0.639,16.860,SGA2020 dropped
PGC835681,dr11-south,81.60546744614604,-20.882630350400206,0.618,21.0,0.386,17.270,SGA2020 dropped
PGC839189,dr11-south,11.092993470100652,-20.619088361657163,0.603,57.6,0.315,18.190,SGA2020 dropped
PGC839746,dr11-south,48.696017122417686,-20.576889572725168,0.602,57.7,0.271,17.930,SGA2020 dropped
PGC839994,dr11-south,26.781274034467675,-20.559481881312415,0.605,118.3,0.605,17.220,SGA2020 dropped
PGC843656,dr11-south,82.9360787062107,-20.2993133476808,0.667,133.0,0.555,16.830,SGA2020 dropped
PGC844160,dr11-south,81.55040495896186,-20.26164222638451,0.602,146.9,0.315,17.890,SGA2020 dropped
PGC844855,dr11-south,53.309494177440435,-20.21151269833561,0.627,70.4,0.266,17.930,SGA2020 dropped
PGC844879,dr11-south,41.9412798737749,-20.20925573025284,0.637,133.8,0.268,17.670,SGA2020 dropped
PGC846091,dr11-south,54.65778153897763,-20.11871155757742,0.655,67.2,0.250,18.020,SGA2020 dropped
PGC846118,dr11-south,39.36809479423452,-20.11673391148686,0.624,48.4,0.530,17.620,SGA2020 dropped
PGC846636,dr11-south,44.06283434596909,-20.0741185272878,0.674,15.8,0.245,17.380,SGA2020 dropped
PGC847233,dr11-south,19.44571184077347,-20.026656517474958,0.643,179.3,0.274,18.140,SGA2020 dropped
PGC847573,dr11-south,36.17604908016128,-19.99963737943745,0.637,99.9,0.258,17.930,SGA2020 dropped
PGC848289,dr11-south,28.230838570261394,-19.94907953842575,0.630,152.7,0.367,17.670,SGA2020 dropped
PGC849199,dr11-south,74.60525905741311,-19.88521512797694,0.645,157.2,0.311,17.520,SGA2020 dropped
PGC849332,dr11-south,29.15120242958206,-19.87511427504244,0.657,130.8,0.455,16.710,SGA2020 dropped
PGC849853,dr11-south,73.92738698139854,-19.834816577731868,0.608,122.4,0.281,17.570,SGA2020 dropped
PGC852538,dr11-south,46.60275123578664,-19.636604147696932,0.621,48.6,0.269,18.110,SGA2020 dropped
PGC853140,dr11-south,22.329943246468297,-19.590459330188168,0.638,93.0,0.286,18.270,SGA2020 dropped
PGC854210,dr11-south,52.14871568871798,-19.513998461295202,0.612,115.2,0.337,17.810,SGA2020 dropped
PGC854313,dr11-south,15.583125462884036,-19.505121626989176,0.609,79.7,0.287,17.870,SGA2020 dropped
PGC855769,dr11-south,33.315320044999595,-19.401662071264216,0.659,101.3,0.178,18.160,SGA2020 dropped
PGC855814,dr11-south,17.756486699993467,-19.39803616779067,0.609,131.0,0.230,18.140,SGA2020 dropped
PGC856576,dr11-south,66.91753885639088,-19.340188672478295,0.658,168.6,0.449,18.430,SGA2020 dropped
PGC856713,dr11-south,31.278800252813383,-19.330791481324496,0.659,66.8,0.233,17.890,SGA2020 dropped
PGC857432,dr11-south,51.51654233923604,-19.279062599669004,0.630,80.1,0.339,17.340,SGA2020 dropped
PGC859879,dr11-south,21.11368116319977,-19.09019207586166,0.647,122.2,0.372,17.930,SGA2020 dropped
PGC861050,dr11-south,49.32932142645436,-19.002487506817246,0.654,57.6,0.277,17.680,SGA2020 dropped
PGC861302,dr11-south,65.57101290765792,-18.982770551963956,0.629,108.3,0.279,17.580,SGA2020 dropped
PGC861522,dr11-south,18.391722394381006,-18.9646571679298,0.603,134.3,0.295,18.130,SGA2020 dropped
PGC863964,dr11-south,16.360188811634067,-18.76813368284767,0.617,60.0,0.280,17.880,SGA2020 dropped
PGC864570,dr11-south,13.93743751709161,-18.71893492401508,0.606,16.1,0.261,17.860,SGA2020 dropped
PGC864825,dr11-south,10.251309428943618,-18.697708593455307,0.601,95.1,0.412,17.020,SGA2020 dropped
PGC865536,dr11-south,48.77113739671991,-18.64584800900712,0.638,128.1,0.299,17.670,SGA2020 dropped
PGC867213,dr11-south,71.40475337476474,-18.51291764542462,0.615,22.5,0.562,17.340,SGA2020 dropped
PGC867819,dr11-south,50.62181277627211,-18.46501696510479,0.602,93.9,0.254,17.800,SGA2020 dropped
PGC867885,dr11-south,30.527631864672138,-18.460268756284183,0.602,101.9,0.242,18.090,SGA2020 dropped
PGC868144,dr11-south,47.58519991709426,-18.438218047599815,0.614,175.4,0.243,17.920,SGA2020 dropped
PGC868357,dr11-south,52.47672122083862,-18.42134662556615,0.637,163.1,0.287,17.960,SGA2020 dropped
PGC869395,dr11-south,12.20232327221806,-18.336013832048323,0.658,39.0,0.314,17.850,SGA2020 dropped
PGC869981,dr11-south,78.18784658520421,-18.294798018445334,0.616,162.7,0.319,17.840,SGA2020 dropped
PGC872087,dr11-south,10.889653942803974,-18.14719204941292,0.612,138.4,0.444,17.180,SGA2020 dropped
PGC872102,dr11-south,15.811481998101783,-18.145058951480884,0.607,163.1,0.271,17.690,SGA2020 dropped
PGC872920,dr11-south,39.31862700388589,-18.08946880812597,0.603,112.7,0.279,17.830,SGA2020 dropped
PGC872941,dr11-south,31.629803666791407,-18.088589566619135,0.602,141.6,0.281,17.570,SGA2020 dropped
PGC873145,dr11-south,63.855360998532284,-18.074000774696216,0.619,32.0,0.310,17.370,SGA2020 dropped
PGC873470,dr11-south,14.109713014947069,-18.05139557855809,0.641,83.1,0.314,17.660,SGA2020 dropped
PGC873566,dr11-south,51.34068806138164,-18.044102329617722,0.684,18.0,0.327,17.250,SGA2020 dropped
PGC875092,dr11-south,60.99136360746471,-17.93943101604752,0.660,121.7,0.274,17.740,SGA2020 dropped
PGC876660,dr11-south,24.632319248486922,-17.837361064216218,0.685,115.1,0.210,19.000,SGA2020 dropped
PGC879074,dr11-south,25.264715951205297,-17.691279701163577,0.648,157.0,0.318,17.870,SGA2020 dropped
PGC881989,dr11-south,40.7393579741616,-17.513470102481264,0.625,29.9,0.268,18.070,SGA2020 dropped
PGC882218,dr11-south,13.51925288360557,-17.500492869841754,0.645,166.2,0.277,17.920,SGA2020 dropped
PGC882656,dr11-south,43.76992899833072,-17.474096518804195,0.611,16.9,0.291,17.960,SGA2020 dropped
PGC884000,dr11-south,11.784514673671795,-17.394220910747332,0.632,41.4,0.318,17.310,SGA2020 dropped
PGC884560,dr11-south,32.966277455440895,-17.361593403283752,0.610,86.8,0.308,17.750,SGA2020 dropped
PGC885659,dr11-south,30.66109446704852,-17.289565643796927,0.605,4.0,0.254,17.490,SGA2020 dropped
PGC886918,dr11-south,31.838499632719138,-17.214427357221094,0.601,164.1,0.254,17.770,SGA2020 dropped
PGC887012,dr11-south,9.977104800768695,-17.209432956393545,0.624,155.6,0.225,18.100,SGA2020 dropped
PGC888836,dr11-south,50.387210347404064,-17.097700307397723,0.651,3.0,0.255,17.960,SGA2020 dropped
PGC889090,dr11-south,35.76023938804728,-17.081306232502968,0.607,61.1,0.294,17.950,SGA2020 dropped
PGC889886,dr11-south,63.16422647699467,-17.029256280495783,0.619,59.8,0.232,17.960,SGA2020 dropped
PGC890020,dr11-south,63.545860993188015,-17.021583663542675,0.603,136.3,0.450,17.830,SGA2020 dropped
PGC891501,dr11-south,56.31719843818273,-16.925747826532092,0.633,179.5,0.383,17.630,SGA2020 dropped
PGC891562,dr11-south,143.73779769223776,-16.922327914849753,0.612,108.3,0.356,17.620,SGA2020 dropped
PGC892317,dr11-south,11.972505862585464,-16.872448560210724,0.646,22.5,0.321,17.650,SGA2020 dropped
PGC893420,dr11-south,48.719411114233274,-16.795087135192716,0.608,77.4,0.404,17.490,SGA2020 dropped
PGC894192,dr11-south,50.70630081215176,-16.741027176937973,0.600,71.2,0.249,18.020,SGA2020 dropped
PGC897683,dr11-south,30.340977696646465,-16.474827225837224,0.607,89.2,0.296,18.120,SGA2020 dropped
PGC898588,dr11-south,11.650249291026077,-16.40362788654311,0.659,6.9,0.365,18.010,SGA2020 dropped
PGC898699,dr11-south,142.6702074719036,-16.39437468073894,0.610,39.2,0.401,17.380,SGA2020 dropped
PGC901057,dr11-south,27.61426054192526,-16.211439174395018,0.646,12.0,0.495,17.760,SGA2020 dropped
PGC904110,dr11-south,33.52762344489649,-15.96826155135293,0.601,96.2,0.374,17.360,SGA2020 dropped
PGC904727,dr11-south,65.07164735678032,-15.921156805070503,0.604,114.5,0.437,17.950,SGA2020 dropped
PGC904964,dr11-south,36.16166589818847,-15.903477842206536,0.620,157.0,0.285,17.390,SGA2020 dropped
PGC905059,dr11-south,27.52745741660352,-15.896727224406312,0.629,10.4,0.240,18.090,SGA2020 dropped
PGC906283,dr11-south,146.04551270296886,-15.805076178257885,0.666,115.6,0.259,17.890,SGA2020 dropped
PGC909119,dr11-south,38.75064904266167,-15.59111836787105,0.679,83.4,0.595,17.920,SGA2020 dropped
PGC909401,dr11-south,13.14452067927556,-15.571468225722501,0.604,19.4,0.574,16.890,SGA2020 dropped
PGC911190,dr11-south,28.785862596658248,-15.442637671432218,0.610,172.3,0.299,17.790,SGA2020 dropped
PGC911273,dr11-south,33.7809993683761,-15.43568165654501,0.606,37.6,0.322,17.690,SGA2020 dropped
PGC912797,dr11-south,48.84493757302124,-15.318364473817258,0.604,57.9,0.274,17.900,SGA2020 dropped
PGC918324,dr11-south,8.999944168547998,-14.910798016895704,0.603,92.5,0.315,18.060,SGA2020 dropped
PGC919154,dr11-south,144.18203312662797,-14.84845562109268,0.643,144.8,0.224,18.690,SGA2020 dropped
PGC920071,dr11-south,352.533969086498,-14.77847527780778,0.602,94.1,0.227,18.000,SGA2020 dropped
PGC921387,dr11-south,344.97066772301355,-14.683364689501353,0.614,133.7,0.285,17.930,SGA2020 dropped
PGC921486,dr11-south,35.00305715272765,-14.67537299342726,0.676,47.8,0.199,17.980,SGA2020 dropped
PGC922563,dr11-south,29.03666832690788,-14.597843884049707,0.688,169.7,0.221,18.050,SGA2020 dropped
PGC923032,dr11-south,357.13356901131243,-14.560492451913277,0.645,92.0,0.400,17.640,SGA2020 dropped
PGC923390,dr11-south,23.611426073161535,-14.53330333571204,0.607,12.0,0.254,18.160,SGA2020 dropped
PGC923412,dr11-south,21.37639580029588,-14.531582388944408,0.669,172.4,0.626,17.150,SGA2020 dropped
PGC925010,dr11-south,328.0275113250433,-14.404580875601955,0.634,13.2,0.333,17.800,SGA2020 dropped
PGC925150,dr11-south,8.360224537006978,-14.393769999588416,0.685,70.8,0.463,17.710,SGA2020 dropped
PGC925633,dr11-south,34.14757884453869,-14.355054870839165,0.658,41.2,0.292,17.920,SGA2020 dropped
PGC926799,dr11-south,357.20970310460064,-14.267648865586114,0.604,9.5,0.338,17.170,SGA2020 dropped
PGC926962,dr11-south,337.3465555208031,-14.256880729085612,0.600,108.3,0.442,17.610,SGA2020 dropped
PGC928014,dr11-south,347.677513341391,-14.177987972109657,0.606,133.8,0.625,17.700,SGA2020 dropped
