OBJNAME,REGION,RA,DEC,DIAM,PA,BA,MAG,REASON
PGC644364,dr11-south,50.602483438746575,-35.80670225083624,0.607,111.7,0.258,18.870,SGA2020 dropped
PGC644606,dr11-south,41.00728967404782,-35.7873296050655,0.603,130.5,0.255,18.090,SGA2020 dropped
PGC644668,dr11-south,3.443750870081423,-35.782067346965746,0.621,28.6,0.342,18.000,SGA2020 dropped
PGC645077,dr11-south,58.87469862194617,-35.74799460347511,0.693,157.3,0.278,17.350,SGA2020 dropped
PGC645689,dr11-south,82.84408434757721,-35.6959039796143,0.659,87.0,0.332,17.670,SGA2020 dropped
PGC645736,dr11-south,4.173164860373189,-35.6922674288361,0.607,93.4,0.261,18.590,SGA2020 dropped
PGC645774,dr11-south,33.59132788457938,-35.68958546972211,0.626,76.0,0.252,18.220,SGA2020 dropped
PGC646142,dr11-south,29.48306589843677,-35.65950284928401,0.608,67.1,0.356,17.750,SGA2020 dropped
PGC646776,dr11-south,69.56224842320297,-35.608600064562005,0.611,169.5,0.303,17.860,SGA2020 dropped
PGC647424,dr11-south,53.70017279834201,-35.55857590185674,0.622,22.3,0.801,17.100,SGA2020 dropped
PGC647551,dr11-south,25.91774000249929,-35.547583765047634,0.605,1.0,0.334,17.540,SGA2020 dropped
PGC648376,dr11-south,0.39332252774232035,-35.48308844848307,0.655,54.7,0.244,18.070,SGA2020 dropped
PGC648732,dr11-south,78.96646932577303,-35.45340523309555,0.629,84.5,0.262,18.060,SGA2020 dropped
PGC649108,dr11-south,39.932948294214484,-35.42220529725377,0.650,153.9,0.300,17.810,SGA2020 dropped
PGC649171,dr11-south,3.6287996632647235,-35.41742910354468,0.638,12.5,0.285,18.080,SGA2020 dropped
PGC649428,dr11-south,43.587005770213835,-35.39682902778906,0.625,144.3,0.273,18.200,SGA2020 dropped
PGC649484,dr11-south,59.608118231224,-35.392379848814926,0.657,51.4,0.265,18.020,SGA2020 dropped
PGC649525,dr11-south,86.86404490173516,-35.388468428463156,0.608,147.9,0.455,17.530,SGA2020 dropped
PGC650957,dr11-south,73.15465766067072,-35.2782591158919,0.602,54.8,0.245,18.400,SGA2020 dropped
PGC651792,dr11-south,10.998111930470856,-35.21642981878409,0.621,169.2,0.286,17.930,SGA2020 dropped
PGC652195,dr11-south,53.36723400737961,-35.186960089452484,0.609,41.8,0.401,17.600,SGA2020 dropped
PGC652317,dr11-south,43.57777028480738,-35.17832585061886,0.633,170.3,0.245,18.190,SGA2020 dropped
PGC653119,dr11-south,68.15456780378078,-35.11694564930094,0.622,76.7,0.245,17.980,SGA2020 dropped
PGC653272,dr11-south,44.99049126403518,-35.10551979082078,0.632,32.3,0.333,17.360,SGA2020 dropped
PGC653315,dr11-south,16.466840559442993,-35.10167865489141,0.686,35.1,0.202,18.460,SGA2020 dropped
PGC653504,dr11-south,50.83128223837279,-35.08743427052046,0.602,31.1,0.404,17.600,SGA2020 dropped
PGC653538,dr11-south,36.498016522873144,-35.08538555542744,0.627,33.9,0.163,18.640,SGA2020 dropped
PGC653661,dr11-south,73.4815171529752,-35.07508173197222,0.610,12.1,0.225,17.880,SGA2020 dropped
PGC654213,dr11-south,39.7776652879029,-35.031237114053276,0.615,9.6,0.239,18.230,SGA2020 dropped
PGC654853,dr11-south,14.37339877661985,-34.983726897892105,0.604,41.2,0.305,17.980,SGA2020 dropped
PGC656318,dr11-south,27.41688839164061,-34.87686511967334,0.606,80.4,0.737,16.720,SGA2020 dropped
PGC657397,dr11-south,12.291903354576432,-34.797877582219684,0.687,26.2,0.266,18.330,SGA2020 dropped
PGC657515,dr11-south,21.305006515963647,-34.789771034982,0.630,134.1,0.225,18.700,SGA2020 dropped
PGC658281,dr11-south,27.64163847341291,-34.73200101866495,0.602,83.1,0.294,17.970,SGA2020 dropped
PGC658619,dr11-south,54.12784347541617,-34.70758139026634,0.611,70.5,0.229,19.000,SGA2020 dropped
PGC659910,dr11-south,70.97354839702984,-34.613999304352596,0.606,47.3,0.257,17.710,SGA2020 dropped
PGC660041,dr11-south,47.21203564123367,-34.60354034517204,0.619,77.7,0.241,18.340,SGA2020 dropped
PGC660610,dr11-south,44.005843954341124,-34.56032267445785,0.617,124.9,0.281,18.830,SGA2020 dropped
PGC661266,dr11-south,0.04441838246757002,-34.51032680452648,0.619,106.4,0.360,17.850,SGA2020 dropped
PGC661527,dr11-south,73.99231337749839,-34.49145680561909,0.601,69.9,0.311,17.620,SGA2020 dropped
PGC663332,dr11-south,27.323542958899097,-34.366011524584906,0.614,118.7,0.277,19.100,SGA2020 dropped
PGC664427,dr11-south,5.443853211050022,-34.291726896270106,0.630,128.2,0.215,18.820,SGA2020 dropped
PGC665695,dr11-south,2.757888870657124,-34.20102182520888,0.622,158.0,0.213,18.060,SGA2020 dropped
PGC665855,dr11-south,60.752915393509866,-34.1903979116058,0.638,19.0,0.261,18.040,SGA2020 dropped
PGC665895,dr11-south,58.46262034453743,-34.18698484287329,0.635,112.8,0.444,17.250,SGA2020 dropped
PGC665914,dr11-south,34.2302832369744,-34.18566938573786,0.641,10.1,0.256,17.980,SGA2020 dropped
PGC665927,dr11-south,49.07478942066594,-34.184296195099556,0.604,125.5,0.198,18.920,SGA2020 dropped
PGC667609,dr11-south,75.62608307695648,-34.06840091475699,0.600,149.7,0.248,18.300,SGA2020 dropped
PGC668082,dr11-south,40.73839859754995,-34.03483295763644,0.639,51.2,0.284,17.900,SGA2020 dropped
PGC668529,dr11-south,24.368569138026107,-34.00002311458723,0.637,106.1,0.235,18.350,SGA2020 dropped
PGC668733,dr11-south,74.86291264538902,-33.987112720623905,0.651,132.0,0.365,16.440,SGA2020 dropped
PGC668797,dr11-south,68.23990750735298,-33.98344871732525,0.646,171.9,0.170,18.200,SGA2020 dropped
PGC669257,dr11-south,80.76182440125821,-33.95139434193535,0.602,137.3,0.343,18.760,SGA2020 dropped
PGC669790,dr11-south,73.94564524766515,-33.91421537739487,0.660,47.8,0.394,17.960,SGA2020 dropped
PGC670222,dr11-south,3.5048862877226097,-33.88468105522774,0.628,76.6,0.279,18.460,SGA2020 dropped
PGC670393,dr11-south,50.01914608125333,-33.8708444596915,0.606,28.4,0.247,18.560,SGA2020 dropped
PGC670706,dr11-south,35.73825394974779,-33.84801442258815,0.656,159.3,0.209,18.740,SGA2020 dropped
PGC670744,dr11-south,27.621770541905303,-33.84518197084404,0.601,58.3,0.254,18.190,SGA2020 dropped
PGC672175,dr11-south,80.84148268154766,-33.73941737045691,0.604,82.4,0.213,18.720,SGA2020 dropped
PGC672597,dr11-south,34.68236856542999,-33.709917788959004,0.614,168.4,0.217,18.420,SGA2020 dropped
PGC672745,dr11-south,57.33750425793876,-33.69847640112771,0.619,25.8,0.269,18.200,SGA2020 dropped
PGC672954,dr11-south,42.21545796153883,-33.68293121412647,0.606,76.3,0.291,18.240,SGA2020 dropped
PGC673294,dr11-south,15.82588334779332,-33.65719250048977,0.662,25.1,0.478,18.470,SGA2020 dropped
PGC673830,dr11-south,86.25005444763927,-33.61871536267427,0.602,138.3,0.389,17.930,SGA2020 dropped
PGC674532,dr11-south,80.00482648652087,-33.57343149644903,0.665,92.4,0.263,18.400,SGA2020 dropped
PGC674777,dr11-south,58.483349576649566,-33.555489577439396,0.622,76.0,0.252,18.380,SGA2020 dropped
PGC675792,dr11-south,73.2035160457924,-33.48085357761435,0.661,143.7,0.506,16.780,SGA2020 dropped
PGC676144,dr11-south,91.54181093823003,-33.45522719620345,0.662,63.8,0.278,17.270,SGA2020 dropped
PGC676451,dr11-south,89.25810115446367,-33.43265696911317,0.636,71.1,0.387,17.470,SGA2020 dropped
PGC676571,dr11-south,24.40785589357971,-33.42391724342368,0.603,89.3,0.249,18.340,SGA2020 dropped
PGC677909,dr11-south,70.89718554090773,-33.32190742575692,0.647,63.2,0.217,17.970,SGA2020 dropped
PGC678096,dr11-south,44.308566413404215,-33.307596763182545,0.634,147.9,0.365,17.965,SGA2020 dropped
PGC678158,dr11-south,20.406063482210495,-33.3034594165328,0.607,8.5,0.229,18.060,SGA2020 dropped
PGC678173,dr11-south,80.98035622557273,-33.30277609507133,0.610,22.1,0.511,17.820,SGA2020 dropped
PGC678832,dr11-south,36.570094652769015,-33.25138265300928,0.631,112.6,0.275,18.160,SGA2020 dropped
PGC678890,dr11-south,87.43681196239353,-33.247653012050684,0.604,57.2,0.496,17.270,SGA2020 dropped
PGC680494,dr11-south,37.782994431183205,-33.135858156742096,0.613,174.8,0.310,17.640,SGA2020 dropped
PGC682032,dr11-south,56.12050639621069,-33.037051459971124,0.607,118.4,0.324,18.500,SGA2020 dropped
PGC682148,dr11-south,28.61461194753114,-33.02914437264675,0.651,102.9,0.195,18.435,SGA2020 dropped
PGC682154,dr11-south,59.08033577742054,-33.02948183400162,0.670,172.9,0.221,18.990,SGA2020 dropped
PGC682785,dr11-south,36.27570395466209,-32.98865678076409,0.627,79.1,0.217,18.460,SGA2020 dropped
PGC683953,dr11-south,47.97786589883831,-32.9143307196773,0.619,140.6,0.289,17.560,SGA2020 dropped
PGC684148,dr11-south,19.908469501311735,-32.90116217770594,0.605,4.8,0.234,18.100,SGA2020 dropped
PGC684715,dr11-south,92.46683110681188,-32.870115401675015,0.615,64.9,0.414,17.350,SGA2020 dropped
PGC684993,dr11-south,7.13551649901852,-32.8534330742588,0.606,50.8,0.342,16.970,SGA2020 dropped
PGC685342,dr11-south,54.53639116206047,-32.83245765270132,0.652,38.1,0.182,18.900,SGA2020 dropped
PGC685532,dr11-south,32.78221256282467,-32.821704528022416,0.655,137.2,0.277,18.030,SGA2020 dropped
PGC685894,dr11-south,69.57087273417677,-32.800723654287324,0.694,146.8,0.218,18.190,SGA2020 dropped
PGC686850,dr11-south,7.921101215085626,-32.740889120816554,0.611,136.7,0.227,19.050,SGA2020 dropped
PGC687135,dr11-south,23.06737397251733,-32.72360358247707,0.603,12.0,0.331,18.050,SGA2020 dropped
PGC687354,dr11-south,0.456535691524217,-32.710472255597224,0.608,163.6,0.246,18.650,SGA2020 dropped
PGC687463,dr11-south,25.376645151788296,-32.7037980285479,0.628,95.2,0.225,18.300,SGA2020 dropped
PGC687477,dr11-south,76.0118657628151,-32.70336777582121,0.626,159.5,0.245,18.150,SGA2020 dropped
PGC688112,dr11-south,87.1466577402051,-32.66686133414049,0.628,63.9,0.829,16.550,SGA2020 dropped
PGC689960,dr11-south,5.020946933305036,-32.55572182011108,0.663,21.4,0.213,18.460,SGA2020 dropped
PGC691687,dr11-south,4.107395775180937,-32.44865556595335,0.621,21.8,0.222,18.560,SGA2020 dropped
PGC692118,dr11-south,38.13260846585224,-32.422238857450054,0.662,28.5,0.227,18.740,SGA2020 dropped
PGC692370,dr11-south,16.585792938287867,-32.404354620462115,0.604,160.2,0.300,18.890,SGA2020 dropped
PGC693412,dr11-south,79.64093425024055,-32.33836017466992,0.660,89.8,0.258,18.215,SGA2020 dropped
PGC693668,dr11-south,3.9312815493224216,-32.32204264562879,0.605,21.2,0.234,18.060,SGA2020 dropped
PGC693732,dr11-south,4.181888729404229,-32.318786056985644,0.608,6.4,0.269,18.470,SGA2020 dropped
PGC693750,dr11-south,83.04476492352588,-32.318159677703996,0.626,115.7,0.219,18.670,SGA2020 dropped
PGC693880,dr11-south,17.073152724113495,-32.308541636056205,0.611,29.3,0.260,18.230,SGA2020 dropped
PGC695282,dr11-south,66.54694065125622,-32.21424425262311,0.606,163.4,0.349,17.050,SGA2020 dropped
PGC695513,dr11-south,16.529534654623287,-32.196790473049184,0.665,40.0,0.851,17.680,SGA2020 dropped
PGC695608,dr11-south,22.179549282520238,-32.191200378550114,0.658,54.5,0.198,18.780,SGA2020 dropped
PGC695643,dr11-south,70.90533897150794,-32.18904286298256,0.659,48.8,0.192,17.860,SGA2020 dropped
PGC695674,dr11-south,23.512885052171153,-32.18617357434623,0.639,13.9,0.214,18.140,SGA2020 dropped
PGC695885,dr11-south,57.617374266189145,-32.171907019922735,0.644,56.9,0.239,18.100,SGA2020 dropped
PGC696028,dr11-south,70.52967033048795,-32.161156555719394,0.607,151.3,0.252,17.250,SGA2020 dropped
PGC697236,dr11-south,72.03878460079737,-32.07384388130444,0.650,157.1,0.219,17.880,SGA2020 dropped
PGC697269,dr11-south,47.91220024698347,-32.07088649489732,0.639,158.0,0.227,17.890,SGA2020 dropped
PGC697381,dr11-south,76.1575654356213,-32.06204233577209,0.614,15.8,0.233,17.950,SGA2020 dropped
PGC697675,dr11-south,21.14052143169075,-32.04192021492322,0.601,148.3,0.273,17.860,SGA2020 dropped
PGC698239,dr11-south,45.732763478039715,-31.999769844403673,0.635,82.5,0.320,17.830,SGA2020 dropped
PGC699443,dr11-south,56.09136594216266,-31.9113298496484,0.665,179.0,0.269,18.300,SGA2020 dropped
PGC699535,dr11-south,66.65754054738537,-31.90448689079243,0.632,111.8,0.267,17.820,SGA2020 dropped
PGC700019,dr11-south,48.28198578163201,-31.869076611835357,0.633,133.7,0.266,17.910,SGA2020 dropped
PGC701384,dr11-south,2.8863981592759247,-31.763217677313634,0.618,156.4,0.234,18.410,SGA2020 dropped
PGC701502,dr11-south,23.135000548143093,-31.75234238486196,0.647,171.8,0.216,18.220,SGA2020 dropped
PGC701562,dr11-south,84.85445863286724,-31.748573686697558,0.607,64.0,0.339,17.310,SGA2020 dropped
PGC702834,dr11-south,2.859274809856831,-31.644929745752275,0.612,130.5,0.289,18.160,SGA2020 dropped
PGC703686,dr11-south,40.52276117956934,-31.56864836376687,0.624,72.8,0.276,18.370,SGA2020 dropped
PGC704066,dr11-south,83.19327145692417,-31.532319538491755,0.600,16.1,0.338,17.660,SGA2020 dropped
PGC704237,dr11-south,15.32841948756265,-31.518154483781714,0.619,89.0,0.304,17.790,SGA2020 dropped
PGC704483,dr11-south,6.718762343228059,-31.495962191702198,0.626,111.6,0.220,19.030,SGA2020 dropped
PGC704556,dr11-south,88.00088279029515,-31.48852575457614,0.626,60.3,0.833,17.640,SGA2020 dropped
PGC705321,dr11-south,21.053349567093992,-31.424740944995257,0.616,150.3,0.500,17.710,SGA2020 dropped
PGC705592,dr11-south,3.3213727113639893,-31.40133769600739,0.623,3.7,0.392,16.880,SGA2020 dropped
PGC705709,dr11-south,73.76362793416459,-31.391610050035563,0.660,83.7,0.178,19.180,SGA2020 dropped
PGC706492,dr11-south,20.69606845477866,-31.325792237274403,0.628,60.1,0.274,18.880,SGA2020 dropped
PGC706499,dr11-south,5.665178273092019,-31.324663592562928,0.603,131.1,0.288,18.080,SGA2020 dropped
PGC706705,dr11-south,35.84257931484738,-31.30825878736167,0.642,122.4,0.233,18.180,SGA2020 dropped
PGC706995,dr11-south,83.14812160329222,-31.284487122116474,0.622,64.1,0.347,17.010,SGA2020 dropped
PGC707459,dr11-south,47.0695497396472,-31.24521511434656,0.628,61.6,0.367,17.620,SGA2020 dropped
PGC707540,dr11-south,58.27435725087701,-31.238767416265457,0.613,59.8,0.192,18.000,SGA2020 dropped
PGC707876,dr11-south,47.11629460463232,-31.208056206609196,0.636,85.7,0.192,18.690,SGA2020 dropped
PGC708155,dr11-south,32.25274413293347,-31.183556928816696,0.610,57.1,0.330,17.920,SGA2020 dropped
PGC708681,dr11-south,46.97846286385076,-31.142722944561257,0.659,61.3,0.199,18.375,SGA2020 dropped
PGC709831,dr11-south,23.14343384290909,-31.04671776923332,0.661,6.8,0.248,18.375,SGA2020 dropped
PGC710056,dr11-south,46.623478363145516,-31.029608318026096,0.655,102.1,0.216,18.845,SGA2020 dropped
PGC710616,dr11-south,53.817939255193295,-30.985592133993386,0.668,81.9,0.208,18.010,SGA2020 dropped
PGC711068,dr11-south,71.39868571552836,-30.944590699331012,0.664,138.3,0.349,17.950,SGA2020 dropped
PGC711178,dr11-south,3.5540804672234896,-30.937853240399757,0.636,49.5,0.180,17.730,SGA2020 dropped
PGC711468,dr11-south,52.84323523544699,-30.91286318418814,0.674,38.5,0.247,17.790,SGA2020 dropped
PGC712691,dr11-south,9.885590858687854,-30.810850669403077,0.602,122.9,0.198,18.380,SGA2020 dropped
PGC713480,dr11-south,81.65329333978539,-30.745455291517104,0.636,124.8,0.198,18.650,SGA2020 dropped
PGC714499,dr11-south,63.21130135837697,-30.663796591733334,0.658,130.9,0.216,17.750,SGA2020 dropped
PGC715273,dr11-south,10.271964531576248,-30.60022834636299,0.605,160.7,0.199,18.570,SGA2020 dropped
PGC715564,dr11-south,37.06725631774662,-30.577109635688746,0.633,119.2,0.227,18.000,SGA2020 dropped
PGC715590,dr11-south,82.71041513102942,-30.575596439888795,0.652,48.0,0.230,18.440,SGA2020 dropped
PGC716184,dr11-south,89.4173230243248,-30.526646723962013,0.653,161.7,0.390,17.540,SGA2020 dropped
PGC716353,dr11-south,8.059729380919675,-30.51149691980416,0.627,32.9,0.298,18.210,SGA2020 dropped
PGC716379,dr11-south,74.80185690247794,-30.509571058544694,0.650,139.3,0.275,17.850,SGA2020 dropped
PGC716549,dr11-south,2.300807251057203,-30.496887864578646,0.601,178.7,0.329,17.730,SGA2020 dropped
PGC716744,dr11-south,82.43012377841269,-30.481250202091104,0.605,115.2,0.311,17.640,SGA2020 dropped
PGC716863,dr11-south,61.352763416243405,-30.470188472002025,0.654,140.2,0.211,17.980,SGA2020 dropped
PGC717826,dr11-south,57.08018408211947,-30.391557421782675,0.650,145.2,0.189,17.570,SGA2020 dropped
PGC717898,dr11-south,50.02224000483427,-30.38500265359732,0.622,57.5,0.266,18.195,SGA2020 dropped
PGC719513,dr11-south,3.0857994289711264,-30.25311970302328,0.616,40.8,0.299,17.750,SGA2020 dropped
PGC719639,dr11-south,9.868752322637135,-30.244372827242383,0.669,54.0,0.202,18.500,SGA2020 dropped
PGC720157,dr11-south,50.8522407581586,-30.200162065477997,0.645,124.8,0.256,18.180,SGA2020 dropped
PGC720814,dr11-south,75.44449850872243,-30.148658058696995,0.644,83.3,0.273,17.980,SGA2020 dropped
PGC721077,dr11-south,55.0625480319272,-30.12736211856029,0.632,156.0,0.295,18.840,SGA2020 dropped
PGC721132,dr11-south,25.55609535727039,-30.122875204679776,0.617,83.1,0.324,17.960,SGA2020 dropped
PGC721237,dr11-south,69.79150142798346,-30.11459984075032,0.608,135.3,0.173,18.850,SGA2020 dropped
PGC721450,dr11-south,21.518281871528668,-30.097445734163266,0.622,119.4,0.170,18.940,SGA2020 dropped
PGC721471,dr11-south,73.70360876133357,-30.095538825474765,0.607,29.1,0.221,18.770,SGA2020 dropped
PGC721492,dr11-south,18.715075098803197,-30.09408231873395,0.654,51.0,0.252,18.350,SGA2020 dropped
PGC721665,dr11-south,88.48936996660123,-30.078120757281226,0.629,35.8,0.259,17.930,SGA2020 dropped
PGC722795,dr11-south,30.584430088609274,-29.989131539571044,0.670,118.5,0.289,18.295,SGA2020 dropped
PGC723384,dr11-south,38.15593473529997,-29.937411763442935,0.644,131.6,0.310,16.980,SGA2020 dropped
PGC723675,dr11-south,70.41160086969475,-29.9144702456955,0.640,53.6,0.203,18.320,SGA2020 dropped
PGC724204,dr11-south,23.724314060547588,-29.86915693907533,0.658,67.3,0.467,17.460,SGA2020 dropped
PGC724876,dr11-south,29.411429911898228,-29.810108530566737,0.677,70.6,0.228,18.580,SGA2020 dropped
PGC726128,dr11-south,8.530266456939255,-29.705966205690025,0.604,104.8,0.303,17.880,SGA2020 dropped
PGC726550,dr11-south,53.54455837019896,-29.669554980866206,0.616,150.6,0.222,18.465,SGA2020 dropped
PGC727253,dr11-south,71.88476187289774,-29.61189121357316,0.615,16.9,0.417,17.810,SGA2020 dropped
PGC727572,dr11-south,47.314112650989934,-29.586760810761657,0.651,89.3,0.312,17.490,SGA2020 dropped
PGC727652,dr11-south,83.61739587276394,-29.579987874440885,0.634,156.8,0.210,18.920,SGA2020 dropped
PGC727675,dr11-south,158.90146527072315,-29.578487718841533,0.622,17.0,0.395,17.250,SGA2020 dropped
PGC727740,dr11-south,75.50361469822184,-29.572581798938202,0.616,18.5,0.287,18.660,SGA2020 dropped
PGC727761,dr11-south,12.428377706287531,-29.571220893721474,0.606,76.8,0.546,18.110,SGA2020 dropped
PGC728253,dr11-south,5.193625443499682,-29.52909605092942,0.605,154.7,0.217,18.735,SGA2020 dropped
PGC728716,dr11-south,51.82764717184692,-29.491038139594956,0.616,147.3,0.263,18.770,SGA2020 dropped
PGC729203,dr11-south,160.8829606483868,-29.451090585981937,0.607,112.2,0.410,16.920,SGA2020 dropped
PGC729245,dr11-south,76.06230642638721,-29.446817610157062,0.643,118.1,0.327,17.590,SGA2020 dropped
PGC729889,dr11-south,48.26629610802397,-29.39205495398706,0.610,44.8,0.215,18.955,SGA2020 dropped
PGC730353,dr11-south,72.39940496782927,-29.35348392350357,0.618,108.9,0.353,18.650,SGA2020 dropped
PGC730821,dr11-south,24.117274209973136,-29.313177329620242,0.612,160.2,0.349,18.145,SGA2020 dropped
PGC730945,dr11-south,30.632155347418898,-29.301728017839363,0.602,115.3,0.284,18.265,SGA2020 dropped
PGC731490,dr11-south,26.653172562452482,-29.25522618274226,0.607,90.3,0.243,18.465,SGA2020 dropped
PGC731529,dr11-south,36.90927697064488,-29.25182726051316,0.611,16.3,0.253,18.735,SGA2020 dropped
PGC731581,dr11-south,78.92822884616736,-29.248123671016824,0.635,32.6,0.233,18.260,SGA2020 dropped
PGC731948,dr11-south,19.615412439976996,-29.216745024627325,0.620,135.1,0.288,18.315,SGA2020 dropped
PGC732413,dr11-south,5.665715470063393,-29.17844439202484,0.605,74.5,0.377,17.775,SGA2020 dropped
PGC733116,dr11-south,62.66490890378945,-29.1186245352439,0.649,147.3,0.250,17.930,SGA2020 dropped
PGC733906,dr11-south,80.10269968761992,-29.060833629076466,0.609,6.0,0.241,18.530,SGA2020 dropped
PGC734072,dr11-south,159.06287348210233,-29.049235947626336,0.611,152.5,0.245,17.630,SGA2020 dropped
PGC734218,dr11-south,8.335786506352402,-29.038648559942196,0.664,112.5,0.189,19.045,SGA2020 dropped
PGC734275,dr11-south,51.134877284091345,-29.0337679349999,0.636,93.5,0.201,18.610,SGA2020 dropped
PGC736747,dr11-south,9.367644625005418,-28.84303350219637,0.642,134.2,0.354,17.805,SGA2020 dropped
PGC737389,dr11-south,55.33249498183543,-28.79327695217102,0.603,15.4,0.243,17.970,SGA2020 dropped
PGC737752,dr11-south,68.4719000175852,-28.762188751151246,0.631,179.7,0.451,17.080,SGA2020 dropped
PGC737838,dr11-south,69.98665885307338,-28.755033957047907,0.660,51.7,0.314,17.890,SGA2020 dropped
PGC738075,dr11-south,51.00173854203057,-28.73665645816031,0.636,111.5,0.266,18.190,SGA2020 dropped
PGC739027,dr11-south,89.04079215988146,-28.660216168030033,0.634,173.2,0.439,16.630,SGA2020 dropped
PGC739437,dr11-south,158.0371569157569,-28.62397960945547,0.626,48.3,0.191,18.640,SGA2020 dropped
PGC740518,dr11-south,15.313484008628931,-28.534851569357347,0.648,33.7,0.681,18.670,SGA2020 dropped
PGC740780,dr11-south,52.20110221864256,-28.5139349570827,0.603,90.2,0.324,17.500,SGA2020 dropped
PGC740891,dr11-south,16.031386297053672,-28.504723502518708,0.653,156.4,0.234,18.735,SGA2020 dropped
PGC741359,dr11-south,5.773634816768619,-28.464215622460898,0.623,40.5,0.219,18.325,SGA2020 dropped
PGC741678,dr11-south,3.007230694363395,-28.438594674457967,0.607,103.5,0.261,17.370,SGA2020 dropped
PGC741924,dr11-south,55.321334939269775,-28.418915044428527,0.610,162.9,0.351,17.480,SGA2020 dropped
PGC742094,dr11-south,53.7739867334764,-28.403677982596378,0.611,169.1,0.296,17.630,SGA2020 dropped
PGC742567,dr11-south,72.25669996235413,-28.365046749122286,0.640,98.3,0.155,19.150,SGA2020 dropped
PGC743135,dr11-south,4.559215560173625,-28.319300318391544,0.674,169.5,0.179,18.960,SGA2020 dropped
PGC743731,dr11-south,76.58497415995497,-28.271041115864445,0.657,138.6,0.257,18.130,SGA2020 dropped
PGC743756,dr11-south,29.950026156774303,-28.269492917380642,0.632,99.6,0.279,18.110,SGA2020 dropped
PGC744023,dr11-south,73.49182568718253,-28.249103437072648,0.659,119.0,0.217,18.370,SGA2020 dropped
PGC744088,dr11-south,61.116636640294566,-28.242248471388642,0.604,19.0,0.194,19.000,SGA2020 dropped
PGC744382,dr11-south,20.250577224545292,-28.217795024248783,0.623,139.8,0.219,18.520,SGA2020 dropped
PGC744506,dr11-south,78.74783136177531,-28.207071417822537,0.629,54.3,0.220,18.760,SGA2020 dropped
PGC745161,dr11-south,49.28607576319846,-28.155751067193616,0.601,173.0,0.364,18.075,SGA2020 dropped
PGC745468,dr11-south,60.69907128782083,-28.130920271048282,0.631,166.4,0.292,17.230,SGA2020 dropped
PGC745738,dr11-south,49.05106258988694,-28.108358760493477,0.604,99.1,0.320,17.900,SGA2020 dropped
PGC748067,dr11-south,76.5925303051008,-27.920985187910667,0.613,44.8,0.339,17.710,SGA2020 dropped
PGC748467,dr11-south,8.139342882240282,-27.89018030702139,0.626,106.6,0.191,18.600,SGA2020 dropped
PGC748579,dr11-south,18.173241043555674,-27.88113083495633,0.625,159.6,0.220,18.540,SGA2020 dropped
PGC749997,dr11-south,64.93111514101528,-27.778596894493493,0.627,25.0,0.267,17.520,SGA2020 dropped
PGC750544,dr11-south,9.592702283408782,-27.739673294266986,0.608,45.0,0.345,17.835,SGA2020 dropped
PGC750690,dr11-south,3.7423862482644297,-27.72842814282877,0.601,32.2,0.359,17.140,SGA2020 dropped
PGC753402,dr11-south,8.912302862859068,-27.541425479836548,0.626,9.6,0.318,17.130,SGA2020 dropped
PGC753725,dr11-south,4.444696299730664,-27.519156797032885,0.644,54.0,0.205,18.630,SGA2020 dropped
PGC754110,dr11-south,78.01809045181673,-27.49441958553965,0.694,130.7,0.210,18.820,SGA2020 dropped
PGC754226,dr11-south,2.9857062459399826,-27.48639338729858,0.647,135.2,0.203,18.235,SGA2020 dropped
PGC756550,dr11-south,38.69405967230687,-27.33212808038567,0.626,7.8,0.237,18.240,SGA2020 dropped
PGC756681,dr11-south,5.9609105234642765,-27.324655484177192,0.612,19.0,0.252,18.105,SGA2020 dropped
PGC756933,dr11-south,8.081214254533034,-27.307557635124965,0.663,109.3,0.238,18.300,SGA2020 dropped
PGC757208,dr11-south,46.777681843420055,-27.28650646896573,0.623,114.3,0.241,18.085,SGA2020 dropped
PGC757332,dr11-south,60.57075131855815,-27.27777388576776,0.623,172.5,0.299,17.320,SGA2020 dropped
PGC757399,dr11-south,67.7636436825679,-27.273079487497448,0.612,118.8,0.229,18.400,SGA2020 dropped
PGC757547,dr11-south,12.911574536100039,-27.262793530403094,0.618,105.0,0.342,17.560,SGA2020 dropped
PGC757806,dr11-south,161.91127963543622,-27.243457516874336,0.653,165.8,0.502,17.270,SGA2020 dropped
PGC757840,dr11-south,8.126630498053252,-27.241016380588224,0.665,73.4,0.287,17.825,SGA2020 dropped
PGC757983,dr11-south,35.04381138769016,-27.231752774401297,0.636,105.5,0.209,19.025,SGA2020 dropped
PGC758068,dr11-south,31.531569976240647,-27.226757501517543,0.663,144.0,0.262,18.115,SGA2020 dropped
PGC758098,dr11-south,80.548232839876,-27.22376408508946,0.602,61.4,0.343,17.050,SGA2020 dropped
PGC758136,dr11-south,23.84494468678911,-27.220879875851782,0.648,149.9,0.327,18.150,SGA2020 dropped
PGC758155,dr11-south,22.531973469649387,-27.219766524824518,0.622,49.1,0.242,18.515,SGA2020 dropped
PGC758158,dr11-south,41.019704847304446,-27.219498980874548,0.641,128.8,0.269,18.080,SGA2020 dropped
PGC758379,dr11-south,56.50653722093238,-27.203454228994445,0.662,171.8,0.437,16.360,SGA2020 dropped
PGC759791,dr11-south,58.11868296762404,-27.102226848888723,0.635,79.8,0.170,18.910,SGA2020 dropped
