# Custom external galaxy catalog, containing objects missing from HyperLeda, NED-LVS, and LVD.
# diameter is in arcmin
#
# LVD's Dw1245+6158:
#   ,SMDG J1245495+615810,191.45623,61.96947,0.4593333333333333,0.4,67.79,17.71,r,Row 4871 in 'SMUDGes_catalog.6_23.ascii'
#
# LVD's KK 166:
#   ,SMDG J1249122+353645,192.30065,35.61258,0.399,0.84,67.09,18.58,r,Row 4952 in 'SMUDGes_catalog.6_23.ascii'
#
# LVD's KK 193:
#  ,SMDG J1315298+413008,198.87417,41.50223,0.39866666666666667,0.77,299.17,18.14,r,Row 5316 in 'SMUDGes_catalog.6_23.ascii'
#
# LVD's NGC 4631-dw3:
#  ,SMDG J1242530+322721,190.72097,32.45592,0.4233333333333333,0.9,81.86,19.28,r,Row 4788 in 'SMUDGes_catalog.6_23.ascii'
#
# Super-faint!
#   ,SMDG J0130373-195118,22.65546,-19.85495,2.2623333333333333,0.48,89.53,17.63,r,Row 617 in 'SMUDGes_catalog.6_23.ascii'
#   ,SMDG J0151087-141129,27.7863,-14.19137,1.3086666666666666,0.78,333.63,17.1,r,Row 746 in 'SMUDGes_catalog.6_23.ascii'
#   ,SMDG J0441370-014216,70.40414,-1.70431,1.3286666666666667,0.66,332.62,17.72,r,Row 1933 in 'SMUDGes_catalog.6_23.ascii'
#   ,SMDG J1225544+140829,186.47664,14.14138,1.29,0.6,59.07,17.61,r,Row 4106 in 'SMUDGes_catalog.6_23.ascii'
#   ,SMDG J1230495+133018,187.70627,13.50494,0.44033333333333335,0.81,309.33,18.42,r,Row 4370 in 'SMUDGes_catalog.6_23.ascii'
#
# Shreds of UGC 05706:
# ,SMDG J1031105+343018,157.79394,34.50495,0.7579999999999999,0.74,280.3,16.43,r,Row 2806 in 'SMUDGes_catalog.6_23.ascii'
# ,SMDG J1031120+343013,157.79989,34.50348,0.6716666666666666,0.89,286.53,16.25,r,Row 2807 in 'SMUDGes_catalog.6_23.ascii'
#
objname,objname_ned,ra,dec,diam,ba,pa,mag,mag_band,essential_note
,SMDG J1220272+065906,185.11332,6.98497,0.2786666666666667,0.41,299.15999999999997,19.2,r,Row 3898 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1220297+164854,185.12364,16.81513,0.2866666666666667,0.84,35.75,19.93,r,Row 3899 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1220300+181916,185.12515,18.32104,0.3766666666666667,0.87,305.77,17.01,r,Row 3900 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1220350+185303,185.14589,18.88409,0.32766666666666666,0.5,350.61,18.32,r,Row 3902 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1220357+081207,185.14882,8.20207,0.5513333333333333,0.56,332.17,17.45,r,Row 3903 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1220363+125305,185.15131,12.88485,0.48666666666666664,0.9,11.22,17.17,r,Row 3904 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1220414+161005,185.17255,16.16807,0.26766666666666666,0.83,281.03,19.81,r,Row 3907 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1220514+162151,185.21414,16.36404,0.4156666666666667,0.87,64.65,18.46,r,Row 3913 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1220547+145923,185.22775,14.98985,0.6359999999999999,0.53,47.8,16.61,r,Row 3916 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1220557+110552,185.23218,11.0978,0.33233333333333337,0.72,13.66,19.3,r,Row 3917 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1220589+085156,185.24532,8.86545,0.392,0.5,356.58,18.48,r,Row 3918 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221054+154313,185.27247,15.72024,0.45866666666666667,0.65,88.78,17.07,r,Row 3922 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221085+292921,185.28551,29.48924,0.46499999999999997,0.59,356.99,18.08,r,Row 3923 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221086+133424,185.28596,13.5733,0.36033333333333334,0.72,20.08,19.45,r,Row 3924 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221139+093534,185.30806,9.59283,0.38999999999999996,0.47,317.58,19.27,r,Row 3925 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221142+134032,185.30906,13.67553,0.34600000000000003,0.67,8.53,18.87,r,Row 3926 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221153+122424,185.3138,12.40668,0.35733333333333334,0.77,322.42,18.23,r,Row 3927 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221159+175537,185.31622,17.92706,0.32466666666666666,0.48,53.73,19.93,r,Row 3928 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221172+055945,185.32147,5.99572,0.2673333333333333,0.85,34.47,19.08,r,Row 3931 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221191+034715,185.32972,3.78764,0.36933333333333335,0.81,292.42,17.23,r,Row 3933 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221234+303645,185.34752,30.6124,0.7336666666666667,0.62,65.86,17.79,r,Row 3937 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221254+280821,185.35568,28.13904,0.27799999999999997,0.48,270.19,20.5,r,Row 3938 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221272+150115,185.36314,15.02092,0.6606666666666666,0.63,44.09,16.64,r,Row 3939 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221308+153007,185.37819,15.50188,0.863,0.77,321.25,17.02,r,Row 3940 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221400+284347,185.41668,28.72967,0.311,0.6,75.79,18.64,r,Row 3943 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221420+220357,185.42505,22.06592,0.3123333333333333,0.58,283.0,18.68,r,Row 3945 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221428+375913,185.42847,37.98705,0.4513333333333333,0.61,275.56,17.22,r,Row 3946 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221496+052244,185.45679,5.37899,0.36333333333333334,0.6,307.5,18.7,r,Row 3951 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221497+283111,185.45703,28.51971,0.5196666666666666,0.63,8.85,18.39,r,Row 3952 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221545+044514,185.47705,4.75397,0.455,0.72,321.98,18.21,r,Row 3953 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221558+082046,185.48246,8.34606,0.304,0.72,332.97,18.01,r,Row 3954 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221570+175332,185.48729,17.89218,0.8426666666666667,0.46,18.24,16.19,r,Row 3955 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1221577+281437,185.4905,28.2435,0.5593333333333333,0.61,276.71,17.41,r,Row 3956 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1222002+113810,185.5007,11.6361,0.3203333333333333,0.58,296.05,19.32,r,Row 3957 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1222008+140812,185.50329,14.13658,0.34299999999999997,0.65,9.43,18.19,r,Row 3959 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1222029+171204,185.51188,17.20098,0.3486666666666667,0.7,345.23,17.81,r,Row 3960 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1222097+153910,185.54029,15.65285,0.47833333333333333,0.88,359.94,18.44,r,Row 3962 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1222122+165828,185.55098,16.97436,0.392,0.73,39.48,18.07,r,Row 3963 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1222127+301412,185.5529,30.23673,0.27166666666666667,0.48,295.61,20.15,r,Row 3966 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1222129+124147,185.55359,12.69643,0.5286666666666666,0.64,283.74,17.5,r,Row 3967 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1222131+051158,185.5546,5.19951,0.4076666666666667,0.56,292.33,17.81,r,Row 3968 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1222209+150936,185.5869,15.15991,0.30866666666666664,0.57,355.35,18.23,r,Row 3971 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1222226+142551,185.59406,14.43077,0.30033333333333334,0.94,12.02,19.54,r,Row 3972 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1222280+130946,185.61681,13.16283,0.2876666666666667,0.73,297.85,18.46,r,Row 3975 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1222324+572449,185.63481,57.41361,0.3126666666666667,0.85,308.4,18.67,r,Row 3976 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1222393+302134,185.66363,30.35949,0.26066666666666666,0.86,73.87,17.95,r,Row 3978 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1222510+085407,185.71255,8.902,0.4046666666666667,0.48,345.94,18.2,r,Row 3982 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1222511+093046,185.71288,9.51286,0.2753333333333333,0.68,281.5,19.72,r,Row 3983 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1222538+122321,185.72405,12.38908,0.4553333333333333,0.96,11.09,18.31,r,Row 3984 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1222554+153334,185.73103,15.55948,0.32466666666666666,0.7,22.31,18.34,r,Row 3985 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1222587+081132,185.74478,8.19212,0.25966666666666666,0.83,283.31,18.66,r,Row 3988 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223013+042248,185.75562,4.37989,0.34600000000000003,0.92,337.19,18.06,r,Row 3990 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223020+133333,185.7584,13.55911,0.26066666666666666,0.85,60.75,18.54,r,Row 3992 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223032+161942,185.76327,16.32832,0.258,0.78,287.7,19.01,r,Row 3993 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223065+103526,185.77717,10.59061,0.6086666666666667,0.43,359.43,18.89,r,Row 3995 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223083+290248,185.78462,29.04659,0.2673333333333333,0.82,279.02,18.43,r,Row 3997 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223092+283233,185.78843,28.54246,0.2836666666666667,0.88,345.62,18.62,r,Row 3998 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223095+314710,185.78963,31.78598,0.3656666666666667,0.52,346.19,17.89,r,Row 3999 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223116+132506,185.79825,13.41846,0.3623333333333333,0.89,326.1,18.0,r,Row 4000 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223123+043220,185.80133,4.53891,0.44566666666666666,0.73,65.1,17.53,r,Row 4001 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223145+113321,185.81059,11.55583,0.3486666666666667,0.6,44.24,20.1,r,Row 4003 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223150+074427,185.81253,7.74091,0.3893333333333333,0.8,55.8,19.1,r,Row 4004 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223161+074115,185.81701,7.68742,0.35,0.67,88.52,18.06,r,Row 4005 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223175+100322,185.82283,10.05619,0.28733333333333333,0.84,86.21,19.96,r,Row 4006 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223214+073531,185.83932,7.59184,0.6753333333333333,0.53,83.6,16.97,r,Row 4008 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223273+074806,185.86374,7.8016,0.29,0.93,72.2,18.25,r,Row 4010 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223303+052944,185.87641,5.49543,0.5346666666666666,0.76,349.07,17.3,r,Row 4013 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223319+111615,185.88279,11.27085,0.32466666666666666,0.99,41.91,17.45,r,Row 4014 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223334+174915,185.88899,17.82083,0.2743333333333334,0.65,69.42,18.78,r,Row 4015 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223394+100151,185.91398,10.0309,0.4083333333333333,0.62,313.1,18.35,r,Row 4018 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223413+071730,185.92208,7.29163,0.3983333333333333,0.88,37.72,17.72,r,Row 4019 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223446+295952,185.93587,29.99787,0.27466666666666667,0.59,316.69,18.72,r,Row 4020 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223450+051657,185.93738,5.28254,0.29533333333333334,0.91,74.07,19.91,r,Row 4021 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223528+054521,185.96991,5.75578,0.41833333333333333,0.54,301.38,17.95,r,Row 4024 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223531+133024,185.9714,13.50658,0.422,0.59,294.17,18.22,r,Row 4025 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223542+065403,185.97587,6.90091,0.3333333333333333,0.75,278.3,18.17,r,Row 4026 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223546+131055,185.97729,13.18207,0.4676666666666666,0.94,329.24,18.69,r,Row 4027 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223577+115332,185.99051,11.89232,0.38,0.69,288.32,17.39,r,Row 4029 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1223598+092938,185.99908,9.49395,0.30033333333333334,0.56,33.03,18.38,r,Row 4030 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224000+743200,185.99982,74.53333,0.33999999999999997,0.52,30.73,20.18,r,Row 4031 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224001+161503,186.00054,16.25077,0.327,0.77,319.02,19.57,r,Row 4032 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224008+115627,186.00315,11.94084,0.7433333333333334,0.59,19.0,17.67,r,Row 4034 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224081+280545,186.03387,28.09583,0.30966666666666665,0.72,335.19,18.18,r,Row 4037 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224085+110846,186.03539,11.14625,0.3333333333333333,0.94,328.29,18.87,r,Row 4038 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224085+135000,186.03552,13.83333,0.618,0.62,284.88,18.65,r,Row 4039 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224112+132224,186.04683,13.37333,0.48633333333333334,0.69,3.19,17.8,r,Row 4040 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224127+142937,186.053,14.49362,0.25766666666666665,0.98,32.81,18.24,r,Row 4041 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224129+114542,186.05393,11.76179,0.4083333333333333,0.95,331.5,18.07,r,Row 4042 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224244+162314,186.10155,16.38735,0.5753333333333334,0.69,299.67,17.43,r,Row 4043 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224261+095813,186.10893,9.97015,0.25833333333333336,0.64,357.06,19.87,r,Row 4045 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224264+132802,186.10989,13.46731,0.672,0.69,276.33,18.05,r,Row 4046 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224309+114841,186.12861,11.8115,0.3463333333333333,0.99,338.34,18.11,r,Row 4048 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224343+132224,186.14289,13.3734,0.3076666666666667,0.54,52.14,18.93,r,Row 4049 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224351+150951,186.14632,15.16415,0.2946666666666667,0.98,277.06,18.32,r,Row 4050 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224352+393812,186.14664,39.6367,0.2996666666666667,0.76,79.44,19.25,r,Row 4051 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224366+185615,186.15255,18.93746,0.439,0.9,23.14,17.82,r,Row 4053 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224397+180345,186.16532,18.06261,0.27666666666666667,0.81,296.68,20.13,r,Row 4054 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224427+031216,186.17776,3.20441,0.2903333333333334,0.78,45.58,18.95,r,Row 4058 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224460+065535,186.19178,6.9264,0.261,0.74,310.31,19.17,r,Row 4060 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224477+085929,186.19884,8.99143,0.49966666666666665,0.82,40.65,16.42,r,Row 4061 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224479+114906,186.19972,11.81844,0.27299999999999996,0.83,285.02,18.83,r,Row 4062 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224507+150039,186.21104,15.01073,0.2773333333333333,0.61,325.65,18.3,r,Row 4063 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224517+582535,186.21554,58.4265,0.25266666666666665,0.89,41.02,19.09,r,Row 4065 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1224584+760039,186.24318,76.0109,0.256,0.66,331.68,18.58,r,Row 4066 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225048+130432,186.26982,13.07554,0.31799999999999995,0.72,83.68,19.04,r,Row 4069 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225097+122258,186.29031,12.38277,0.5406666666666666,0.6,331.79,17.41,r,Row 4072 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225113+142628,186.29716,14.44118,0.41766666666666663,0.89,60.67,17.11,r,Row 4075 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225131+130131,186.30445,13.02536,0.504,0.81,320.14,16.9,r,Row 4076 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225209+134909,186.33706,13.81924,0.36000000000000004,0.73,323.61,18.75,r,Row 4079 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225237+124031,186.34862,12.67519,0.42400000000000004,0.91,38.6,18.27,r,Row 4081 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225246+111512,186.35253,11.25332,0.2573333333333333,0.78,350.25,19.54,r,Row 4083 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225266+124037,186.36093,12.67689,0.328,0.65,299.81,17.88,r,Row 4085 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225273+102511,186.36368,10.41981,0.43,0.89,34.26,19.72,r,Row 4086 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225289+093621,186.37022,9.6057,0.259,0.64,62.75,19.6,r,Row 4088 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225290+122937,186.37079,12.49362,0.5343333333333333,0.55,277.54,17.88,r,Row 4089 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225302+203253,186.37577,20.54818,0.306,0.64,287.6,19.54,r,Row 4090 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225336+044830,186.38991,4.80825,0.35333333333333333,0.81,23.86,18.16,r,Row 4091 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225357+163546,186.39884,16.59612,0.65,0.91,317.67,16.43,r,Row 4092 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225376+175036,186.40685,17.84335,0.258,0.44,307.42,18.79,r,Row 4095 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225378+163953,186.40731,16.66486,0.46,0.53,19.11,17.1,r,Row 4096 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225388+074526,186.41162,7.75718,0.28300000000000003,0.72,46.02,18.71,r,Row 4098 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225410+141131,186.42091,14.19195,0.4676666666666666,0.54,273.5,18.93,r,Row 4099 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225471+113944,186.44605,11.66229,0.447,0.69,7.7,17.29,r,Row 4101 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225481+135115,186.45022,13.85405,0.34600000000000003,0.54,35.42,18.06,r,Row 4102 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225490+131700,186.45411,13.2833,0.36333333333333334,0.97,317.49,19.41,r,Row 4104 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225549+143828,186.47894,14.6411,0.25833333333333336,0.73,51.48,18.83,r,Row 4107 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225553+182017,186.48033,18.33819,0.2966666666666667,0.59,286.24,19.97,r,Row 4108 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225557+114805,186.48195,11.80127,0.4596666666666666,0.8,51.18,18.4,r,Row 4109 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225564+111030,186.4852,11.17505,0.2806666666666667,0.89,21.15,18.09,r,Row 4110 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225594+092424,186.4974,9.40669,0.36000000000000004,0.7,36.16,18.57,r,Row 4111 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225597+162413,186.49882,16.40368,0.289,0.51,2.63,18.56,r,Row 4112 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1225598+140223,186.49896,14.03962,0.6276666666666666,0.73,344.91,17.03,r,Row 4113 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226047+091035,186.51978,9.17644,0.3076666666666667,0.55,71.68,19.24,r,Row 4116 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226082+152854,186.53403,15.48155,0.28633333333333333,0.48,9.55,18.49,r,Row 4118 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226096+122343,186.54014,12.3952,0.3013333333333333,0.56,49.26,18.06,r,Row 4120 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226098+180511,186.54064,18.08645,0.31,0.63,318.77,19.16,r,Row 4122 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226123+060512,186.55131,6.08664,0.35433333333333333,0.91,303.03,18.6,r,Row 4128 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226156+130837,186.56506,13.1435,1.0010000000000001,0.64,34.3,17.13,r,Row 4130 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226215+074640,186.58973,7.77775,0.263,0.68,9.61,18.65,r,Row 4134 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226219+134526,186.59146,13.75726,0.2936666666666667,0.56,55.17,18.42,r,Row 4135 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226241-075426,186.60046,-7.90716,0.252,0.48,35.03,19.88,r,Row 4136 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226260+134419,186.60828,13.73862,0.40700000000000003,0.63,5.78,17.77,r,Row 4137 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226286+084743,186.6192,8.79533,0.315,0.8,355.61,18.19,r,Row 4140 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226306+220532,186.62734,22.09234,0.2763333333333333,0.9,4.2,17.83,r,Row 4141 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226318+074107,186.63251,7.68535,0.28300000000000003,0.91,86.33,18.74,r,Row 4142 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226342+085937,186.64238,8.99348,0.6463333333333333,0.69,301.7,17.01,r,Row 4144 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226380+085453,186.65822,8.91461,0.2836666666666667,0.55,73.14,20.11,r,Row 4147 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226380+115332,186.65842,11.89224,0.30233333333333334,0.9,0.78,19.12,r,Row 4148 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226380+150508,186.65824,15.08561,0.49166666666666664,0.91,318.05,17.64,r,Row 4149 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226411+125044,186.67133,12.84547,0.4053333333333333,0.53,40.77,17.59,r,Row 4150 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226465+131602,186.69394,13.2671,0.417,0.77,0.86,18.42,r,Row 4153 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226565+125743,186.73526,12.96205,0.43200000000000005,0.51,347.97,17.91,r,Row 4162 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226576+122516,186.74005,12.42121,0.25266666666666665,0.57,62.54,19.27,r,Row 4163 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1226591+123021,186.74606,12.50581,0.6406666666666666,0.71,60.25,16.41,r,Row 4165 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227025+123446,186.76057,12.57947,0.752,0.64,57.65,18.03,r,Row 4167 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227060+145518,186.77519,14.92174,0.3476666666666667,0.91,85.33,19.16,r,Row 4168 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227064+182006,186.77676,18.33497,0.3423333333333333,0.69,322.32,17.93,r,Row 4169 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227076+112349,186.78154,11.39702,0.4483333333333333,0.7,29.79,18.89,r,Row 4171 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227153+093736,186.81392,9.62659,0.6643333333333333,0.7,297.27,17.69,r,Row 4174 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227166+104157,186.81914,10.69903,0.35200000000000004,0.73,306.04,18.58,r,Row 4176 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227205+093530,186.83552,9.59176,0.2983333333333333,0.57,286.37,19.05,r,Row 4179 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227209+751839,186.83702,75.31072,0.2833333333333333,0.86,76.42,19.34,r,Row 4180 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227239+654125,186.84975,65.69041,0.34900000000000003,0.4,42.63,18.26,r,Row 4183 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227242+184049,186.85074,18.68016,0.4053333333333333,0.6,21.69,20.2,r,Row 4184 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227250+132423,186.85431,13.40626,0.575,0.67,336.82,17.94,r,Row 4185 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227250+142602,186.85437,14.43383,0.4503333333333333,0.89,82.73,17.29,r,Row 4186 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227265+094418,186.86038,9.73826,0.321,0.94,42.92,19.45,r,Row 4187 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227270+082108,186.86267,8.35223,0.2803333333333333,0.93,349.67,18.07,r,Row 4188 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227285+082328,186.86868,8.39113,0.26466666666666666,0.95,78.24,18.71,r,Row 4189 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227298+121508,186.87401,12.25226,0.373,0.68,77.15,18.22,r,Row 4190 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227343+071434,186.8928,7.24267,0.36966666666666664,0.49,298.28,19.39,r,Row 4191 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227355+152544,186.89796,15.42879,0.2983333333333333,0.82,22.8,19.96,r,Row 4192 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227357+123728,186.89864,12.6245,0.49233333333333335,1.0,81.52,18.52,r,Row 4193 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227391+143232,186.91275,14.54235,0.31933333333333336,0.49,66.85,18.06,r,Row 4195 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1227392+125248,186.91337,12.87994,0.5856666666666667,0.98,354.2,16.76,r,Row 4196 in 'SMUDGes_catalog.6_23.ascii'
