# Additional sources to be added to the final parent catalog based on VI.
#
OBJNAME,SREGION,RA,DEC,DIAM_LIT,PA_LIT,BA_LIT,MAG_LIT,COMMENT
PGC2345748,dr9-north,108.419218,49.532810,0.724,13.201,0.434,-99.000,SGA2020 in nocuts
WISEA J111726.00+351930.5,dr9-north,169.35837499999997,35.32516666666667,0.724,127.217,0.728,-99.000,SGA2020 in nocuts
WISEA J101748.52+644505.1,dr9-north,154.45195833333332,64.75141666666667,0.723,147.529,0.203,17.672,SGA2020 in nocuts
2MASS J15092394+4600346,dr9-north,227.34979166666665,46.00966666666667,0.723,38.590,0.276,17.293,SGA2020 in nocuts
WISEA J085850.04+520557.9,dr9-north,134.70866666666666,52.09938888888889,0.723,81.234,0.195,17.436,SGA2020 in nocuts
WISEA J155841.22+410043.0,dr9-north,239.6717083333333,41.012055555555555,0.723,124.619,0.327,17.478,SGA2020 in nocuts
WISEA J165555.06+374418.5,dr9-north,253.97949999999997,37.73855555555556,0.723,121.006,0.233,18.500,SGA2020 in nocuts
WISEA J130339.69+361127.7,dr9-north,195.91537499999998,36.19108333333333,0.722,127.316,0.215,17.525,SGA2020 in nocuts
2MASS J13421193+4245534,dr9-north,205.54974999999996,42.764916666666664,0.721,92.682,0.283,16.813,SGA2020 in nocuts
2MASS J13405609+5523310,dr9-north,205.23370833333328,55.39205555555556,0.720,175.263,0.218,17.327,SGA2020 in nocuts
WISEA J113057.20+563439.9,dr9-north,172.73862499999998,56.57772222222223,0.720,109.337,0.225,13.919,SGA2020 in nocuts
2MASX J16104216+4945547,dr9-north,242.67570833333332,49.76522222222222,0.720,3.345,0.270,13.419,SGA2020 in nocuts
WISEA J154331.51+501817.4,dr9-north,235.88149999999996,50.30483333333333,0.720,90.396,0.183,17.440,SGA2020 in nocuts
2MASXi J0645279+323930,dr9-north,101.36670833333332,32.65844444444444,0.720,18.488,0.229,-99.000,SGA2020 in nocuts
KUG 1002+678,dr9-north,151.494776,67.595241,0.719,51.914,0.735,17.500,SGA2020 in nocuts
ZwCl 1700.5+3322 71,dr9-north,256.4620833333333,32.97536111111111,0.719,101.803,0.772,12.051,SGA2020 in nocuts
WISEA J104544.68+445935.6,dr9-north,161.43624999999997,44.99330555555556,0.719,0.715,0.242,18.200,SGA2020 in nocuts
WISEA J170252.73+353143.6,dr9-north,255.71970833333333,35.528777777777776,0.719,89.758,0.505,12.589,SGA2020 in nocuts
ZwCl 1700.5+3322 86,dr9-north,256.876,33.87336111111111,0.718,158.330,0.259,13.371,SGA2020 in nocuts
WISEA J091333.97+401721.5,dr9-north,138.39158333333333,40.28927777777778,0.718,61.041,0.226,13.573,SGA2020 in nocuts
SDSS J115345.22+482520.9,dr9-north,178.43841666666665,48.4225,0.718,147.835,0.205,17.675,SGA2020 in nocuts
2MASS J08591371+5236205,dr9-north,134.80737499999998,52.60566666666667,0.718,117.330,0.371,16.133,SGA2020 in nocuts
2MASXi J0807018+532333,dr9-north,121.757625,53.39263888888889,0.718,160.518,0.305,16.993,SGA2020 in nocuts
WISEA J110925.58+493747.0,dr9-north,167.35658333333333,49.62983333333333,0.717,86.855,0.250,17.241,SGA2020 in nocuts
SDSS J090203.77+331738.1,dr9-north,135.51570833333332,33.29391666666667,0.717,152.687,0.282,17.595,SGA2020 in nocuts
WISEA J163823.93+335538.9,dr9-north,249.59995833333326,33.927499999999995,0.717,20.063,0.199,13.622,SGA2020 in nocuts
WISEA J164851.49+360653.5,dr9-north,252.2144583333333,36.11488888888889,0.716,16.037,0.344,17.558,SGA2020 in nocuts
WISEA J092633.95+505126.8,dr9-north,141.64154166666665,50.857416666666666,0.716,179.119,0.254,17.677,SGA2020 in nocuts
ZwCl 1700.5+3322 50,dr9-north,255.80325,33.54430555555555,0.715,93.615,0.767,12.548,SGA2020 in nocuts
WISEA J085850.72+420553.9,dr9-north,134.711375,42.098444444444446,0.715,138.051,0.241,18.000,SGA2020 in nocuts
WISEA J065108.17+414405.3,dr9-north,102.78408333333331,41.734833333333334,0.714,169.268,0.613,13.531,SGA2020 in nocuts
WISEA J112346.80+524037.0,dr9-north,170.94504166666664,52.67686111111111,0.714,6.848,0.239,17.222,SGA2020 in nocuts
2MASX J12483105+4859187,dr9-north,192.12954166666665,48.98844444444445,0.714,140.112,0.254,13.410,SGA2020 in nocuts
WISEA J075956.43+443519.3,dr9-north,119.98529166666665,44.58869444444445,0.713,42.585,0.317,17.756,SGA2020 in nocuts
WISEA J090852.64+445556.0,dr9-north,137.2193333333333,44.93227777777778,0.713,63.330,0.441,12.762,SGA2020 in nocuts
KUG 0005+345,dr11-south,2.127583333333333,34.78572222222222,0.713,93.459,0.528,-99.000,SGA2020 in nocuts
WISEA J084659.16+505827.8,dr9-north,131.746625,50.97430555555556,0.713,122.008,0.226,18.100,SGA2020 in nocuts
WISEA J110203.12+584639.7,dr9-north,165.51304166666662,58.77772222222222,0.713,122.590,0.424,13.832,SGA2020 in nocuts
WISEA J095530.74+432115.4,dr9-north,148.8780833333333,43.354305555555555,0.713,176.354,0.311,-99.000,SGA2020 in nocuts
2MASX J07510250+4914189,dr9-north,117.76029166666665,49.23877777777778,0.713,159.999,0.257,13.631,SGA2020 in nocuts
2MASX J15281754+5410069,dr9-north,232.0728333333333,54.168499999999995,0.712,137.527,0.583,13.347,SGA2020 in nocuts
2MASX J10490235+5021337,dr9-north,162.2595833333333,50.35925,0.712,3.395,0.269,14.016,SGA2020 in nocuts
2MASX J11111317+5313575,dr9-north,167.80508333333333,53.23269444444445,0.711,40.925,0.238,13.406,SGA2020 in nocuts
WISEA J112305.61+561100.5,dr9-north,170.77341666666663,56.18377777777778,0.711,179.438,0.264,13.201,SGA2020 in nocuts
WISEA J174842.03+373153.1,dr9-north,267.17449999999997,37.53097222222222,0.710,41.461,0.340,12.953,SGA2020 in nocuts
WISEA J112902.49+485229.4,dr9-north,172.26041666666663,48.874916666666664,0.710,111.282,0.204,13.695,SGA2020 in nocuts
WISEA J154851.42+482853.9,dr9-north,237.21429166666667,48.481722222222224,0.710,31.408,0.203,18.000,SGA2020 in nocuts
2MASX J12454576+3359348,dr9-north,191.44066666666663,33.99288888888889,0.709,63.862,0.226,13.774,SGA2020 in nocuts
2MASS J15471073+4659525,dr9-north,236.7948333333333,46.998472222222226,0.709,12.288,0.252,17.073,SGA2020 in nocuts
SDSS J075137.86+320906.0,dr9-north,117.90779166666664,32.15175,0.709,0.013,0.292,18.100,SGA2020 in nocuts
2MASX J16394469+3938076,dr9-north,249.93624999999994,39.63511111111111,0.709,175.429,0.237,14.067,SGA2020 in nocuts
2MASX J13150754+4031267,dr9-north,198.78141666666664,40.52411111111111,0.708,25.238,0.255,13.364,SGA2020 in nocuts
WISEA J103920.92+533246.9,dr9-north,159.83729166666666,53.54636111111111,0.708,150.404,0.224,18.300,SGA2020 in nocuts
2MASX J09375321+4036352,dr9-north,144.47183333333334,40.60980555555556,0.706,152.660,0.658,13.229,SGA2020 in nocuts
2MASS J14040826+5204291,dr9-north,211.0347083333333,52.07486111111111,0.706,28.703,0.352,17.400,SGA2020 in nocuts
2MASS J15485936+3142513,dr9-north,237.2473333333333,31.71425,0.706,61.404,0.774,-99.000,SGA2020 in nocuts
WISEA J160042.75+474815.6,dr9-north,240.1782916666666,47.80430555555555,0.706,175.498,0.223,17.428,SGA2020 in nocuts
WISEA J090840.66+502122.3,dr9-north,137.16937499999997,50.35613888888889,0.705,61.425,0.317,13.376,SGA2020 in nocuts
WISEA J164234.19+353242.8,dr9-north,250.64249999999996,35.54530555555555,0.705,79.588,0.223,18.400,SGA2020 in nocuts
WISEA J083111.06+424402.8,dr9-north,127.796125,42.73411111111111,0.705,82.850,0.359,13.634,SGA2020 in nocuts
WISEA J104402.99+543217.5,dr9-north,161.0124583333333,54.53813888888889,0.703,83.287,0.262,13.730,SGA2020 in nocuts
PGC2075932,dr9-north,271.39695,36.158401,0.703,72.000,0.676,-99.000,SGA2020 in nocuts
WISEA J154640.53+453151.4,dr9-north,236.66891666666663,45.530944444444444,0.703,83.039,0.218,18.100,SGA2020 in nocuts
WISEA J105852.44+371100.6,dr9-north,164.71849999999998,37.18347222222222,0.702,82.399,0.374,13.526,SGA2020 in nocuts
WISEA J085605.55+455933.7,dr9-north,134.02316666666667,45.992694444444446,0.701,9.319,0.316,13.554,SGA2020 in nocuts
WISEA J170615.89+333748.3,dr9-north,256.56625,33.63011111111111,0.701,147.509,0.234,17.855,SGA2020 in nocuts
WISEA J115420.92+510211.1,dr9-north,178.58724999999998,51.03633333333333,0.701,2.724,0.249,18.200,SGA2020 in nocuts
WISEA J162305.20+413943.1,dr9-north,245.77166666666665,41.66197222222222,0.701,159.227,0.366,14.029,SGA2020 in nocuts
2MASS J07500055+3008151,dr9-north,117.50237499999999,30.137638888888887,0.700,122.975,0.190,17.859,SGA2020 in nocuts
WISEA J112353.32+534823.6,dr9-north,170.97216666666665,53.80658333333333,0.700,137.434,0.553,13.683,SGA2020 in nocuts
WISEA J154233.06+520939.9,dr9-north,235.63766666666663,52.161055555555556,0.700,91.784,0.295,18.400,SGA2020 in nocuts
WISEA J110742.01+451214.3,dr9-north,166.92491666666666,45.203833333333336,0.700,19.118,0.302,17.227,SGA2020 in nocuts
WISEA J141009.69+505434.3,dr9-north,212.5403333333333,50.90947222222222,0.700,118.534,0.211,13.887,SGA2020 in nocuts
2MASX J11430874+5432232,dr9-north,175.78625,54.53988888888889,0.699,160.302,0.185,13.458,SGA2020 in nocuts
WISEA J155246.88+455306.6,dr9-north,238.19541666666663,45.88516666666666,0.699,117.356,0.250,13.401,SGA2020 in nocuts
WISEA J161116.43+490047.4,dr9-north,242.81849999999994,49.01311111111111,0.699,31.208,0.224,18.400,SGA2020 in nocuts
WISEA J092108.66+633817.7,dr9-north,140.28604166666665,63.638305555555554,0.699,90.796,0.228,13.719,SGA2020 in nocuts
KUG 1109+326,dr9-north,167.93591666666666,32.336305555555555,0.698,56.905,0.312,13.775,SGA2020 in nocuts
2MASX J11461088+3552361,dr9-north,176.54604166666664,35.87638888888889,0.698,127.834,0.239,13.844,SGA2020 in nocuts
2MASX J16312852+5022199,dr9-north,247.86891666666662,50.37213888888889,0.698,159.266,0.244,13.688,SGA2020 in nocuts
2MASX J16312017+4840249,dr9-north,247.83404166666662,48.67372222222222,0.697,21.661,0.233,13.197,SGA2020 in nocuts
WISEA J122823.36+321517.5,dr9-north,187.09733333333332,32.254805555555556,0.697,95.883,0.259,13.354,SGA2020 in nocuts
WISEA J112116.84+563033.6,dr9-north,170.32,56.5095,0.696,147.167,0.256,17.241,SGA2020 in nocuts
2MASX J09195841+5811573,dr9-north,139.99325,58.19944444444444,0.696,0.125,0.267,13.506,SGA2020 in nocuts
IRAS 06419+7021,dr9-north,101.886622,70.309499,0.696,54.916,0.565,17.500,SGA2020 in nocuts
WISEA J155712.85+543454.5,dr9-north,239.3034583333333,54.58186111111112,0.696,156.983,0.315,13.646,SGA2020 in nocuts
2MASX J12041995+4646572,dr9-north,181.08337499999996,46.78261111111111,0.696,159.713,0.234,13.569,SGA2020 in nocuts
2MASX J15083039+5308551,dr9-north,227.12645833333332,53.148555555555554,0.695,50.992,0.273,13.118,SGA2020 in nocuts
PG 0804+761,dr9-north,122.707761,76.030915,0.695,16.991,0.692,14.300,SGA2020 in nocuts
WISEA J133949.55+551422.4,dr9-north,204.95649999999998,55.239555555555555,0.695,177.670,0.244,17.481,SGA2020 in nocuts
WISEA J071153.38+342841.6,dr9-north,107.97191666666666,34.47802777777778,0.694,66.556,0.372,13.086,SGA2020 in nocuts
WISEA J165514.99+402902.8,dr9-north,253.81249999999997,40.48413888888889,0.694,143.382,0.244,-99.000,SGA2020 in nocuts
WISEA J075430.68+743332.2,dr9-north,118.62808333333334,74.55891666666666,0.694,103.053,0.376,13.044,SGA2020 in nocuts
WISEA J162429.49+384616.8,dr9-north,246.12291666666664,38.771277777777776,0.694,57.597,0.277,17.900,SGA2020 in nocuts
SDSS J101653.41+494048.4,dr9-north,154.22258333333332,49.68011111111111,0.694,45.841,0.263,18.000,SGA2020 in nocuts
SDSS J144126.67+301552.5,dr9-north,220.361125,30.264611111111112,0.694,157.228,0.185,17.769,SGA2020 in nocuts
WISEA J163754.26+374736.0,dr9-north,249.47604166666667,37.793194444444445,0.694,22.226,0.252,17.800,SGA2020 in nocuts
WISEA J163102.31+492527.4,dr9-north,247.75962499999994,49.424305555555556,0.694,127.439,0.204,18.400,SGA2020 in nocuts
WISEA J170639.14+334103.6,dr9-north,256.6630416666667,33.68427777777777,0.693,155.162,0.243,17.220,SGA2020 in nocuts
WISEA J164426.55+400444.2,dr9-north,251.11058333333332,40.07897222222223,0.693,95.634,0.222,17.627,SGA2020 in nocuts
KAZ 081,dr9-north,249.85691666666662,69.35741666666667,0.693,131.145,0.854,12.270,SGA2020 in nocuts
WISEA J181407.45+351553.5,dr9-north,273.5310416666666,35.264833333333335,0.693,170.112,0.350,13.667,SGA2020 in nocuts
WISEA J130753.93+542244.2,dr9-north,196.97462499999997,54.37925,0.693,173.054,0.210,18.000,SGA2020 in nocuts
WISEA J000000.15+314351.3,dr11-south,0.0005833333333333333,31.731138888888886,0.692,163.343,0.494,13.356,SGA2020 in nocuts
WISEA J164638.20+400532.7,dr9-north,251.65912499999996,40.09236111111111,0.692,12.701,0.205,13.620,SGA2020 in nocuts
WISEA J110827.63+374421.3,dr9-north,167.11524999999997,37.73927777777778,0.692,153.318,0.241,18.400,SGA2020 in nocuts
WISEA J110443.10+425720.4,dr9-north,166.179375,42.95563888888889,0.692,57.332,0.220,18.200,SGA2020 in nocuts
WISEA J112557.26+563304.1,dr9-north,171.4885833333333,56.551138888888886,0.692,23.159,0.215,17.639,SGA2020 in nocuts
WISEA J074036.03+403929.6,dr9-north,115.15012499999999,40.65819444444444,0.692,37.044,0.478,12.729,SGA2020 in nocuts
WISEA J162615.33+481945.3,dr9-north,246.56399999999996,48.32919444444445,0.692,105.456,0.267,17.900,SGA2020 in nocuts
NGC 2387,dr9-north,112.241366,36.879887,0.691,31.916,0.964,-99.000,SGA2020 in nocuts
WISEA J110713.18+331929.4,dr9-north,166.8048333333333,33.32469444444445,0.691,179.195,0.258,17.900,SGA2020 in nocuts
WISEA J103407.53+550454.3,dr9-north,158.5315,55.081694444444445,0.691,55.171,0.427,13.449,SGA2020 in nocuts
WISEA J161915.75+384306.3,dr9-north,244.81562499999995,38.71838888888889,0.691,154.020,0.358,13.531,SGA2020 in nocuts
2MFGC 08548,dr9-north,164.39229166666664,54.35975,0.691,93.713,0.249,13.245,SGA2020 in nocuts
WISEA J115046.76+680457.3,dr9-north,177.69508333333332,68.08266666666667,0.691,137.251,0.261,13.467,SGA2020 in nocuts
WISEA J074216.49+455835.5,dr9-north,115.56870833333332,45.97647222222223,0.691,147.216,0.317,17.167,SGA2020 in nocuts
WISEA J112409.82+470841.2,dr9-north,171.041,47.144777777777776,0.690,108.095,0.251,17.600,SGA2020 in nocuts
WISEA J112414.74+545519.3,dr9-north,171.06154166666664,54.92208333333333,0.690,134.587,0.340,13.122,SGA2020 in nocuts
WISEA J170130.33+344955.5,dr9-north,255.3765833333333,34.83222222222223,0.690,68.095,0.201,17.719,SGA2020 in nocuts
WISEA J112217.66+551834.7,dr9-north,170.57358333333332,55.30969444444444,0.690,139.589,0.208,18.300,SGA2020 in nocuts
2MASS J14342512+4940531,dr9-north,218.60487499999996,49.681888888888885,0.690,176.541,0.311,17.019,SGA2020 in nocuts
2MASX J09524341+5537354,dr9-north,148.18104166666666,55.626416666666664,0.690,169.301,0.225,13.581,SGA2020 in nocuts
WISEA J105644.55+370426.9,dr9-north,164.185625,37.07413888888889,0.690,127.436,0.231,17.631,SGA2020 in nocuts
2MASX J13501132+4748252,dr9-north,207.5474583333333,47.80727777777778,0.689,57.098,0.493,13.298,SGA2020 in nocuts
2MASX J14120907+3728297,dr9-north,213.03766666666664,37.47497222222223,0.689,121.854,0.245,13.761,SGA2020 in nocuts
WISEA J151358.51+391950.8,dr9-north,228.49379166666665,39.33080555555556,0.688,67.432,0.247,17.508,SGA2020 in nocuts
WISEA J132031.75+384211.5,dr9-north,200.132375,38.70319444444445,0.688,12.407,0.255,17.238,SGA2020 in nocuts
WISEA J122007.46+421452.1,dr9-north,185.03116666666665,42.24777777777778,0.688,60.175,0.290,17.692,SGA2020 in nocuts
2MASX J11211296+3637263,dr9-north,170.304125,36.624138888888886,0.688,42.182,0.224,13.572,SGA2020 in nocuts
2MASX J11484791+5545521,dr9-north,177.1999583333333,55.764361111111114,0.688,19.021,0.306,14.375,SGA2020 in nocuts
2MASX J15235442+3633094,dr9-north,230.9769583333333,36.552527777777776,0.687,166.402,0.274,13.421,SGA2020 in nocuts
2MASS J16012679+3843337,dr9-north,240.3617083333333,38.726055555555554,0.687,109.249,0.232,17.631,SGA2020 in nocuts
WISEA J120527.24+520653.6,dr9-north,181.36370833333334,52.114805555555556,0.686,124.691,0.254,17.418,SGA2020 in nocuts
WISEA J122406.51+550828.0,dr9-north,186.0272083333333,55.14116666666666,0.686,41.738,0.237,17.742,SGA2020 in nocuts
WISEA J104740.35+344348.9,dr9-north,161.91799999999998,34.73013888888889,0.685,61.518,0.237,14.334,SGA2020 in nocuts
MCG +09-27-054,dr9-north,248.87766666666664,54.31144444444444,0.685,112.278,0.795,13.534,SGA2020 in nocuts
WISEA J083937.34+404106.3,dr9-north,129.905375,40.68505555555555,0.685,66.850,0.271,17.467,SGA2020 in nocuts
ZwCl 1700.5+3322 g,dr9-north,255.66383333333334,33.51408333333333,0.685,80.583,0.578,12.665,SGA2020 in nocuts
WISEA J074121.27+382839.2,dr9-north,115.33879166666665,38.477611111111116,0.685,63.130,0.233,18.100,SGA2020 in nocuts
WISEA J165248.87+625725.6,dr9-north,253.20387499999998,62.95725,0.684,35.654,0.312,17.585,SGA2020 in nocuts
WISEA J113001.33+553751.4,dr9-north,172.50566666666666,55.63097222222222,0.684,167.139,0.264,13.575,SGA2020 in nocuts
2MASX J13255853+4025034,dr9-north,201.49366666666663,40.417944444444444,0.684,131.242,0.252,13.382,SGA2020 in nocuts
2MASS J11252025+5703233,dr9-north,171.33466666666664,57.05661111111111,0.684,26.464,0.244,17.651,SGA2020 in nocuts
WISEA J091456.09+312837.0,dr9-north,138.7337083333333,31.476916666666664,0.684,105.700,0.253,18.100,SGA2020 in nocuts
WISEA J170259.97+335836.7,dr9-north,255.74991666666668,33.97683333333334,0.684,140.958,0.276,13.732,SGA2020 in nocuts
WISEA J140046.60+435457.5,dr9-north,210.19412499999996,43.91597222222222,0.683,92.104,0.231,13.897,SGA2020 in nocuts
WISEA J142710.80+422430.6,dr9-north,216.79495833333328,42.40858333333333,0.683,117.699,0.257,18.500,SGA2020 in nocuts
2MASX J17594244+3610525,dr9-north,269.9268333333333,36.18127777777777,0.683,8.487,0.282,13.255,SGA2020 in nocuts
2MASS J13200461+5404538,dr9-north,200.0192083333333,54.081611111111116,0.683,20.772,0.336,-99.000,SGA2020 in nocuts
2MASS J16323236+3907010,dr9-north,248.13479166666664,39.11697222222222,0.683,123.584,0.205,17.342,SGA2020 in nocuts
WISEA J111543.63+551048.9,dr9-north,168.93170833333332,55.18047222222222,0.683,134.452,0.224,17.757,SGA2020 in nocuts
VII Zw 698 NOTES01,dr9-north,258.22345833333327,72.47530555555555,1.2,20.2,0.65,11.714,SGA2020 in nocuts
2MASS J15032737+3712358,dr9-north,225.8640833333333,37.20997222222223,0.683,133.864,0.887,-99.000,SGA2020 in nocuts
WISEA J074239.08+492442.7,dr9-north,115.66295833333332,49.411833333333334,0.683,114.890,0.450,12.997,SGA2020 in nocuts
WISEA J185639.06+402814.9,dr9-north,284.16275,40.47061111111111,0.683,15.180,0.427,13.376,SGA2020 in nocuts
FIRST J161026.6+302916,dr9-north,242.6112083333333,30.487861111111112,0.682,135.219,0.822,-99.000,SGA2020 in nocuts
WISEA J120633.84+571339.3,dr9-north,181.64079166666664,57.227833333333336,0.682,173.916,0.253,17.454,SGA2020 in nocuts
WISEA J085502.42+415440.0,dr9-north,133.76024999999996,41.911138888888885,0.682,54.049,0.236,13.919,SGA2020 in nocuts
WISEA J151924.44+444026.5,dr9-north,229.85179166666663,44.674,0.682,123.855,0.242,17.162,SGA2020 in nocuts
WISEA J093452.26+592511.0,dr9-north,143.71779166666664,59.419805555555556,0.682,128.266,0.270,13.683,SGA2020 in nocuts
WISEA J144744.62+623157.8,dr9-north,221.93604166666665,62.53272222222222,0.682,25.423,0.300,17.515,SGA2020 in nocuts
WISEA J115546.05+665733.2,dr9-north,178.9422083333333,66.95919444444445,0.681,99.284,0.278,16.945,SGA2020 in nocuts
WISEA J160014.71+403347.2,dr9-north,240.06124999999997,40.56322222222222,0.680,118.742,0.249,17.378,SGA2020 in nocuts
WISEA J110704.18+590439.4,dr9-north,166.76704166666664,59.07713888888889,0.680,15.942,0.304,13.818,SGA2020 in nocuts
2MASX J11010422+3707062,dr9-north,165.26775,37.11863888888889,0.679,156.468,0.252,13.891,SGA2020 in nocuts
WISEA J125050.84+410047.6,dr9-north,192.71179166666667,41.013444444444445,0.679,41.618,0.249,-99.000,SGA2020 in nocuts
2MASS J16091602+4229332,dr9-north,242.31674999999993,42.49261111111111,0.679,19.995,0.309,18.000,SGA2020 in nocuts
2MASS J11130255+5515370,dr9-north,168.26070833333333,55.26011111111111,0.679,6.976,0.248,17.333,SGA2020 in nocuts
2MASS J13492491+3406296,dr9-north,207.3539583333333,34.10816666666667,0.679,105.083,0.240,17.747,SGA2020 in nocuts
WISEA J121003.43+620959.1,dr9-north,182.5144583333333,62.16641666666666,0.678,86.766,0.226,17.771,SGA2020 in nocuts
WISEA J131538.51+341514.9,dr9-north,198.91062499999998,34.25411111111111,0.678,111.016,0.322,12.872,SGA2020 in nocuts
2MASX J15525222+3701264,dr9-north,238.21754166666665,37.024055555555556,0.678,160.003,0.261,13.129,SGA2020 in nocuts
WISEA J114805.87+334541.8,dr9-north,177.02454166666666,33.76166666666666,0.678,169.260,0.323,17.085,SGA2020 in nocuts
WISEA J143831.75+343647.4,dr9-north,219.63220833333332,34.61311111111111,0.678,73.171,0.268,17.317,SGA2020 in nocuts
ZwCl 1700.5+3322 23,dr9-north,255.57141666666666,33.491,0.678,152.827,0.687,13.143,SGA2020 in nocuts
2MASX J12314453+6344529,dr9-north,187.93541666666667,63.748083333333334,0.678,54.028,0.544,13.155,SGA2020 in nocuts
WISEA J123952.42+471825.8,dr9-north,189.96849999999998,47.30694444444444,0.677,150.960,0.304,13.185,SGA2020 in nocuts
WISEA J094015.03+395748.0,dr9-north,145.06254166666665,39.96330555555556,0.677,173.803,0.285,18.000,SGA2020 in nocuts
2MASS J14183764+3746244,dr9-north,214.65687499999999,37.77344444444444,0.677,147.730,0.729,-99.000,SGA2020 in nocuts
WISEA J094921.23+574809.2,dr9-north,147.3385833333333,57.80272222222222,0.677,9.984,0.223,17.560,SGA2020 in nocuts
WISEA J120537.47+322230.7,dr9-north,181.40608333333333,32.375194444444446,0.677,61.318,0.406,13.446,SGA2020 in nocuts
WISEA J080744.81+532808.5,dr9-north,121.93674999999999,53.46908333333334,0.677,95.569,0.317,12.917,SGA2020 in nocuts
WISEA J130310.37+705008.4,dr9-north,195.79329166666665,70.83572222222222,0.676,60.310,0.265,13.594,SGA2020 in nocuts
WISEA J090915.00+482602.8,dr9-north,137.31258333333332,48.43416666666666,0.676,165.799,0.269,17.304,SGA2020 in nocuts
WISEA J175458.88+444428.6,dr9-north,268.74524999999994,44.74111111111111,0.676,29.072,0.346,13.017,SGA2020 in nocuts
WISEA J143949.54+601249.5,dr9-north,219.95637499999998,60.21377777777778,0.676,61.436,0.259,13.265,SGA2020 in nocuts
WISEA J075531.38+695351.7,dr9-north,118.88037499999999,69.89719444444445,0.676,15.842,0.447,13.524,SGA2020 in nocuts
WISEA J132229.14+370305.5,dr9-north,200.621375,37.05163888888889,0.675,170.699,0.218,19.460,SGA2020 in nocuts
WISEA J110419.87+430417.1,dr9-north,166.08279166666665,43.07130555555556,0.675,146.695,0.255,17.327,SGA2020 in nocuts
WISEA J092938.19+340620.8,dr9-north,142.40916666666664,34.10575,0.675,160.169,0.492,14.311,SGA2020 in nocuts
WISEA J083301.52+520422.8,dr9-north,128.25629166666667,52.072972222222226,0.675,89.453,0.238,17.739,SGA2020 in nocuts
WISEA J070205.88+804733.0,dr9-north,105.52220833333331,80.7925,0.675,113.130,0.329,13.577,SGA2020 in nocuts
WISEA J131419.38+302009.1,,198.58066666666662,30.33588888888889,0.675,71.134,0.344,17.471,SGA2020 in nocuts
WISEA J131954.93+343336.1,dr9-north,199.9789583333333,34.559916666666666,0.675,172.559,0.322,18.400,SGA2020 in nocuts
WISEA J085629.97+380456.5,dr9-north,134.12491666666665,38.08225,0.674,163.403,0.328,18.100,SGA2020 in nocuts
WISEA J061435.86+520936.4,dr9-north,93.64958333333333,52.16005555555555,0.674,112.479,0.256,13.221,SGA2020 in nocuts
2MASX J08183552+5315543,dr9-north,124.64791666666665,53.265166666666666,0.674,38.566,0.306,13.676,SGA2020 in nocuts
WISEA J163106.16+484527.4,dr9-north,247.77574999999996,48.757527777777774,0.674,176.824,0.239,17.355,SGA2020 in nocuts
WISEA J092138.43+400341.1,dr9-north,140.41016666666664,40.06155555555555,0.674,172.985,0.326,13.289,SGA2020 in nocuts
WISEA J080332.80+311259.3,dr9-north,120.886625,31.216444444444445,0.674,67.079,0.230,18.500,SGA2020 in nocuts
2MASS J07531836+3412406,dr9-north,118.32654166666666,34.21125,0.673,64.292,0.249,18.800,SGA2020 in nocuts
2MASX J11054905+4313317,dr9-north,166.45404166666665,43.225750000000005,0.673,152.796,0.201,13.915,SGA2020 in nocuts
SDSS J164115.37+372036.1,dr9-north,250.31408333333331,37.34338888888889,0.673,82.142,0.695,-99.000,SGA2020 in nocuts
WISEA J164457.44+373637.2,dr9-north,251.2395,37.61016666666667,0.673,82.636,0.272,17.657,SGA2020 in nocuts
2MASS J10544772+4746038,dr9-north,163.69904166666666,47.76786111111111,0.673,166.094,0.254,17.293,SGA2020 in nocuts
SDSS J152129.34+312306.7,dr9-north,230.37229166666663,31.385194444444444,0.673,135.334,0.540,16.565,SGA2020 in nocuts
WISEA J102228.97+415212.7,dr9-north,155.62066666666664,41.87025,0.673,159.053,0.235,17.432,SGA2020 in nocuts
WISEA J150058.09+371419.4,dr9-north,225.24195833333332,37.23869444444445,0.673,146.295,0.220,17.413,SGA2020 in nocuts
WISEA J154226.99+421103.3,dr9-north,235.61241666666663,42.18427777777777,0.673,25.689,0.295,17.900,SGA2020 in nocuts
2MASX J13283771+3202026,dr9-north,202.15724999999998,32.03411111111111,0.672,166.594,0.289,13.758,SGA2020 in nocuts
2MASX J11451960+4507001,dr9-north,176.33166666666665,45.1165,0.672,146.813,0.266,13.306,SGA2020 in nocuts
2MASX J13453942+5603218,dr9-north,206.41424999999995,56.05602777777778,0.672,16.286,0.234,13.565,SGA2020 in nocuts
WISEA J113849.72+564359.6,dr9-north,174.7070833333333,56.733222222222224,0.672,100.325,0.241,13.526,SGA2020 in nocuts
WISEA J181539.06+485203.2,dr9-north,273.91299999999995,48.8675,0.672,118.589,0.353,12.892,SGA2020 in nocuts
WISEA J134551.42+452411.9,dr9-north,206.46433333333331,45.403305555555555,0.672,176.620,0.251,13.759,SGA2020 in nocuts
WISEA J120932.42+565647.0,dr9-north,182.385125,56.94633333333333,0.672,177.083,0.239,17.267,SGA2020 in nocuts
2MASX J11264534+5512256,dr9-north,171.68883333333332,55.20716666666667,0.672,15.579,0.298,13.871,SGA2020 in nocuts
WISEA J164834.65+400820.8,dr9-north,252.14433333333332,40.13891666666667,0.672,137.206,0.231,17.550,SGA2020 in nocuts
