# Additional sources to be added to the final parent catalog based on VI.
#
OBJNAME,SREGION,RA,DEC,DIAM_LIT,PA_LIT,BA_LIT,MAG_LIT,COMMENT
WISEA J122225.41+472718.4,dr9-north,185.6058333333333,47.455111111111115,0.672,124.545,0.255,17.475,SGA2020 in nocuts
WISEA J064910.77+424021.4,dr9-north,102.29495833333333,42.67252777777777,0.671,177.757,0.224,13.414,SGA2020 in nocuts
WISEA J141245.91+525637.5,dr9-north,213.19137499999997,52.94380555555555,0.671,28.013,0.277,18.200,SGA2020 in nocuts
WISEA J102727.12+410847.9,dr9-north,156.86304166666665,41.14677777777778,0.671,9.707,0.240,18.300,SGA2020 in nocuts
WISEA J141024.18+325902.9,dr9-north,212.6008333333333,32.98411111111111,0.671,179.098,0.237,17.656,SGA2020 in nocuts
ZwCl 1700.5+3322 05a,dr9-north,255.3554583333333,33.223416666666665,0.671,178.029,0.786,13.361,SGA2020 in nocuts
WISEA J100522.92+463754.4,dr9-north,151.345375,46.631750000000004,0.671,163.768,0.234,17.627,SGA2020 in nocuts
WISEA J131637.92+554826.6,dr9-north,199.157875,55.80744444444444,0.670,27.788,0.214,13.492,SGA2020 in nocuts
2MASS J12202214+6418257,dr9-north,185.09179166666664,64.30705555555555,0.670,45.087,0.295,17.500,SGA2020 in nocuts
WISEA J121229.93+620026.5,dr9-north,183.12462499999998,62.00738888888889,0.670,87.225,0.239,17.590,SGA2020 in nocuts
WISEA J113242.10+644442.2,dr9-north,173.17533333333333,64.74508333333334,0.670,154.181,0.295,13.540,SGA2020 in nocuts
WISEA J111852.22+524616.3,dr9-north,169.71754166666668,52.77133333333333,0.670,125.769,0.241,17.729,SGA2020 in nocuts
2MASX J11450988+5528507,dr9-north,176.291125,55.480694444444445,0.670,30.973,0.247,13.549,SGA2020 in nocuts
WISEA J151835.83+624659.8,dr9-north,229.64925,62.783277777777776,0.670,89.514,0.395,13.513,SGA2020 in nocuts
WISEA J130853.52+564544.3,dr9-north,197.2229583333333,56.76236111111111,0.670,34.617,0.305,17.339,SGA2020 in nocuts
WISEA J104243.11+551120.5,dr9-north,160.67966666666663,55.18908333333333,0.670,142.049,0.379,17.314,SGA2020 in nocuts
WISEA J104140.58+561101.9,dr9-north,160.41899999999998,56.183638888888886,0.670,16.613,0.353,17.607,SGA2020 in nocuts
WISEA J092442.35+482451.9,dr9-north,141.17666666666668,48.41422222222222,0.670,165.945,0.431,17.100,SGA2020 in nocuts
2MASX J15150051+3613295,dr9-north,228.75212499999995,36.22486111111111,0.670,159.028,0.225,13.779,SGA2020 in nocuts
WISEA J121233.51+663652.5,dr9-north,183.1397083333333,66.61455555555555,0.670,26.113,0.310,17.036,SGA2020 in nocuts
2MASX J10061672+5013236,dr9-north,151.5697083333333,50.22325,0.670,54.133,0.294,12.884,SGA2020 in nocuts
2MASX J16023566+3826368,dr9-north,240.64866666666668,38.443555555555555,0.669,19.483,0.274,13.986,SGA2020 in nocuts
WISEA J113055.11+563001.1,dr9-north,172.72966666666665,56.50025,0.669,15.177,0.253,17.153,SGA2020 in nocuts
WISEA J145900.36+534239.4,dr9-north,224.75112499999997,53.71091666666667,0.669,63.267,0.300,13.612,SGA2020 in nocuts
WISEA J112929.65+491224.3,dr9-north,172.37341666666663,49.20675,0.669,102.709,0.414,17.589,SGA2020 in nocuts
WISEA J071527.19+413833.2,dr9-north,108.86333333333332,41.64255555555555,0.669,113.776,0.217,13.409,SGA2020 in nocuts
WISEA J181144.75+653632.3,dr9-north,272.93704166666663,65.6095,0.668,23.256,0.373,13.523,SGA2020 in nocuts
2MASX J08443233+3617332,dr9-north,131.13462499999997,36.29263888888889,0.668,44.172,0.238,13.374,SGA2020 in nocuts
2MASX J08204004+3537064,dr9-north,125.16687499999999,35.61819444444445,0.668,24.808,0.217,13.307,SGA2020 in nocuts
WISEA J165157.98+331250.9,dr9-north,252.9914583333333,33.214111111111116,0.668,96.080,0.302,13.919,SGA2020 in nocuts
2MASX J13583868+3006023,dr11-south,209.66129166666664,30.100805555555556,0.668,147.408,0.293,13.477,SGA2020 in nocuts
WISEA J080623.41+653701.9,dr9-north,121.59770833333333,65.61661111111111,0.668,179.180,0.366,13.312,SGA2020 in nocuts
WISEA J155628.27+542355.0,dr9-north,239.11787499999997,54.398583333333335,0.668,127.051,0.209,18.300,SGA2020 in nocuts
WISEA J102918.04+412411.7,dr9-north,157.32516666666663,41.40325,0.668,95.745,0.376,13.274,SGA2020 in nocuts
WISEA J143353.73+561835.6,dr9-north,218.47379166666664,56.309888888888885,0.668,74.462,0.193,17.772,SGA2020 in nocuts
WISEA J160415.21+415605.0,dr9-north,241.0634583333333,41.934666666666665,0.668,96.024,0.273,18.000,SGA2020 in nocuts
WISEA J111938.72+442026.5,dr9-north,169.91137499999996,44.34075,0.668,119.401,0.236,18.100,SGA2020 in nocuts
WISEA J154653.15+453156.9,dr9-north,236.72137499999997,45.5325,0.668,166.085,0.256,17.615,SGA2020 in nocuts
WISEA J121130.03+593621.4,dr9-north,182.87516666666664,59.60602777777778,0.667,28.924,0.240,18.200,SGA2020 in nocuts
WISEA J082037.67+580242.7,dr9-north,125.15720833333332,58.04527777777778,0.667,24.997,0.350,17.385,SGA2020 in nocuts
2MASS J08525084+3157404,dr9-north,133.21183333333332,31.96113888888889,0.667,16.293,0.226,18.100,SGA2020 in nocuts
WISEA J113007.23-052245.0,dr11-south,172.53008333333332,-5.37925,2.096,80.683,0.609,10.966,SGA2020 in nocuts
UGC 09509 NOTES01,dr11-south,221.507411,8.495709,1.787,113.767,0.330,-99.000,SGA2020 in nocuts
WISEA J211048.87+121342.4,dr11-south,317.7035833333333,12.228444444444445,1.665,39.951,0.454,16.710,SGA2020 in nocuts
WISEA J221636.76-022413.9,dr11-south,334.15366666666665,-2.4042222222222223,1.660,76.865,0.661,12.775,SGA2020 in nocuts
VV 279a,dr11-south,186.974959,28.633554,1.455,150.821,0.178,-99.000,SGA2020 in nocuts
GALEXASC J021312.70-333741.9,dr11-south,33.303666666666665,-33.627722222222225,1.345,16.836,0.878,14.300,SGA2020 in nocuts
NPM1G +15.0554,dr11-south,317.6490416666666,15.321027777777777,1.330,62.808,0.819,16.060,SGA2020 in nocuts
WISEA J005941.14-065248.0,dr11-south,14.921416666666664,-6.880027777777778,1.327,178.081,0.219,12.206,SGA2020 in nocuts
WISEA J113804.72-072505.3,dr11-south,174.51966666666664,-7.418166666666667,1.311,17.752,0.205,-99.000,SGA2020 in nocuts
NGC 2115,dr11-south,87.832545,-50.582885,1.310,140.677,0.798,-99.000,SGA2020 in nocuts
CGCG 039-140,dr11-south,170.3970833333333,2.8938333333333333,1.272,127.514,0.911,11.781,SGA2020 in nocuts
WISEA J102855.81+095144.3,dr11-south,157.23254166666666,9.862333333333334,1.258,6.444,0.552,-99.000,SGA2020 in nocuts
2MASS J16394791+1444472,dr11-south,249.94962499999997,14.746444444444444,1.253,87.474,0.888,16.120,SGA2020 in nocuts
NPM1G +13.0585,dr11-south,358.31795833333325,13.521416666666667,1.245,107.980,0.579,17.490,SGA2020 in nocuts
WISEA J232406.38+142505.7,dr11-south,351.0265833333333,14.418249999999999,1.240,52.941,0.840,11.996,SGA2020 in nocuts
2MFGC 09727,dr11-south,185.47249999999997,8.071416666666666,1.220,116.063,0.184,12.720,SGA2020 in nocuts
WISEA J004647.00-513321.5,dr11-south,11.695833333333333,-51.55605555555555,1.212,5.163,0.639,12.498,SGA2020 in nocuts
AM 0228-234,dr11-south,37.78258333333333,-23.59697222222222,1.211,69.035,0.544,-99.000,SGA2020 in nocuts
WISEA J135015.53+291318.0,dr11-south,207.56474999999998,29.2215,1.208,66.952,0.837,12.081,SGA2020 in nocuts
FAIRALL 0918,dr11-south,313.333789,-51.924739,1.197,89.740,0.675,-99.000,SGA2020 in nocuts
SDSS-II SN 10434 HOST,dr11-south,329.9572083333333,-1.1924166666666667,1.191,21.710,0.168,12.905,SGA2020 in nocuts
WISEA J010334.30+262356.7,dr11-south,15.893041666666667,26.39886111111111,1.178,9.102,0.643,11.885,SGA2020 in nocuts
CGCG 079-091,dr11-south,244.49116666666666,13.97638888888889,1.173,159.127,0.584,15.500,SGA2020 in nocuts
NPM1G +15.0465,dr11-south,228.28374999999997,15.608694444444444,1.170,7.440,0.672,16.970,SGA2020 in nocuts
WISEA J004212.45+241027.5,dr11-south,10.551916666666665,24.174333333333333,1.169,137.157,0.627,-99.000,SGA2020 in nocuts
NGC 1741 NED01,dr11-south,75.397661,-4.263852,1.161,37.849,0.229,13.458,SGA2020 in nocuts
WISEA J021305.84+173359.3,dr11-south,33.27429166666667,17.566472222222224,1.149,116.843,0.878,17.040,SGA2020 in nocuts
PGC 017727,dr11-south,86.27795833333332,-26.078055555555554,1.148,161.910,0.506,15.180,SGA2020 in nocuts
WISEA J004349.34-373337.3,dr11-south,10.955916666666665,-37.559638888888884,1.145,9.306,0.208,17.110,SGA2020 in nocuts
IRAS 22183+2430,dr11-south,335.172265,24.764473,1.140,58.428,0.297,-99.000,SGA2020 in nocuts
FGCE 0589,dr11-south,95.891375,-51.775666666666666,1.112,17.249,0.205,12.655,SGA2020 in nocuts
PGC131847,dr11-south,0.1254615,-36.6962245,1.107,144.516,0.386,-99.000,SGA2020 in nocuts
PGC401449,dr11-south,76.592265,-56.282719,0.6,67.403,0.315,-99.000,SGA2020 in nocuts
WISEA J212934.98-001746.7,dr11-south,322.3957083333333,-0.2962222222222222,0.5,66.026,0.262,13.475,SGA2020 in nocuts
WISEA J005408.33-305940.5,dr11-south,13.534708333333331,-30.994611111111112,1.093,13.427,0.516,13.261,SGA2020 in nocuts
LCSB S0126P,dr11-south,13.091833333333332,-26.572333333333333,1.091,64.930,0.514,12.498,SGA2020 in nocuts
PGC128636,dr11-south,50.2034865,-55.767554,0.5,114.975,0.369,-99.000,SGA2020 in nocuts
NPM1G +16.0168,dr11-south,136.03841666666665,16.46488888888889,1.085,42.621,0.609,16.770,SGA2020 in nocuts
WISEA J222830.45-550909.3,dr11-south,337.1268749999999,-55.15258333333333,0.5,162.383,0.129,-99.000,SGA2020 in nocuts
GALEXASC J231250.90-121605.1,dr11-south,348.2120833333333,-12.268083333333335,0.6,164.512,0.243,-99.000,SGA2020 in nocuts
CGCG 105-006,dr11-south,220.80637499999997,16.44875,1.079,160.477,0.623,15.600,SGA2020 in nocuts
WISEA J010416.92-110458.8,dr11-south,16.070499999999996,-11.083027777777778,1.076,11.908,0.927,11.480,SGA2020 in nocuts
ZwCl 0054.6-0127 37,dr11-south,14.357333333333331,-0.5199722222222223,1.074,34.367,0.590,11.838,SGA2020 in nocuts
NPM1G +17.0567,dr11-south,236.11349999999996,17.043444444444447,1.074,66.303,0.786,17.310,SGA2020 in nocuts
WISEA J211452.39-005839.8,dr11-south,318.7183333333333,-0.97775,1.070,169.104,0.767,11.595,SGA2020 in nocuts
FAIRALL 0008,dr11-south,13.535458333333333,-61.928638888888884,0.81,12.2,0.72,11.567,SGA2020 in nocuts
DUKST 354-025,dr11-south,28.406666666666663,-33.12788888888889,1.068,127.339,0.739,16.520,SGA2020 in nocuts
WISEA J001239.75-284848.8,dr11-south,3.165666666666666,-28.813583333333334,1.067,140.992,0.238,12.580,SGA2020 in nocuts
ZwCl 0054.6-0127 36,dr11-south,14.32070833333333,-0.6695,1.063,1.045,0.794,11.645,SGA2020 in nocuts
LEDA 140543,dr11-south,238.724743,19.014438,1.063,63.345,0.509,-99.000,SGA2020 in nocuts
WISEA J053627.05-293007.1,dr11-south,84.11287499999999,-29.50225,1.059,165.841,0.461,12.503,SGA2020 in nocuts
DUKST 410-036,dr11-south,4.616083333333333,-30.73686111111111,1.056,58.067,0.584,17.030,SGA2020 in nocuts
2MFGC 13545,dr11-south,253.80070833333332,26.300305555555557,1.054,108.622,0.193,13.761,SGA2020 in nocuts
2MASX J12341068+0814467,dr11-south,188.54466666666664,8.246388888888887,1.047,151.487,0.157,13.141,SGA2020 in nocuts
PGC 017802,dr11-south,86.68483333333332,-25.32375,1.046,160.213,0.602,15.000,SGA2020 in nocuts
PGC731666,dr11-south,20.174187,-29.2408931,1.037,170.173,0.198,-99.000,SGA2020 in nocuts
4C -00.83,dr11-south,355.24904166666664,0.08158333333333333,1.035,135.287,0.480,12.854,SGA2020 in nocuts
WISEA J020551.89-090935.8,dr11-south,31.466208333333334,-9.159833333333333,1.034,24.974,0.273,18.200,SGA2020 in nocuts
WISEA J195513.59-522835.1,dr11-south,298.80620833333336,-52.476194444444445,1.030,171.609,0.311,14.400,SGA2020 in nocuts
NPM1G +17.0010,dr11-south,3.757208333333333,17.731027777777776,1.024,60.698,0.536,17.440,SGA2020 in nocuts
DUKST 357-029,dr11-south,47.67516666666666,-36.02338888888889,1.023,103.350,0.483,16.770,SGA2020 in nocuts
WISEA J092226.63-002024.9,dr11-south,140.61091666666664,-0.3401944444444444,1.022,166.799,0.283,13.531,SGA2020 in nocuts
SDSS J104104.57-004327.8,dr11-south,160.26904166666665,-0.7243888888888889,1.019,143.751,0.751,15.701,SGA2020 in nocuts
WISEA J044445.25-334908.3,dr11-south,71.18858333333333,-33.81894444444445,1.019,147.165,0.279,13.328,SGA2020 in nocuts
GIN 525,dr11-south,241.17258333333328,16.64975,1.015,118.263,0.711,15.050,SGA2020 in nocuts
IRAS 15569+2807,dr11-south,239.752688,27.985320,1.011,105.995,0.351,-99.000,SGA2020 in nocuts
WISEA J202847.00-515421.9,dr11-south,307.1957916666666,-51.906166666666664,1.010,64.384,0.290,-99.000,SGA2020 in nocuts
PGC1623704,dr11-south,39.114738,20.3178859,1.008,106.817,0.513,-99.000,SGA2020 in nocuts
ESO 250-G*?012,dr11-south,63.2000,,-46.6186,0.6,0.000,0.9,14.090,SGA2020 in nocuts
CGCG 091-014,dr11-south,137.64112499999996,15.553944444444445,1.000,141.881,0.443,15.700,SGA2020 in nocuts
2MFGC 16892,dr11-south,336.3202083333333,-0.9094722222222222,1.000,65.146,0.258,-99.000,SGA2020 in nocuts
PGC684544,dr11-south,70.526555,-32.879909,0.997,61.082,0.151,-99.000,SGA2020 in nocuts
2MASX J08414022+0040577,dr11-south,130.41737499999996,0.5,0.995,132.109,0.336,13.470,SGA2020 in nocuts
NPM1G +17.0593,dr11-south,245.61687499999996,17.405777777777775,0.992,170.631,0.820,17.240,SGA2020 in nocuts
PGC730771,dr11-south,155.491426,-29.319824,0.992,38.916,0.172,-99.000,SGA2020 in nocuts
2MASS J09362774-0511344,dr11-south,144.114783,-5.195912,0.990,22.358,0.543,15.000,SGA2020 in nocuts
2MASS J11493142+0826145,dr11-south,177.3800,8.4382,0.988,124.989,0.589,17.448,SGA2020 in nocuts
WISEA J043307.45-624414.0,dr11-south,68.281151,-62.738365,0.985,7.069,0.477,-99.000,SGA2020 in nocuts
SDSSJ095227.68+005845.5,dr11-south,148.11556050000002,0.9792142,0.985,135.489,0.353,-99.000,SGA2020 in nocuts
2MASX J00594608+1233416,dr11-south,14.942041666666665,12.561555555555556,0.5,47.117,0.315,13.423,SGA2020 in nocuts
NPM1G +15.0030,dr11-south,12.614875,15.936555555555556,0.973,32.135,0.865,16.720,SGA2020 in nocuts
6dF J2222166-041500,dr11-south,335.56895833333334,-4.250083333333333,0.963,106.315,0.408,15.400,SGA2020 in nocuts
GSN 106,dr11-south,16.289999999999996,-37.00388888888889,0.960,133.555,0.634,16.510,SGA2020 in nocuts
CGCG 411-030,dr11-south,20.262634,6.276950,0.6,65.928,0.463,-99.000,SGA2020 in nocuts
6dF J0040392-371317,dr11-south,10.163166666666665,-37.22130555555556,0.955,109.769,0.694,14.800,SGA2020 in nocuts
NPM1G +13.0082,dr11-south,31.23225,14.015333333333333,0.944,159.779,0.788,16.720,SGA2020 in nocuts
WISEA J055131.82-501827.1,dr11-south,87.88258333333332,-50.30755555555555,0.943,57.616,0.295,-99.000,SGA2020 in nocuts
WISEA J012745.78-605100.4,dr11-south,21.940916666666663,-60.85022222222222,0.942,28.324,0.220,19.300,SGA2020 in nocuts
2MASS J07470178+1853585,dr11-south,116.75745833333332,18.899583333333332,0.940,26.524,0.524,-99.000,SGA2020 in nocuts
IRAS 11019+0451,dr11-south,166.144417,4.587590,0.940,158.081,0.682,-99.000,SGA2020 in nocuts
PGC368706,dr11-south,334.797606,-59.786569,0.939,32.182,0.723,-99.000,SGA2020 in nocuts
WISEA J100756.87-000758.6,dr11-south,151.986875,-0.13297222222222221,0.5,170.227,0.478,13.755,SGA2020 in nocuts
DUKST 354-056,dr11-south,29.05533333333333,-34.57427777777778,0.929,114.071,0.351,17.080,SGA2020 in nocuts
WISEA J204726.77-605441.6,dr11-south,311.86229166666664,-60.91147222222222,0.928,46.789,0.273,16.800,SGA2020 in nocuts
LCRS B224239.2-451746,dr11-south,341.396229,-45.032793,0.927,20.678,0.753,16.730,SGA2020 in nocuts
GALEXASC J024945.64-433349.3,dr11-south,42.440541666666654,-43.564138888888884,0.926,162.611,0.206,18.710,SGA2020 in nocuts
WISEA J204831.80-420426.6,dr11-south,312.132375,-42.07427777777778,0.925,83.374,0.217,17.500,SGA2020 in nocuts
GALEXASC J021843.59-334606.8,dr11-south,34.68154166666666,-33.76869444444444,0.925,49.746,0.8,16.940,SGA2020 in nocuts
WISEA J042438.35-073908.8,dr11-south,66.16004166666667,-7.652444444444445,0.924,52.634,0.536,12.232,SGA2020 in nocuts
WISEA J203553.11-432219.8,dr11-south,308.97137499999997,-43.372194444444446,0.5,176.095,0.492,13.352,SGA2020 in nocuts
2MASS J03365084-0736515,dr11-south,54.21179166666666,-7.614027777777777,0.919,140.805,0.220,16.694,SGA2020 in nocuts
WISEA J021243.60-353539.5,dr11-south,33.173051,-35.598026,0.919,133.550,0.610,17.150,SGA2020 in nocuts
WISEA J230102.78-635208.2,dr11-south,345.26158333333325,-63.869055555555555,0.917,128.505,0.175,17.400,SGA2020 in nocuts
DUKST 354-054,dr11-south,30.25829166666666,-33.33541666666667,0.917,76.364,0.793,17.060,SGA2020 in nocuts
PGC 017943,dr11-south,87.390761,-25.345887,0.916,142.330,0.749,15.000,SGA2020 in nocuts
WISEA J144901.27+274809.4,dr11-south,222.25541666666663,27.802472222222224,0.914,156.290,0.236,18.400,SGA2020 in nocuts
2MASXi J0150431-203721,dr11-south,27.679625,-20.622611111111112,0.914,28.222,0.768,-99.000,SGA2020 in nocuts
IRAS 00109+0420,dr11-south,3.3837499999999996,4.620277777777778,0.913,62.809,0.251,-99.000,SGA2020 in nocuts
WISEA J041159.27-160414.5,dr11-south,62.996958333333325,-16.070888888888888,0.910,29.987,0.232,13.064,SGA2020 in nocuts
WISEA J100207.81-185618.4,dr11-south,150.53266666666664,-18.93872222222222,0.5,134.684,0.501,13.785,SGA2020 in nocuts
WISEA J195817.11-563045.8,dr11-south,299.57133333333326,-56.51275,0.910,170.091,0.301,-99.000,SGA2020 in nocuts
ADBS J173547+2533,dr11-south,263.956914,25.532622,0.909,126.831,0.620,-99.000,SGA2020 in nocuts
WISEA J023819.78-554919.5,dr11-south,39.58258333333333,-55.822138888888894,0.907,141.299,0.237,13.059,SGA2020 in nocuts
WISEA J114614.59+060432.1,dr11-south,176.56079166666666,6.075666666666667,0.906,54.599,0.193,-99.000,SGA2020 in nocuts
2MASS J02420710+1557513,dr11-south,40.52954166666666,15.964194444444443,0.906,79.445,0.435,17.260,SGA2020 in nocuts
2MASS J02112370-1743362,dr11-south,32.84887499999999,-17.726444444444443,0.905,159.182,0.474,16.300,SGA2020 in nocuts
WISEA J230548.22-065535.7,dr11-south,346.4509166666666,-6.926666666666667,0.905,52.003,0.244,13.181,SGA2020 in nocuts
2MASS J12195430+0526077,dr11-south,184.9764583333333,5.4355,0.904,47.119,0.179,17.048,SGA2020 in nocuts
WISEA J004733.47-281547.6,dr11-south,11.889541666666664,-28.263222222222222,0.903,178.052,0.825,12.289,SGA2020 in nocuts
WISEA J030947.11-504329.5,dr11-south,47.44633333333333,-50.72488888888889,0.902,119.145,0.174,-99.000,SGA2020 in nocuts
NPM1G +15.0200,dr11-south,127.10158333333332,15.206388888888888,0.902,45.772,0.822,17.160,SGA2020 in nocuts
SSTSL2 J004249.64-440742.0,dr11-south,10.706874999999998,-44.12836111111111,0.900,31.559,0.169,-99.000,SGA2020 in nocuts
PGC1154498,dr11-south,221.01456,5.14e-05,0.899,63.745,0.315,-99.000,SGA2020 in nocuts
FAIRALL 0551,dr11-south,309.824608,-53.721331,0.898,100.839,0.877,-99.000,SGA2020 in nocuts
IRAS 00204+2054,dr11-south,5.782728,21.193535,0.897,18.433,0.456,-99.000,SGA2020 in nocuts
WISEA J052435.64-594006.3,dr11-south,81.14858333333332,-59.66847222222222,0.897,124.749,0.312,13.359,SGA2020 in nocuts
PGC1060219,dr11-south,202.22948699999998,-4.2951149,0.895,175.673,0.603,-99.000,SGA2020 in nocuts
SMDG J1237032+112843,dr11-south,189.264,11.478805555555555,0.894,78.541,0.873,18.800,SGA2020 in nocuts
WISEA J095704.85+173658.2,dr11-south,149.26999999999998,17.616194444444446,0.893,118.104,0.569,16.740,SGA2020 in nocuts
WISEA J154356.84+135141.0,dr11-south,235.9868333333333,13.861333333333333,0.891,109.477,0.180,-99.000,SGA2020 in nocuts
WISEA J052516.13-601753.1,dr11-south,81.316625,-60.29838888888889,0.889,42.858,0.263,13.499,SGA2020 in nocuts
LEDA 082877,dr11-south,155.464844,-7.344697,0.889,133.492,0.851,16.000,SGA2020 in nocuts
LCRS B121218.8-064438,dr11-south,183.720251,-7.022655,0.889,27.977,0.683,16.920,SGA2020 in nocuts
SARS 020.62808-37.65531,dr11-south,21.192624999999996,-37.39486111111111,0.888,63.716,0.218,13.748,SGA2020 in nocuts
2MASXi J1118279-032444,dr11-south,169.61637499999998,-3.4121944444444443,0.887,37.883,0.380,-99.000,SGA2020 in nocuts
ZwCl 0054.6-0127 12,dr11-south,14.013916666666665,-0.8281111111111111,0.886,138.698,0.408,12.196,SGA2020 in nocuts
WISEA J161047.63+152214.6,dr11-south,242.69875,15.370722222222224,0.885,114.559,0.218,16.754,SGA2020 in nocuts
PGC492063,dr11-south,76.567528,-48.041904,0.883,12.630,0.190,-99.000,SGA2020 in nocuts
PGC411585,dr11-south,334.133328,-55.213634,0.882,153.252,0.193,-99.000,SGA2020 in nocuts
2MASS J11401423+0508443,dr11-south,175.05933333333329,5.145527777777779,0.881,127.903,0.656,17.500,SGA2020 in nocuts
WISEA J123038.43+083014.2,dr11-south,187.65987499999997,8.503944444444445,0.881,105.822,0.296,17.542,SGA2020 in nocuts
4C +04.33,dr11-south,146.673328,4.318087,0.879,28.651,0.854,16.500,SGA2020 in nocuts
WISEA J014600.38+251152.5,dr11-south,26.501624999999997,25.197694444444444,0.878,9.311,0.358,13.250,SGA2020 in nocuts
