# Object-level actions based on VI (visual inspections).
objname,action,reason,comment
2MASS J13192509-4131311,drop,faint shred or compact,
SDSS J132026.65+235152.0,drop,faint shred or compact,
SDSS J132027.00+235200.0,drop,faint shred or compact,
SDSS J132028.53+023216.4,drop,faint shred or compact,
SDSS J132043.32-012707.8,drop,faint shred or compact,
SDSS J132043.56-012714.2,drop,faint shred or compact,
LEDA 4612671,drop,faint shred or compact,
SDSS J132254.42+293937.8,drop,faint shred or compact,
[QRM95] 1320-31 33,drop,faint shred or compact,
SDSS J132749.16+274345.1,drop,faint shred or compact,
WISEA J132801.95-034720.5,drop,faint shred or compact,
SDSS J133019.86+174713.5,drop,faint shred or compact,
GALEXASC J133033.00-330347.9,drop,faint shred or compact,
2MASS J13313781-3133115,drop,faint shred or compact,
[R87a] 132903.1-292837,drop,faint shred or compact,
SDSS J133156.87-032433.7,drop,faint shred or compact,
2MASS J13361876+0237039,drop,faint shred or compact,
SDSS J133645.00+282231.0,drop,faint shred or compact,
WISEA J133829.24-362340.7,drop,faint shred or compact,
SDSS J134214.08+241811.4,drop,faint shred or compact,
GALEXASC J134321.47-032303.6,drop,faint shred or compact,
SDSS J134445.48+270824.7,drop,faint shred or compact,
WISEA J134501.26+152551.3,drop,faint shred or compact,
SDSS J134613.48+230508.8,drop,faint shred or compact,
[S2000] J134654.0-375148,drop,faint shred or compact,
WISEA J135106.11+082043.1,drop,faint shred or compact,
2MASS J13524300-3013459,drop,faint shred or compact,
SDSS J135941.06+180550.6,drop,faint shred or compact,
SDSS J135952.20+142638.4,drop,faint shred or compact,
SDSS J140052.97+243226.2,drop,faint shred or compact,
SDSS J140121.23+244720.6,drop,faint shred or compact,
SDSS J140449.35+115456.3,drop,faint shred or compact,
SDSS J140515.95+292533.4,drop,faint shred or compact,
SDSS J140957.12-011423.3,drop,faint shred or compact,
KISSB 155,drop,faint shred or compact,
SDSS J141154.78+161844.4,drop,faint shred or compact,
SDSS J141159.16+045651.7,drop,faint shred or compact,
SDSS J141804.00+285156.1,drop,faint shred or compact,
SDSS J141918.48+000335.4,drop,faint shred or compact,
SDSS J142023.54+261702.9,drop,faint shred or compact,
SDSS J142024.77+261704.3,drop,faint shred or compact,
SDSS J142122.02+250349.1,drop,faint shred or compact,
SDSS J142307.02+204328.9,drop,faint shred or compact,
WISEA J142426.28+265037.4,drop,faint shred or compact,
SDSS J142644.50+271117.6,drop,faint shred or compact,
SDSS J142929.06+134916.6,drop,faint shred or compact,
GAMA 092819,drop,faint shred or compact,
2dFGRS N345Z081,drop,faint shred or compact,
2MASS J14325844+1929395,drop,faint shred or compact,
SDSS J143347.50+225840.2,drop,faint shred or compact,
SDSS J143408.58+150309.1,drop,faint shred or compact,
2MASS J14341619+1345324,drop,faint shred or compact,
SDSS J143419.74+085902.2,drop,faint shred or compact,
SDSS J143528.11+263251.4,drop,faint shred or compact,
GAMA 064346,drop,faint shred or compact,
2MASS J14372863-0016058,drop,faint shred or compact,
SDSS J143729.31-001554.2,drop,faint shred or compact,
SDSS J143825.29+204507.2,drop,faint shred or compact,
WISEA J143837.78+185344.3,drop,faint shred or compact,
WISEA J143837.75+185340.0,drop,faint shred or compact,
SDSS J144158.01+261335.4,drop,faint shred or compact,
SDSS J144307.45+010602.0,drop,faint shred or compact,
WISEA J144344.51-211917.5,drop,faint shred or compact,
PSS J1443+2724:[PGW2002] 2662,drop,faint shred or compact,
SDSS J144406.39+290615.8,drop,faint shred or compact,
SDSS J144601.90+253554.9,drop,faint shred or compact,
SDSS J145020.93+120019.6,drop,faint shred or compact,
SDSS J145231.27+252022.1,drop,faint shred or compact,
SDSS J145334.30+180551.7,drop,faint shred or compact,
WISEA J145424.90+214242.8,drop,faint shred or compact,
SDSS J145434.66+022030.4,drop,faint shred or compact,
SDSS J145444.39+114807.2,drop,faint shred or compact,
2MASS J14590960+1838424,drop,faint shred or compact,
SDSS J150055.41+165655.6,drop,faint shred or compact,
SDSS J150217.52+113030.3,drop,faint shred or compact,
SDSS J150327.70+103604.0,drop,faint shred or compact,
SDSS J150333.12+203938.7,drop,faint shred or compact,
WISEA J150358.07-413122.5,drop,faint shred or compact,
SDSS J150442.90+045727.9,drop,faint shred or compact,
SDSS J151119.47+104548.9,drop,faint shred or compact,
WISEA J151121.50+013627.5,drop,faint shred or compact,
WISEA J151122.95+264947.4,drop,faint shred or compact,
BTS 175,drop,faint shred or compact,
SDSS J151251.90+045058.1,drop,faint shred or compact,
SDSS J151333.16+121211.0,drop,faint shred or compact,
SDSS J151709.94+063340.1,drop,faint shred or compact,
SDSS J151925.52+253728.6,drop,faint shred or compact,
WISEA J151926.55+253745.2,drop,faint shred or compact,
SDSS J152528.79+015246.9,drop,faint shred or compact,
SDSS J152800.36+082339.5,drop,faint shred or compact,
SDSS J152808.88+080052.7,drop,faint shred or compact,
SDSS J152929.05+260027.1,drop,faint shred or compact,
SDSS J154420.03+081746.4,drop,faint shred or compact,
SDSS J154440.19+045842.7,drop,faint shred or compact,
SDSS J154720.75+164550.7,drop,faint shred or compact,
SDSS J155123.77+222245.1,drop,faint shred or compact,
SDSS J155452.79+210311.7,drop,faint shred or compact,
SDSS J155746.18+274038.6,drop,faint shred or compact,
IRAS 15569+2807W,drop,faint shred or compact,
SDSS J160145.64+150817.3,drop,faint shred or compact,
SDSS J160148.90+173821.9,drop,faint shred or compact,
SDSS J160156.02+154224.6,drop,faint shred or compact,
SDSS J160437.11+095704.0,drop,faint shred or compact,
ABELL 2151:[BO85] 067,drop,faint shred or compact,
SDSS J160640.37+171130.4,drop,faint shred or compact,
SDSS J160717.79+142418.7,drop,faint shred or compact,
SDSS J160718.02+142437.1,drop,faint shred or compact,
SDSS J160847.98+125702.8,drop,faint shred or compact,
SDSS J161413.99+142942.0,drop,faint shred or compact,
SDSS J161735.72+185303.3,drop,faint shred or compact,
SDSS J162008.33+150952.1,drop,faint shred or compact,
SDSS J162609.50+200223.0,drop,faint shred or compact,
SDSS J163149.08+202441.6,drop,faint shred or compact,
WISEA J164505.84+174110.0,drop,faint shred or compact,
SDSS J164514.53+220814.2,drop,faint shred or compact,
SDSS J164515.00+220808.6,drop,faint shred or compact,
IRAS F16542+0256,drop,faint shred or compact,
SDSS J165841.21+275317.8,drop,faint shred or compact,
2MASX J17103419-1121390,drop,faint shred or compact,
SDSS J171903.17+234726.7,drop,faint shred or compact,
SDSS J172152.82+285846.8,drop,faint shred or compact,
2MASX J18204888-6118586,drop,faint shred or compact,
WISEA J183420.65-380154.6,drop,faint shred or compact,
2MASX J18342154-3801596,drop,faint shred or compact,
CGMW 4-1541,drop,faint shred or compact,
2MASS J19095343-4313402,drop,faint shred or compact,
WISEA J191344.43-184934.7,drop,faint shred or compact,
ESO 593-IG 008N,drop,faint shred or compact,
6dF J1953232-285134,drop,faint shred or compact,
2MASS J20093410-4857427,drop,faint shred or compact,
PGC 481908,drop,faint shred or compact,
[JHC2008] 067,drop,faint shred or compact,
[HB89] 2020-370 ABS01,drop,faint shred or compact,
[GSB2009] J203051.34-353252.8,drop,faint shred or compact,
WISEA J203050.74-353246.0,drop,faint shred or compact,
ESO 285-IG 036 NED01,drop,faint shred or compact,
2MASS J20360152-3352509,drop,faint shred or compact,
AM 2033-501 NED01,drop,faint shred or compact,
AM 2033-501 NED03,drop,faint shred or compact,
AM 2042-434 NED01,drop,faint shred or compact,
SDSS J205001.01+004220.0,drop,faint shred or compact,
WISEA J205042.82-530922.8,drop,faint shred or compact,
2MASS J20534628-5259012,drop,faint shred or compact,
[SS98] 205910.76-275236.1,drop,faint shred or compact,
SDSS J210424.85-064425.3,drop,faint shred or compact,
WISEA J213521.91-242834.7,drop,faint shred or compact,
WISEA J213521.85-242848.2,drop,faint shred or compact,
SDSS J213552.48-030101.4,drop,faint shred or compact,
ESO 145-IG 009 NED01,drop,faint shred or compact,
ABELL 2384:[PBF2014] 106,drop,faint shred or compact,
2MASS J21522150-1932483,drop,faint shred or compact,
SDSS J215456.23+062130.2,drop,faint shred or compact,
WISEA J215910.08-721902.6,drop,faint shred or compact,
SDSS J220332.56+261352.5,drop,faint shred or compact,
SDSS J220412.37-000153.7,drop,faint shred or compact,
AM 2201-230 NED01,drop,faint shred or compact,
2dFGRS S250Z008,drop,faint shred or compact,
2dFGRS S251Z017,drop,faint shred or compact,
IC 5154 NED01,drop,faint shred or compact,
IC 5154 NED02,drop,faint shred or compact,
WISEA J220603.55-274219.6,drop,faint shred or compact,
GALEXASC J220853.07-302648.5,drop,faint shred or compact,
SDSS J221147.54-003459.2,drop,faint shred or compact,
2dFGRS S333Z026,drop,faint shred or compact,
GALEXASC J221318.83-355845.6,drop,faint shred or compact,
2MASS J22140506+0649418,drop,faint shred or compact,
SDSS J221448.74+142756.3,drop,faint shred or compact,
SDSS J221809.47-015558.3,drop,faint shred or compact,
2dFGRS S062Z123,drop,faint shred or compact,
SDSS J222221.48+053113.9,drop,faint shred or compact,
2MASS J22235759-1557054,drop,faint shred or compact,
2MASS J22235616-1557103,drop,faint shred or compact,
2MASS J22242000+1708473,drop,faint shred or compact,
2MASS J22260264-3024434,drop,faint shred or compact,
SDSS J222804.41-013415.6,drop,faint shred or compact,
2MASS J22282565-0937303,drop,faint shred or compact,
WISEA J222901.42+011515.2,drop,faint shred or compact,
WISEA J223042.02-283839.8,drop,faint shred or compact,
SDSS J223217.46+034205.3,drop,faint shred or compact,
2MASX J22342463-3743304,drop,faint shred or compact,
2MASS J22342510-3743376,drop,faint shred or compact,
2MASS J22342507-3743303,drop,faint shred or compact,
WISEA J223423.34-374332.3,drop,faint shred or compact,
WISEA J223423.37-374322.4,drop,faint shred or compact,
2MASS J22342635-3744392,drop,faint shred or compact,
2MASX J22342640-3744354,drop,faint shred or compact,
SDSS J223531.23+251032.2,drop,faint shred or compact,
[GDB2008] 163,drop,faint shred or compact,
2MASS J22362126+0144475,drop,faint shred or compact,
WISEA J223739.80+175524.3,drop,faint shred or compact,
SDSS J223828.20+255501.4,drop,faint shred or compact,
SDSS J223905.15+272610.2,drop,faint shred or compact,
ABELL 3897:[PBL2000] 0002,drop,faint shred or compact,
AM 2239-303 NED02,drop,faint shred or compact,
SDSS J224356.30+005957.1,drop,faint shred or compact,
GALEXASC J224402.52-395255.4,drop,faint shred or compact,
WISEA J224441.43+104532.3,drop,faint shred or compact,
SDSS J224458.12+171439.4,drop,faint shred or compact,
2dFGRS S260Z093,drop,faint shred or compact,
WISEA J225021.83+112120.1,drop,faint shred or compact,
SDSS J225346.49+062822.9,drop,faint shred or compact,
SDSS J225348.23+310441.1,drop,faint shred or compact,
AGES J225440+154528,drop,faint shred or compact,
SDSS J225650.17+265036.5,drop,faint shred or compact,
SDSS J225700.19-015500.8,drop,faint shred or compact,
AGES J225751+144703,drop,faint shred or compact,
WISEA J225804.80+063833.3,drop,faint shred or compact,
SDSS J225833.85+151028.1,drop,faint shred or compact,
SDSS J225918.80+065916.0,drop,faint shred or compact,
AGES J230001+154048,drop,faint shred or compact,
AGES J230102+162143,drop,faint shred or compact,
SDSS J230145.44+023308.4,drop,faint shred or compact,
WISEA J230202.26+065902.2,drop,faint shred or compact,
WISEA J230215.57+080030.4,drop,faint shred or compact,
AGES J230330+165054,drop,faint shred or compact,
SDSS J230402.45+223715.9,drop,faint shred or compact,
AGES J230425+171717,drop,faint shred or compact,
SDSS J230528.40+210944.5,drop,faint shred or compact,
SDSS J230620.37+140806.9,drop,faint shred or compact,
SDSS J230709.31-002848.4,drop,faint shred or compact,
SDSS J230911.24+055348.1,drop,faint shred or compact,
SDSS J230933.95+111331.0,drop,faint shred or compact,
SDSS J231016.28+092333.1,drop,faint shred or compact,
SDSS J231025.05+310305.2,drop,faint shred or compact,
SDSS J231025.72+073444.7,drop,faint shred or compact,
WISEA J231100.40+073928.3,drop,faint shred or compact,
SDSS J231201.88-030849.2,drop,faint shred or compact,
WISEA J231211.75+173454.6,drop,faint shred or compact,
LSBC F677-V02,drop,faint shred or compact,
SDSS J231223.81+220936.9,drop,faint shred or compact,
2MASS J23132271+2251219,drop,faint shred or compact,
SDSS J231433.40+001414.9,drop,faint shred or compact,
SDSS J231459.09+145919.5,drop,faint shred or compact,
SDSS J231459.24+145855.7,drop,faint shred or compact,
SDSS J231459.88+145919.1,drop,faint shred or compact,
SDSS J231544.56+002725.6,drop,faint shred or compact,
SDSS J231720.03+204733.3,drop,faint shred or compact,
SDSS J231721.41+182520.2,drop,faint shred or compact,
[P92f] 231921.8+245302,drop,faint shred or compact,
ABELL 2584:[SK92] G3,drop,faint shred or compact,
SDSS J232322.68+281655.9,drop,faint shred or compact,
WISEA J232351.41+084815.4,drop,faint shred or compact,
SDSS J232358.23+250214.0,drop,faint shred or compact,
SDSS J232410.52+131840.1,drop,faint shred or compact,
SDSS J232555.00+172919.3,drop,faint shred or compact,
SDSS J232609.15+224705.6,drop,faint shred or compact,
SCSO J232612-531858 BCG,drop,faint shred or compact,
2MASX J23261387-5318581,drop,faint shred or compact,
MRSS 192-175351,drop,faint shred or compact,
SDSS J232654.59+082543.7,drop,faint shred or compact,
2dFGRS S489Z256,drop,faint shred or compact,
SDSS J232805.72+110850.0,drop,faint shred or compact,
WISEA J232910.87+254039.3,drop,faint shred or compact,
WISEA J232916.30+161026.6,drop,faint shred or compact,
SDSS J232916.88+161032.4,drop,faint shred or compact,
2dFGRS S351Z240,drop,faint shred or compact,
SDSS J233101.12+025447.7,drop,faint shred or compact,
[GVd92] 232833.3-354717,drop,faint shred or compact,
SDSS J233118.37+192259.4,drop,faint shred or compact,
2MASS J23332474+0318308,drop,faint shred or compact,
SDSS J233656.53+072110.1,drop,faint shred or compact,
SDSS J233705.16+185827.3,drop,faint shred or compact,
SDSS J233827.35+215649.9,drop,faint shred or compact,
BATC J233853.72+270239.49,drop,faint shred or compact,
SDSS J233912.12+082152.0,drop,faint shred or compact,
SDSS J233925.63+202508.1,drop,faint shred or compact,
SDSS J234223.43+263420.7,drop,faint shred or compact,
SDSS J234230.83+052939.7,drop,faint shred or compact,
SDSS J234439.30+044933.6,drop,faint shred or compact,
6dF J2345340-063718,drop,faint shred or compact,
IRAS F23444+2703,drop,faint shred or compact,
SDSS J234800.17+053543.7,drop,faint shred or compact,
SDSS J235214.40+243145.8,drop,faint shred or compact,
SDSS J235316.65+245708.0,drop,faint shred or compact,
PGC 1024171,drop,faint shred or compact,
2MASS J23541184-0707226,drop,faint shred or compact,
SDSS J235412.57-070717.3,drop,faint shred or compact,
WISEA J235449.38+334543.8,drop,faint shred or compact,
PGC 2038331,drop,faint shred or compact,
WISEA J235451.19+334540.0,drop,faint shred or compact,
SDSS J235731.66+252112.7,drop,faint shred or compact,
WISEA J235733.09+320953.2,drop,faint shred or compact,
SDSS J235812.99+282753.1,drop,faint shred or compact,
SDSS J235901.78+185014.1,drop,faint shred or compact,
SDSS J000026.74-023422.9,drop,faint shred or compact,
SDSS J000044.97-102428.2,drop,faint shred or compact,
SDSS J000210.06+025621.9,drop,faint shred or compact,
SARS 359.93569-61.01485,drop,faint shred or compact,
SDSS J000251.79+124522.1,drop,faint shred or compact,
SDSS J000622.15+090322.9,drop,faint shred or compact,
SDSS J000716.12+330737.8,drop,faint shred or compact,
SDSS J000724.82+071234.3,drop,faint shred or compact,
SDSS J000906.15-025410.8,drop,faint shred or compact,
SDSS J000955.08-050115.5,drop,faint shred or compact,
SDSS J001052.82+240054.0,drop,faint shred or compact,
SDSS J001354.95+140450.0,drop,faint shred or compact,
SDSS J001437.90+181846.2,drop,faint shred or compact,
2MASS J00150910+3154595,drop,faint shred or compact,
SDSS J001944.69-034000.8,drop,faint shred or compact,
2MASS J00201642+2846034,drop,faint shred or compact,
WISEA J002024.51-032526.9,drop,faint shred or compact,
SDSS J002125.05+115504.8,drop,faint shred or compact,
SDSS J002126.89-070907.9,drop,faint shred or compact,
SDSS J002318.86+024355.0,drop,faint shred or compact,
SDSS J002711.73+333154.6,drop,faint shred or compact,
SDSS J002803.44-025829.4,drop,faint shred or compact,
SDSS J002809.06-071526.5,drop,faint shred or compact,
SDSS J002840.09+274404.1,drop,faint shred or compact,
SDSS J002941.31-073702.4,drop,faint shred or compact,
WISEA J003010.34+114759.1,drop,faint shred or compact,
SDSS J003035.28-082256.9,drop,faint shred or compact,
SDSS J003124.96+034804.8,drop,faint shred or compact,
SDSS J003138.65+082320.0,drop,faint shred or compact,
SDSS J003156.76-050800.3,drop,faint shred or compact,
SDSS J003244.42+260658.2,drop,faint shred or compact,
SDSS J003315.97+052002.5,drop,faint shred or compact,
SDSS J003609.84+123818.0,drop,faint shred or compact,
SDSS J003613.41+221049.0,drop,faint shred or compact,
SDSS J003723.00+345021.3,drop,faint shred or compact,
SDSS J003803.46+284433.5,drop,faint shred or compact,
SDSS J003918.56+062700.7,drop,faint shred or compact,
2MASS J00392883+2902497,drop,faint shred or compact,
SDSS J004110.51+003909.0,drop,faint shred or compact,
SDSS J004111.29+003918.8,drop,faint shred or compact,
