# Object-level actions based on VI (visual inspections).
objname,action,reason,comment
2MASS J00480274-0246263,drop,faint shred or compact,
[MPO2009] J005755+3024,drop,faint shred or compact,
GALEX 2673706631756252231,drop,faint shred or compact,
WISEA J010720.56+322533.9,drop,faint shred or compact,
APMUKS(BJ) B011122.13-320228.2,drop,faint shred or compact,
WISEA J011338.02-314440.5,drop,faint shred or compact,
WISEA J011250.96+005928.2,drop,faint shred or compact,
WISEA J011247.11+005922.3,drop,faint shred or compact,
SDSS J012213.13+005701.2,drop,faint shred or compact,
NGC 0524:[BFB2004a] K075,drop,faint shred or compact,
WISEA J012515.70+091336.2,drop,faint shred or compact,
SDSS J013141.92-005554.7,drop,faint shred or compact,
SDSS J014009.82+054333.1,drop,faint shred or compact,
WISEA J014311.24+133826.8,drop,faint shred or compact,
SDSS J015031.08+060846.5,drop,faint shred or compact,
EXG 014645+3222,drop,faint shred or compact,
WISEA J014936.57+323620.0,drop,faint shred or compact,
WISEA J014859.38+055337.6,drop,faint shred or compact,
WISEA J014453.59-433542.6,drop,faint shred or compact,
2MASS J02100592-3256126,drop,faint shred or compact,
WISEA J022658.28+333446.6,drop,faint shred or compact,
SDSS J023033.58-010624.8,drop,faint shred or compact,
2MASS J02303391-0106030,drop,faint shred or compact,
SDSS J024026.69-082629.4,drop,faint shred or compact,
SDSS J024023.46-082839.9,drop,faint shred or compact,
GALEXASC J024024.18-082552.4,drop,faint shred or compact,
WISEA J024157.11+002602.7,drop,faint shred or compact,
2MASS J02414430+0026396,drop,faint shred or compact,
SDSS J024144.68+002634.6,drop,faint shred or compact,
WISEA J024232.35-000333.6,drop,faint shred or compact,
SDSS J024625.27-003012.4,drop,faint shred or compact,
SDSS J024633.05-001442.2,drop,faint shred or compact,
SDSS J024634.84-001500.9,drop,faint shred or compact,
2MASX J02535502+1300458,drop,faint shred or compact,
NGC 1132:[MD2013] GC1,drop,faint shred or compact,
NGC 1132:[MD2013] UCD1,drop,faint shred or compact,
NGC 1132:[MD2013] UCD6,drop,faint shred or compact,
WISEA J025247.75-011518.2,drop,faint shred or compact,
SHOC 138a,drop,faint shred or compact,
SHOC 138b,drop,faint shred or compact,
WISEA J030616.39-093216.5,drop,faint shred or compact,
SDSS J030348.92-010732.6,drop,faint shred or compact,
2dFGRS S165Z201,drop,faint shred or compact,
6dF J0313298-254332,drop,faint shred or compact,
WISEA J030929.52-410121.0,drop,faint shred or compact,
LCRS B031512.1-411605,drop,faint shred or compact,
LCRS B031519.3-412153,drop,faint shred or compact,
LCRS B031520.1-412228,drop,faint shred or compact,
WISEA J031818.85-273637.4,drop,faint shred or compact,
WISEA J032227.55-371118.1,drop,faint shred or compact,
WISEA J032238.12-371848.2,drop,faint shred or compact,
WISEA J032241.55-371901.5,drop,faint shred or compact,
[RW97] G3,drop,faint shred or compact,
FCSS J033631.5-350004,drop,faint shred or compact,
FCSS J033823.4-352406,drop,faint shred or compact,
WISEA J033836.49-230016.8,drop,faint shred or compact,
FCSS J033857.2-353233,drop,faint shred or compact,
FCSS J033854.1-353333,drop,faint shred or compact,
FCSS J033855.5-353413,drop,faint shred or compact,
APMUKS(BJ) B033654.31-354327.5,drop,faint shred or compact,
APMUKS(BJ) B033651.18-354411.6,drop,faint shred or compact,
WISEA J033903.61-353615.4,drop,faint shred or compact,
FCSS J033848.7-353825,drop,faint shred or compact,
PGC 768851,drop,faint shred or compact,
NGC 1407 GROUP:[TT2002] 35,drop,faint shred or compact,
WISEA J034058.19-223444.3,drop,faint shred or compact,
2MASS J03421906-3523456,drop,faint shred or compact,
WISEA J034630.61-035856.1,drop,faint shred or compact,
WISEA J034959.74-713905.0,drop,faint shred or compact,
WISEA J034957.66-713909.7,drop,faint shred or compact,
WISEA J034921.20-713834.2,drop,faint shred or compact,
WISEA J041601.75-554503.5,drop,faint shred or compact,
WISEA J043710.52-021709.5,drop,faint shred or compact,
WISEA J043704.96-021944.1,drop,faint shred or compact,
PGC1 0015941 NED003,drop,faint shred or compact,
WISEA J044519.70-591601.2,drop,faint shred or compact,
WISEA J050733.67-372409.8,drop,faint shred or compact,
WISEA J050722.75-372803.9,drop,faint shred or compact,
WISEA J050722.13-373111.5,drop,faint shred or compact,
WISEA J050003.67-260618.5,drop,faint shred or compact,
2MASS J05331090-3623481,drop,faint shred or compact,
WISEA J054711.74-341155.1,drop,faint shred or compact,
WISEA J084243.83+141655.8,drop,faint shred or compact,
WISEA J082629.65+231117.0,drop,faint shred or compact,
WISEA J082637.52+231157.3,drop,faint shred or compact,
WISEA J081550.35+231157.3,drop,faint shred or compact,
WISEA J085708.09+025554.3,drop,faint shred or compact,
WISEA J085719.01+025339.3,drop,faint shred or compact,
WISEA J093221.62+212821.1,drop,faint shred or compact,
WISEA J093128.26-164412.6,drop,faint shred or compact,
WISEA J091947.85+334604.8,drop,faint shred or compact,
SDSS J092000.91+334225.3,drop,faint shred or compact,
WISEA J091428.06+300717.0,drop,faint shred or compact,
WISEA J093340.67+101016.2,drop,faint shred or compact,
WISEA J093642.66-210824.4,drop,faint shred or compact,
2MASS J09380791+0931260,drop,faint shred or compact,
SDSS J095634.49+203855.5,drop,faint shred or compact,
SDSS J095617.94+164949.3,drop,faint shred or compact,
2MASS J09562051+1649576,drop,faint shred or compact,
WISEA J095001.69+124900.0,drop,faint shred or compact,
WISEA J100007.24+051800.7,drop,faint shred or compact,
WISEA J101355.52+032521.7,drop,faint shred or compact,
SDSS J101155.30+162618.4,drop,faint shred or compact,
SDSS J101743.22+215059.1,drop,faint shred or compact,
WISEA J102227.24-330557.4,drop,faint shred or compact,
WISEA J102322.44+195451.7,drop,faint shred or compact,
WISEA J102502.79+170729.5,drop,faint shred or compact,
SDSS J104246.11+342926.3,drop,faint shred or compact,
WISEA J104341.30+245212.9,drop,faint shred or compact,
WISEA J104315.22+245535.6,drop,faint shred or compact,
WISEA J104316.64+245430.5,drop,faint shred or compact,
WISEA J104318.91+245235.2,drop,faint shred or compact,
WISEA J104316.91+245227.1,drop,faint shred or compact,
WISEA J104324.46+245201.0,drop,faint shred or compact,
WISEA J104325.23+245201.9,drop,faint shred or compact,
WISEA J104335.27+245201.5,drop,faint shred or compact,
2MASS J11042362+0449294,drop,faint shred or compact,
WISEA J110428.37+045122.1,drop,faint shred or compact,
WISEA J110339.70+285421.6,drop,faint shred or compact,
WISEA J110248.72+180107.5,drop,faint shred or compact,
WISEA J110028.58+135319.4,drop,faint shred or compact,
SDSS J110658.91+071027.4,drop,faint shred or compact,
WISEA J111302.30-264512.3,drop,faint shred or compact,
WISEA J111351.96+220816.7,drop,faint shred or compact,
WISEA J111424.64+125024.3,drop,faint shred or compact,
WISEA J112056.63+031303.8,drop,faint shred or compact,
WISEA J114017.33+174247.0,drop,faint shred or compact,
SDSS J114229.85+181934.1,drop,faint shred or compact,
WISEA J114329.05+085630.7,drop,faint shred or compact,
WISEA J115327.21-283305.8,drop,faint shred or compact,
WISEA J120436.72+015333.7,drop,faint shred or compact,
WISEA J120735.52+024044.6,drop,faint shred or compact,
WISEA J120637.24+280931.4,drop,faint shred or compact,
WISEA J120642.86+281129.1,drop,faint shred or compact,
WISEA J120635.87+281134.2,drop,faint shred or compact,
WISEA J121222.82+131338.7,drop,faint shred or compact,
SDSS J121302.18+011538.2,drop,faint shred or compact,
WISEA J121359.14+130941.8,drop,faint shred or compact,
2MASS J12143825+0548139,drop,faint shred or compact,
WISEA J121510.14+140110.9,drop,faint shred or compact,
WISEA J121512.96+203900.2,drop,faint shred or compact,
WISEA J121551.27+131303.4,drop,faint shred or compact,
WISEA J121838.79+142508.3,drop,faint shred or compact,
SDSS J121945.83+052727.0,drop,faint shred or compact,
SDSS J122203.93+090205.5,drop,faint shred or compact,
WISEA J122209.20+090319.0,drop,faint shred or compact,
WISEA J122155.05+043101.6,drop,faint shred or compact,
WISEA J122114.52+182421.4,drop,faint shred or compact,
WISEA J122011.88+052201.4,drop,faint shred or compact,
WISEA J122336.71+065621.5,drop,faint shred or compact,
WISEA J122334.11+065852.9,drop,faint shred or compact,
SDSS J122538.31+071123.5,drop,faint shred or compact,
WISEA J122514.08+181049.0,drop,faint shred or compact,
WISEA J122507.67+125514.1,drop,faint shred or compact,
WISEA J122446.12+114252.0,drop,faint shred or compact,
WISEA J121504.40+130354.9,drop,faint shred or compact,
WISEA J122441.49+071731.1,drop,faint shred or compact,
WISEA J122419.48+072050.4,drop,faint shred or compact,
WISEA J122419.74+071534.2,drop,faint shred or compact,
WISEA J122550.32+273303.4,drop,faint shred or compact,
WISEA J122710.07+055338.1,drop,faint shred or compact,
WISEA J122706.88+150129.6,drop,faint shred or compact,
WISEA J122647.64+150351.9,drop,faint shred or compact,
WISEA J122824.81+170832.4,drop,faint shred or compact,
WISEA J122835.19+170838.2,drop,faint shred or compact,
SDSS J122904.66+131240.4,drop,faint shred or compact,
WISEA J122935.65+080104.2,drop,faint shred or compact,
SDSS J123139.08+165114.0,drop,faint shred or compact,
SDSS J123141.17+165058.0,drop,faint shred or compact,
2MASS J12313991+0356312,drop,faint shred or compact,
WISEA J123123.24+254429.0,drop,faint shred or compact,
WISEA J123048.22+082251.3,drop,faint shred or compact,
WISEA J123058.25+122241.4,drop,faint shred or compact,
WISEA J123042.01+122626.5,drop,faint shred or compact,
WISEA J123038.74+122327.4,drop,faint shred or compact,
WISEA J123307.42+000752.1,drop,faint shred or compact,
WISEA J123343.95+091245.9,drop,faint shred or compact,
SDSS J123419.24+073130.3,drop,faint shred or compact,
WISEA J123558.69+131227.1,drop,faint shred or compact,
SDSS J123515.49+122909.0,drop,faint shred or compact,
2MASS J12352872-0347214,drop,faint shred or compact,
WISEA J123417.96+081353.5,drop,faint shred or compact,
WISEA J123414.72+081526.2,drop,faint shred or compact,
WISEA J123602.44+275925.5,drop,faint shred or compact,
WISEA J123636.41+111748.6,drop,faint shred or compact,
WISEA J123658.62+131507.6,drop,faint shred or compact,
LCRS B123733.9-053240,drop,faint shred or compact,
SDSS J123957.75+101020.8,drop,faint shred or compact,
SDSS J124324.59+322855.7,drop,faint shred or compact,
WISEA J124238.81-000358.3,drop,faint shred or compact,
2MASS J12424121+1417347,drop,faint shred or compact,
2MASS J12424037+1418021,drop,faint shred or compact,
WISEA J124229.40+141958.0,drop,faint shred or compact,
WISEA J124253.61+024304.8,drop,faint shred or compact,
WISEA J124246.36+024306.4,drop,faint shred or compact,
WISEA J124240.64+024020.8,drop,faint shred or compact,
SDSS J124318.14-003836.7,drop,faint shred or compact,
WISEA J124533.18-003154.8,drop,faint shred or compact,
SDSS J124506.09+030340.6,drop,faint shred or compact,
WISEA J124348.63+320813.5,drop,faint shred or compact,
WISEA J124349.77+130731.3,drop,faint shred or compact,
SDSS J124351.95+130812.5,drop,faint shred or compact,
WISEA J124356.35+130522.8,drop,faint shred or compact,
2MASS J12434329+1623257,drop,faint shred or compact,
2MASS J12434356+1623473,drop,faint shred or compact,
WISEA J124355.80+113327.1,drop,faint shred or compact,
SDSS J124320.92+015852.7,drop,faint shred or compact,
WISEA J124834.34-055051.2,drop,faint shred or compact,
2MASS J12514564+2546306,drop,faint shred or compact,
GALEXASC J125047.75-062236.9,drop,faint shred or compact,
WISEA J125023.69+252407.2,drop,faint shred or compact,
SDSS J124935.39+252751.3,drop,faint shred or compact,
SDSS J125759.13-033717.8,drop,faint shred or compact,
SDSS J130038.36+023020.7,drop,faint shred or compact,
WISEA J130043.38+022827.6,drop,faint shred or compact,
WISEA J125932.82+141045.4,drop,faint shred or compact,
SHOC 409b,drop,faint shred or compact,
WISEA J130433.85-033505.2,drop,faint shred or compact,
WISEA J130516.65-492502.6,drop,faint shred or compact,
LEDA 3097717,drop,faint shred or compact,
WISEA J132139.95-272735.3,drop,faint shred or compact,
WISEA J132138.83-272750.7,drop,faint shred or compact,
WISEA J132018.02-242443.2,drop,faint shred or compact,
WISEA J132923.68+105930.6,drop,faint shred or compact,
WISEA J133723.89+085213.5,drop,faint shred or compact,
WISEA J135409.26+051622.7,drop,faint shred or compact,
SDSS J135536.17+045748.4,drop,faint shred or compact,
WISEA J135544.37+045914.5,drop,faint shred or compact,
WISEA J141324.10-031155.5,drop,faint shred or compact,
WISEA J141135.38-011016.4,drop,faint shred or compact,
WISEA J140956.14+174358.3,drop,faint shred or compact,
WISEA J140839.97-010809.8,drop,faint shred or compact,
WISEA J140624.19+060028.9,drop,faint shred or compact,
KIAS-VAGC 1342997,drop,faint shred or compact,
WISEA J142107.39+031453.2,drop,faint shred or compact,
WISEA J144423.20+014217.1,drop,faint shred or compact,
SDSS J144257.92+045327.7,drop,faint shred or compact,
WISEA J144059.04-001830.7,drop,faint shred or compact,
WISEA J144456.99+015854.9,drop,faint shred or compact,
WISEA J145836.60-010504.9,drop,faint shred or compact,
WISEA J145820.70-474210.2,drop,faint shred or compact,
2MASX J15012010+0145489,drop,faint shred or compact,
SDSS J150121.91+014548.2,drop,faint shred or compact,
PGC 1231374,drop,faint shred or compact,
WISEA J150723.68+193644.0,drop,faint shred or compact,
WISEA J162153.53-021606.0,drop,faint shred or compact,
2MASX J17324847+1622383,drop,faint shred or compact,
WISEA J191001.84-634453.2,drop,faint shred or compact,
2MASX J19332135-5807483,drop,faint shred or compact,
WISEA J194443.30-144918.2,drop,faint shred or compact,
WISEA J200319.20-555725.3,drop,faint shred or compact,
WKK 1058,drop,faint shred or compact,
WISEA J130032.62+184210.4,drop,faint shred or compact,
WISEA J134138.08-295453.6,drop,faint shred or compact,
WISEA J132135.54-315236.4,drop,faint shred or compact,
[CFC97] CEN 07,drop,faint shred or compact,
WISEA J121846.92-794304.5,drop,faint shred or compact,
WISEA J010448.40+020710.1,drop,faint shred or compact,
WISEA J134922.90-360349.1,drop,faint shred or compact,
WISEA J134914.33-360341.6,drop,faint shred or compact,
PGC 611356,drop,faint shred or compact,
WISEA J121349.10-381410.9,drop,faint shred or compact,
LSBVCC 399,drop,faint shred or compact,
SMDG J1227025+123446,drop,faint shred or compact,
GALEXASC J072041.35+561217.0,drop,faint shred or compact,
WISEA J072041.29+561218.0,drop,faint shred or compact,
SDSS J081348.91+523918.5,drop,faint shred or compact,
SDSS J081256.89+361448.5,drop,faint shred or compact,
SDSS J082602.33+455740.4,drop,faint shred or compact,
SDSS J082606.43+455830.3,drop,faint shred or compact,
SDSS J084516.12+363110.3,drop,faint shred or compact,
WISEA J084515.84+363110.2,drop,faint shred or compact,
SDSS J084516.49+363109.7,drop,faint shred or compact,
SDSS J084515.96+363108.9,drop,faint shred or compact,
SDSS J084411.55+344308.4,drop,faint shred or compact,
SDSS J085436.87+470631.9,drop,faint shred or compact,
SDSS J091300.92+493851.9,drop,faint shred or compact,
SDSS J091615.85+485659.2,drop,faint shred or compact,
WISEA J092055.46+300658.6,drop,faint shred or compact,
SDSS J092750.92+572258.2,drop,faint shred or compact,
SDSS J094845.49+440517.1,drop,faint shred or compact,
SDSS J094010.37+462840.8,drop,faint shred or compact,
2MASS J09594394+5648356,drop,faint shred or compact,
WISEA J102204.27+480904.8,drop,faint shred or compact,
PGC 2311474,drop,faint shred or compact,
SDSS J100502.22+490240.7,drop,faint shred or compact,
SDSS J102238.84+461347.2,drop,faint shred or compact,
SDSS J105434.79+541811.6,drop,faint shred or compact,
SDSS J104635.78+631241.0,drop,faint shred or compact,
SDSS J112218.07+590356.0,drop,faint shred or compact,
SDSS J112212.43+590444.4,drop,faint shred or compact,
SDSS J111123.63+435446.0,drop,faint shred or compact,
SDSS J111115.10+554008.6,drop,faint shred or compact,
SDSS J111109.42+553944.4,drop,faint shred or compact,
SDSS J112241.41+374511.8,drop,faint shred or compact,
WISEA J114121.55+363321.5,drop,faint shred or compact,
SDSS J113322.55+470016.5,drop,faint shred or compact,
SDSS J113628.71+362502.6,drop,faint shred or compact,
SDSS J114603.46+472836.3,drop,faint shred or compact,
WISEA J120312.35+443045.6,drop,faint shred or compact,
SDSS J115842.25+471558.5,drop,faint shred or compact,
SDSS J121315.40+434249.6,drop,faint shred or compact,
SDSS J115541.73+551926.8,drop,faint shred or compact,
SDSS J115344.25+475108.0,drop,faint shred or compact,
2MASS J12061002+4933565,drop,faint shred or compact,
SDSS J120608.14+493533.4,drop,faint shred or compact,
SDSS J120559.78+430901.5,drop,faint shred or compact,
SDSS J115050.70+454832.3,drop,faint shred or compact,
2MASS J11504159+5148530,drop,faint shred or compact,
SDSS J122247.71+500303.4,drop,faint shred or compact,
SDSS J122352.38+484623.6,drop,faint shred or compact,
SDSS J131211.63+353924.6,drop,faint shred or compact,
SDSS J134626.93+460529.7,drop,faint shred or compact,
SDSS J134626.78+460531.8,drop,faint shred or compact,
SDSS J133003.08+623010.7,drop,faint shred or compact,
SDSS J134514.08+413006.5,drop,faint shred or compact,
SDSS J133556.11+450042.6,drop,faint shred or compact,
WISEA J132519.58+545808.6,drop,faint shred or compact,
SDSS J135611.69+471303.7,drop,faint shred or compact,
SDSS J135617.68+471502.8,drop,faint shred or compact,
WISEA J142026.88+351034.0,drop,faint shred or compact,
2MASS J14203046+5440428,drop,faint shred or compact,
SDSS J135708.70+415047.7,drop,faint shred or compact,
WISEA J142655.44+463715.1,drop,faint shred or compact,
SDSS J151648.44+552321.6,drop,faint shred or compact,
SDSS J155122.55+621751.0,drop,faint shred or compact,
2MASS J15375636+5923030,drop,faint shred or compact,
2MASS J16394988+5204557,drop,faint shred or compact,
SDSS J165354.32+394556.2,drop,faint shred or compact,
SDSS J170216.82+785411.3,drop,faint shred or compact,
WISEA J170217.20+785415.1,drop,faint shred or compact,
SDSS J170709.74+373916.8,drop,faint shred or compact,
WISEA J170710.04+373918.6,drop,faint shred or compact,
GALEXASC J174608.99+673724.4,drop,faint shred or compact,
2MASS J17590851+6625152,drop,faint shred or compact,
2MASX J17590816+6625190,drop,faint shred or compact,
LEDA 2687041,drop,faint shred or compact,
WISEA J115123.41-254527.5,drop,faint shred or compact,
IRAS 11488-2528,drop,faint shred or compact,
SDSS J115647.29+320104.1,drop,faint shred or compact,
2MASS J11583991+2519275,drop,faint shred or compact,
6dF J1219005-054232,drop,faint shred or compact,
WISEA J122036.73+004707.8,drop,faint shred or compact,
SDSS J122543.61+123948.9,drop,faint shred or compact,
SDSS J122543.75+123946.7,drop,faint shred or compact,
SDSS J122709.72+084950.5,drop,faint shred or compact,
NGC 4472:[ABT94] 074,drop,faint shred or compact,
2MASS J12315724+1426143,drop,faint shred or compact,
SDSS J123238.38+024015.6,drop,faint shred or compact,
VCCA 042,drop,faint shred or compact,
LCRS B123704.0-122107,drop,faint shred or compact,
WISEA J124335.97+113205.1,drop,faint shred or compact,
WISEA J124504.26-002850.7,drop,faint shred or compact,
WISEA J124823.48+082953.5,drop,faint shred or compact,
IRAS 12478+2545,drop,faint shred or compact,
ABELL 1650_04:[PSE2006] 0776,drop,faint shred or compact,
[APS2006] J195.268036+27.95289,drop,faint shred or compact,
2MASS J13193465-2748464,drop,faint shred or compact,
ABELL 3559:[KMD98] 009,drop,faint shred or compact,
ABELL 3559:[KMD98] 025,drop,faint shred or compact,
NGC 5291S,drop,faint shred or compact,
NGC 5291SW,drop,faint shred or compact,
SDSS J135740.76+254550.9,drop,faint shred or compact,
2MASS J14425688+0454101,drop,faint shred or compact,
2MASS J14410150-0623427,drop,faint shred or compact,
SDSS J145550.96+244335.0,drop,faint shred or compact,
WISEA J152422.71+295728.0,drop,faint shred or compact,
SDSS J152532.14+181619.4,drop,faint shred or compact,
ABELL 2163B:[LMB2004] 068,drop,faint shred or compact,
IRAS 18176-5111,drop,faint shred or compact,
[SJD2016] J223329.31-374741.06,drop,faint shred or compact,
SDSS J223731.31+103151.8,drop,faint shred or compact,
WISEA J230131.98+014433.3,drop,faint shred or compact,
PGC 1205000,drop,faint shred or compact,
AGES J230148+153537,drop,faint shred or compact,
AGES J230156+155842,drop,faint shred or compact,
AGES J230603+145241,drop,faint shred or compact,
WISEA J231024.09+073414.7,drop,faint shred or compact,
WISEA J231022.01+072256.1,drop,faint shred or compact,
WISEA J231029.55+073440.0,drop,faint shred or compact,
SDSS J232318.12+182758.5,drop,faint shred or compact,
SDSS J232845.91+221354.4,drop,faint shred or compact,
WISEA J235053.11+060842.3,drop,faint shred or compact,
WISEA J235052.00+060814.2,drop,faint shred or compact,
WISEA J235208.74+112716.8,drop,faint shred or compact,
WISEA J235226.37+332419.1,drop,faint shred or compact,
[EGT95] 235022.9-283734,drop,faint shred or compact,
WISEA J235352.81+075924.7,drop,faint shred or compact,
WISEA J235541.38+112002.6,drop,faint shred or compact,
WISEA J235625.16-343508.9,drop,faint shred or compact,
SDSS J235938.26+144857.5,drop,faint shred or compact,
2MASXi J0002192+281946,drop,faint shred or compact,
2dFGRS S805Z271,drop,faint shred or compact,
WISEA J001258.59+063342.7,drop,faint shred or compact,
2MASXi J0019209+190447,drop,faint shred or compact,
WISEA J002153.91-722223.4,drop,faint shred or compact,
WISEA J002230.51-730735.4,drop,faint shred or compact,
2MASS J00242661-7157522,drop,faint shred or compact,
SDSS J002358.41+251039.7,drop,faint shred or compact,
GALEXASC J002358.46+251040.3,drop,faint shred or compact,
2MASS J00243381-7302238,drop,faint shred or compact,
WISEA J002418.51-730055.4,drop,faint shred or compact,
2MASS J00371952+2908370,drop,faint shred or compact,
GALEXASC J003754.80+032800.3,drop,faint shred or compact,
WISEA J003844.70-054048.0,drop,faint shred or compact,
2MASS J00395009-7329579,drop,faint shred or compact,
2MASS J00421125-7315196,drop,faint shred or compact,
2MASS J00422265-7303256,drop,faint shred or compact,
WISEA J004222.80-732209.9,drop,faint shred or compact,
WISEA J004255.69-732106.2,drop,faint shred or compact,
OGLE-SMC-CEP-0491,drop,faint shred or compact,
2MASS J00432680-7305318,drop,faint shred or compact,
2MASS J00431282-7251271,drop,faint shred or compact,
2MAS6W J00430169-7320510,drop,faint shred or compact,
2MAS6W J00430237-7308566,drop,faint shred or compact,
2MASS J00433796-7305017,drop,faint shred or compact,
WISEA J004341.19-731011.5,drop,faint shred or compact,
2MASS J00434371-7305244,drop,faint shred or compact,
2MASS J00435542-7259450,drop,faint shred or compact,
SDSS J004334.27+142045.3,drop,faint shred or compact,
2MASS J00443093-7249341,drop,faint shred or compact,
2MASS J00444682-7307599,drop,faint shred or compact,
2MASS J00444483-7319523,drop,faint shred or compact,
WISEA J004451.93-725734.1,drop,faint shred or compact,
WISEA J004441.09-732136.4,drop,faint shred or compact,
2MASS J00444973-7313581,drop,faint shred or compact,
2MAS6W J00450616-7309109,drop,faint shred or compact,
2MASS J00450886-7258023,drop,faint shred or compact,
2MASS J00450928-7313101,drop,faint shred or compact,
2MASS J00451318-7315010,drop,faint shred or compact,
2MASS J00460721-7254003,drop,faint shred or compact,
2MASS J00460087-7316162,drop,faint shred or compact,
2MASS J00461284-7246567,drop,faint shred or compact,
2MAS6W J00462986-7302048,drop,faint shred or compact,
2MASS J00463110-7307100,drop,faint shred or compact,
2MASS J00455108-7306569,drop,faint shred or compact,
2MASS J00465030-7255333,drop,faint shred or compact,
WISEA J004707.41-730259.5,drop,faint shred or compact,
2MASS J01045572+3315178,drop,faint shred or compact,
WISEA J021900.29+364022.1,drop,faint shred or compact,
2MASS J00471963-7250488,drop,faint shred or compact,
60 Psc,drop,faint shred or compact,
2MASS J00475234-7253154,drop,faint shred or compact,
2MAS6W J00473429-7315212,drop,faint shred or compact,
2MASS J00475808-7242419,drop,faint shred or compact,
2MASS J00475973-7255127,drop,faint shred or compact,
OGLE-SMC-CEP-1061,drop,faint shred or compact,
2MASS J00475484-7325450,drop,faint shred or compact,
2MASS J00480434-7248317,drop,faint shred or compact,
WISEA J004807.50-724720.7,drop,faint shred or compact,
2MASS J00481617-7303050,drop,faint shred or compact,
2MASS J00482470-7252538,drop,faint shred or compact,
2MAS6W J00481080-7327508,drop,faint shred or compact,
2MASS J00481755-7249394,drop,faint shred or compact,
2MASS J00483934-7250028,drop,faint shred or compact,
2MASS J00483326-7316286,drop,faint shred or compact,
2MASS J00484907-7243096,drop,faint shred or compact,
2MAS6W J00491396-7305431,drop,faint shred or compact,
2MASS J00485832-7313076,drop,faint shred or compact,
OGLE-SMC-CEP-1292,drop,faint shred or compact,
2MASS J00491975-7251498,drop,faint shred or compact,
HR 0232,drop,faint shred or compact,
2MASS J00492325-7258068,drop,faint shred or compact,
2MASS J00493402+0107156,drop,faint shred or compact,
2MASS J00495909-7250020,drop,faint shred or compact,
2MASS J05395036-7009075,drop,faint shred or compact,
2MASS J00494423-7252088,drop,faint shred or compact,
WISEA J004941.58-724846.7,drop,faint shred or compact,
2MAS6W J00495158-7251428,drop,faint shred or compact,
2MASS J00500749-7258044,drop,faint shred or compact,
6dF J0050080-354419,drop,faint shred or compact,
2MASS J00513865-7302398,drop,faint shred or compact,
2MASS J00512874-7335306,drop,faint shred or compact,
2MASS J00514443-7257584,drop,faint shred or compact,
2MAS6W J00514780-7247211,drop,faint shred or compact,
SDSS J005151.99+242905.8,drop,faint shred or compact,
2MASS J00522134-7303034,drop,faint shred or compact,
OGLE-SMC-CEP-1893,drop,faint shred or compact,
2MASS J00524931-7309115,drop,faint shred or compact,
2MAS6W J00531292-7301441,drop,faint shred or compact,
2MASS J00531685-7304450,drop,faint shred or compact,
OGLE-SMC-CEP-2051,drop,faint shred or compact,
2MAS6W J00544036-7301176,drop,faint shred or compact,
2MASS J00544198-7304141,drop,faint shred or compact,
2MAS6W J00544339-7303027,drop,faint shred or compact,
2MASS J01090518-7318261,drop,faint shred or compact,
2MAS6W J01105511-7314401,drop,faint shred or compact,
2MASS J01104983-7317230,drop,faint shred or compact,
2MASS J01112624-7320470,drop,faint shred or compact,
GALEXASC J011350.36+110445.3,drop,faint shred or compact,
GALEXASC J011951.58+103319.8,drop,faint shred or compact,
SDSS J012025.99+322735.3,drop,faint shred or compact,
WISEA J012025.70+322732.4,drop,faint shred or compact,
SDSS J012214.51+311516.4,drop,faint shred or compact,
WISEA J012214.55+311514.2,drop,faint shred or compact,
2MASS J01222554-0052538,drop,faint shred or compact,
NGC 0524:[BFB2004a] K076,drop,faint shred or compact,
GALEX J013044.69+314934.4,drop,faint shred or compact,
WISEA J013923.17+102843.7,drop,faint shred or compact,
SDSS J013921.62+185027.0,drop,faint shred or compact,
SDSS J014104.32+034218.9,drop,faint shred or compact,
SDSS J015102.22-094247.9,drop,faint shred or compact,
SDSS J020024.65+210657.1,drop,faint shred or compact,
GALEXASC J020812.37+193001.6,drop,faint shred or compact,
2MASS J02081252+1929593,drop,faint shred or compact,
WISEA J021818.18-050010.0,drop,faint shred or compact,
SDSS J022134.13-053106.8,drop,faint shred or compact,
WISEA J022312.05+282723.0,drop,faint shred or compact,
SDSS J022312.08+282722.9,drop,faint shred or compact,
2MASS J02252000+3222038,drop,faint shred or compact,
GALEXASC J022714.63+240630.3,drop,faint shred or compact,
GALEXASC J023059.13+035328.1,drop,faint shred or compact,
II Zw 005,drop,faint shred or compact,
2dFGRS S161Z063,drop,faint shred or compact,
LEDA 094452,drop,faint shred or compact,
GALEXASC J025904.77+134635.5,drop,faint shred or compact,
2MASXi J0319359-192344,drop,faint shred or compact,
WISEA J033330.32-360930.5,drop,faint shred or compact,
FCOS 0-2072,drop,faint shred or compact,
FCOS 0-2033,drop,faint shred or compact,
CGF 06-05,drop,faint shred or compact,
CGF 04-05,drop,faint shred or compact,
CGF 10-10,drop,faint shred or compact,
CGF 01-08,drop,faint shred or compact,
CGF 01-11,drop,faint shred or compact,
WISEA J033829.20-352808.0,drop,faint shred or compact,
NGC 1407:[FSP2006] A466,drop,faint shred or compact,
GALEXASC J034849.71+130902.4,drop,faint shred or compact,
GALEXASC J043455.14+023342.9,drop,faint shred or compact,
2MASS J04522589-6702590,drop,faint shred or compact,
PGC1 0017804 NED003,drop,faint shred or compact,
