# Objects to drop in the parent-building step based on VI.
#
# NB: If "region" is blank, then drop from all/both regions.
#
# NB: The comment "very poor initial positions" means the source is
# real but it just needs more work.
#
objname,region,comment
PGC 1985690,dr9-north,no Tractor source
PGC 2517771,dr9-north,no Tractor source
PGC 2129358,dr9-north,no Tractor source
DESI J271.3887+30.5530,dr9-north,no Tractor source
PGC 1973420,dr9-north,no Tractor source
PGC 2715609,dr9-north,no Tractor source
PGC 1966725,dr9-north,no Tractor source
2MASS J18063737+3014408,dr9-north,no Tractor source
PGC 2000926,dr9-north,no Tractor source
WISEA J180651.22+653614.1,dr9-north,no Tractor source
WISEA J180656.59+301447.2,dr9-north,no Tractor source
PGC 2053326,dr9-north,no Tractor source
PGC 1907194,dr9-north,no Tractor source
PGC 1931534,dr9-north,no Tractor source
WISEA J180709.94+313221.6,dr9-north,no Tractor source
PGC 1988421,dr9-north,no Tractor source
WISEA J180713.74+301059.4,dr9-north,no Tractor source
PGC 1959867,dr9-north,no Tractor source
WISEA J180734.93+304820.6,dr9-north,no Tractor source
PGC 1934388,dr9-north,no Tractor source
WISEA J180805.02+305026.8,dr9-north,no Tractor source
PGC 2017275,dr9-north,no Tractor source
WISEA J180814.66+314923.3,dr9-north,no Tractor source
2MASX J18082401+3401081,dr9-north,no Tractor source
PGC 2596804,dr9-north,no Tractor source
PGC 2292678,dr9-north,no Tractor source
PGC 2006231,dr9-north,no Tractor source
WISEA J180851.19+563235.5,dr9-north,no Tractor source
PGC 1890167,dr9-north,no Tractor source
WISEA J180909.52+294400.5,dr9-north,no Tractor source
PGC 2137586,dr9-north,no Tractor source
PGC 2005041,dr9-north,no Tractor source
WISEA J180938.82+301247.2,dr9-north,no Tractor source
PGC 2596890,dr9-north,no Tractor source
PGC 2224859,dr9-north,no Tractor source
PGC 1991538,dr9-north,no Tractor source
PGC 1960895,dr9-north,no Tractor source
PGC 2066265,dr9-north,no Tractor source
PGC 2012034,dr9-north,no Tractor source
PGC 2496269,dr9-north,no Tractor source
WISEA J181129.00+333059.4,dr9-north,no Tractor source
PGC 2027194,dr9-north,no Tractor source
WISEA J181138.73+302904.2,dr9-north,no Tractor source
2MASX J18114125+3128584,dr9-north,no Tractor source
PGC 1950246,dr9-north,no Tractor source
PGC 2006809,dr9-north,no Tractor source
PGC 2376003,dr9-north,no Tractor source
PGC 2201983,dr9-north,no Tractor source
PGC 2008664,dr9-north,no Tractor source
PGC 2437215,dr9-north,no Tractor source
PGC 1984122,dr9-north,no Tractor source
PGC 1966024,dr9-north,no Tractor source
PGC 2517930,dr9-north,no Tractor source
WISEA J181332.52+295537.8,dr9-north,no Tractor source
PGC 2010890,dr9-north,no Tractor source
PGC 2104378,dr9-north,no Tractor source
PGC 2535326,dr9-north,no Tractor source
PGC 2141027,dr9-north,no Tractor source
PGC 2388067,dr9-north,no Tractor source
PGC 2502987,dr9-north,no Tractor source
WISEA J181430.87+301949.5,dr9-north,no Tractor source
PGC 2048430,dr9-north,no Tractor source
WISEA J181441.08+305449.8,dr9-north,no Tractor source
PGC 1910966,dr9-north,no Tractor source
PGC 2009723,dr9-north,no Tractor source
PGC 2405503,dr9-north,no Tractor source
PGC 1997190,dr9-north,no Tractor source
PGC 2056307,dr9-north,no Tractor source
PGC 2096117,dr9-north,no Tractor source
PGC 1970867,dr9-north,no Tractor source
PGC 2122586,dr9-north,no Tractor source
PGC 1990779,dr9-north,no Tractor source
2MASS J18160616+3042431,dr9-north,no Tractor source
DESI J274.0637+30.0117,dr9-north,no Tractor source

WISEA J181615.08+321829.8,dr9-north,no Tractor source
PGC 1961852,dr9-north,no Tractor source
PGC 2089869,dr9-north,no Tractor source
PGC 2098316,dr9-north,no Tractor source
DESI J274.1359+29.8267,dr9-north,no Tractor source
PGC 1923021,dr9-north,no Tractor source
PGC 2447210,dr9-north,no Tractor source
WISEA J181720.85+561954.0,dr9-north,no Tractor source
UGC 11195 NED02,dr9-north,no Tractor source
WISEA J181758.06+435318.9,dr9-north,no Tractor source
PGC 1957843,dr9-north,no Tractor source
PGC 2344063,dr9-north,no Tractor source
PGC 2344825,dr9-north,no Tractor source
WISEA J181829.51+563529.3,dr9-north,no Tractor source
DESI J274.6259+71.5324,dr9-north,no Tractor source
PGC 2188375,dr9-north,no Tractor source
PGC 2117850,dr9-north,no Tractor source
PGC 2101520,dr9-north,no Tractor source
PGC 2278678,dr9-north,no Tractor source
WISEA J181904.65+405558.5,dr9-north,no Tractor source
PGC 1978791,dr9-north,no Tractor source
PGC 1961963,dr9-north,no Tractor source
PGC 2017468,dr9-north,no Tractor source
PGC 2077465,dr9-north,no Tractor source
PGC 2192145,dr9-north,no Tractor source
PGC 2098604,dr9-north,no Tractor source
PGC 2178757,dr9-north,no Tractor source
PGC 2341792,dr9-north,no Tractor source
DESI J275.0457+46.3985,dr9-north,no Tractor source
PGC 1915030,dr9-north,no Tractor source
PGC 2184072,dr9-north,no Tractor source
DESI J275.1083+71.2206,dr9-north,no Tractor source
WISEA J182026.91+321715.3,dr9-north,no Tractor source
PGC 2077233,dr9-north,no Tractor source
2MASS J18203877+3221156,dr9-north,no Tractor source
PGC 2086130,dr9-north,no Tractor source
PGC 2184642,dr9-north,no Tractor source
PGC 2233166,dr9-north,no Tractor source
WISEA J182116.58+322656.7,dr9-north,no Tractor source
PGC 2231029,dr9-north,no Tractor source
PGC 2243181,dr9-north,no Tractor source
PGC 2250459,dr9-north,no Tractor source
PGC 1877483,dr9-north,no Tractor source
PGC 1906739,dr9-north,no Tractor source
PGC1945801,dr9-north,no Tractor source
PGC 2187887,dr9-north,no Tractor source
PGC 2187895,dr9-north,no Tractor source
PGC 2397221,dr9-north,no Tractor source
PGC 1887530,dr9-north,no Tractor source
PGC 2189515,dr9-north,no Tractor source
WISEA J182157.77+315040.3,dr9-north,no Tractor source
PGC 2190197,dr9-north,no Tractor source
PGC 1894182,dr9-north,no Tractor source
PGC 1976424,dr9-north,no Tractor source
PGC 2140340,dr9-north,no Tractor source
PGC 2532798,dr9-north,no Tractor source
PGC 2663880,dr9-north,no Tractor source
WISEA J182415.10+302138.4,dr9-north,no Tractor source
WISEA J182429.42+323352.0,dr9-north,no Tractor source
WISEA J182436.39+301408.7,dr9-north,no Tractor source
PGC 2274532,dr9-north,no Tractor source
PGC 2086003,dr9-north,no Tractor source
WISEA J182502.66+341655.8,dr9-north,no Tractor source
WISEA J182519.33+302615.9,dr9-north,no Tractor source
PGC 2105124,dr9-north,no Tractor source
WISEA J182549.83+320406.6,dr9-north,no Tractor source
2MASS J18255961+3204058,dr9-north,no Tractor source
PGC 2567716,dr9-north,no Tractor source
PGC 2231545,dr9-north,no Tractor source
PGC 2140613,dr9-north,no Tractor source
WISEA J182621.62+473618.5,dr9-north,no Tractor source
PGC 2335716,dr9-north,no Tractor source
WISEA J182625.56+554235.3,dr9-north,no Tractor source
PGC 2286629,dr9-north,no Tractor source
PGC 2285921,dr9-north,no Tractor source
PGC 2639300,dr9-north,no Tractor source
PGC 2171952,dr9-north,no Tractor source
PGC 2368068,dr9-north,no Tractor source
WISEA J182659.09+305804.1,dr9-north,no Tractor source
PGC 2127771,dr9-north,no Tractor source
PGC 2313324,dr9-north,no Tractor source
PGC 2150159,dr9-north,no Tractor source
PGC 2199538,dr9-north,no Tractor source
PGC 2261761,dr9-north,no Tractor source
PGC 2261714,dr9-north,no Tractor source
PGC 2162931,dr9-north,no Tractor source
PGC 2288307,dr9-north,no Tractor source
PGC 2147273,dr9-north,no Tractor source
PGC 2388976,dr9-north,no Tractor source
PGC 2205553,dr9-north,no Tractor source
PGC 2140894,dr9-north,no Tractor source
PGC 2230545,dr9-north,no Tractor source
PGC 2391588,dr9-north,no Tractor source
PGC 2106530,dr9-north,no Tractor source
PGC 2115200,dr9-north,no Tractor source
PGC 2002176,dr9-north,no Tractor source
PGC 2305107,dr9-north,no Tractor source
PGC 2009886,dr9-north,no Tractor source
WISEA J182945.46+311144.0,dr9-north,no Tractor source
PGC 1966160,dr9-north,no Tractor source
WISEA J182956.28+301443.9,dr9-north,no Tractor source
PGC 2042595,dr9-north,no Tractor source
PGC 2019354,dr9-north,no Tractor source
PGC 2476195,dr9-north,no Tractor source
PGC 1901164,dr9-north,no Tractor source
PGC 2072480,dr9-north,no Tractor source
WISEA J183029.40+415047.9,dr9-north,no Tractor source
PGC 2003803,dr9-north,no Tractor source
PGC 2668979,dr9-north,no Tractor source
PGC 2157841,dr9-north,no Tractor source
PGC 2158078,dr9-north,no Tractor source
PGC 2021428,dr9-north,no Tractor source
2MASX J18304584+6359475,dr9-north,no Tractor source
PGC 2080023,dr9-north,no Tractor source
PGC 1945700,dr9-north,no Tractor source
PGC 1910600,dr9-north,no Tractor source
PGC 1932496,dr9-north,no Tractor source
PGC 1935714,dr9-north,no Tractor source
PGC 2130182,dr9-north,no Tractor source
PGC 2152408,dr9-north,no Tractor source
PGC 2047698,dr9-north,no Tractor source
PGC 2132668,dr9-north,no Tractor source
VII Zw 813,dr9-north,no Tractor source
PGC 1897880,dr9-north,no Tractor source
GALEXASC J183313.13+531723.1,dr9-north,no Tractor source
PGC 1934958,dr9-north,no Tractor source
PGC 2186919,dr9-north,no Tractor source
PGC 2480618,dr9-north,no Tractor source
PGC 2579238,dr9-north,no Tractor source
CGMW 5-05226,dr9-north,no Tractor source
PGC 2049298,dr9-north,no Tractor source
PGC 2284147,dr9-north,no Tractor source
PGC 2041921,dr9-north,no Tractor source
PGC 2118625,dr9-north,no Tractor source
PGC 2490993,dr9-north,no Tractor source
PGC 2113466,dr9-north,no Tractor source
PGC 2439094,dr9-north,no Tractor source
PGC 2044303,dr9-north,no Tractor source
PGC 2042029,dr9-north,no Tractor source
PGC 2119051,dr9-north,no Tractor source
PGC 2138072,dr9-north,no Tractor source
PGC 2191042,dr9-north,no Tractor source
PGC 2130185,dr9-north,no Tractor source
PGC 2217226,dr9-north,no Tractor source
PGC 2141410,dr9-north,no Tractor source
WISEA J183739.21+423955.7,dr9-north,no Tractor source
PGC 2267876,dr9-north,no Tractor source
PGC 2121716,dr9-north,no Tractor source
PGC 2410404,dr9-north,no Tractor source
PGC 2689711,dr9-north,no Tractor source
PGC 2142783,dr9-north,no Tractor source
PGC 2376467,dr9-north,no Tractor source
PGC 2034045,dr9-north,no Tractor source
PGC 2060212,dr9-north,no Tractor source
PGC 2095020,dr9-north,no Tractor source
PGC 2038999,dr9-north,no Tractor source
DESI J280.4944+55.5371,dr9-north,no Tractor source
PGC 2060666,dr9-north,no Tractor source
PGC 2453434,dr9-north,no Tractor source
PGC 2171840,dr9-north,no Tractor source
PGC 2392048,dr9-north,no Tractor source
PGC 2051199,dr9-north,no Tractor source
PGC 2375830,dr9-north,no Tractor source
2MASX J18424401+3936136,dr9-north,no Tractor source
PGC 2254391,dr9-north,no Tractor source
PGC 2086548,dr9-north,no Tractor source
DESI J280.7882+53.9303,dr9-north,no Tractor source
PGC 2459624,dr9-north,no Tractor source
PGC 2629282,dr9-north,no Tractor source
PGC 2160999,dr9-north,no Tractor source
PGC 2542652,dr9-north,no Tractor source
PGC 2485335,dr9-north,no Tractor source
DESI J281.3422+54.9076,dr9-north,no Tractor source
PGC 2173790,dr9-north,no Tractor source
PGC 2642979,dr9-north,no Tractor source
PGC 2329867,dr9-north,no Tractor source
PGC 2241400,dr9-north,no Tractor source
PGC 2144285,dr9-north,no Tractor source
DESI J281.5709+39.3771,dr9-north,no Tractor source
PGC 2535526,dr9-north,no Tractor source
DESI J281.5932+39.4244,dr9-north,no Tractor source
PGC 2182568,dr9-north,no Tractor source
PGC 2412473,dr9-north,no Tractor source
DESI J281.7049+39.3143,dr9-north,no Tractor source
PGC 2146723,dr9-north,no Tractor source
PGC 2628331,dr9-north,no Tractor source
PGC 2171913,dr9-north,no Tractor source
PGC 2154787,dr9-north,no Tractor source
DESI J281.9694+48.7783,dr9-north,no Tractor source
PGC 2146055,dr9-north,no Tractor source
PGC 2463242,dr9-north,no Tractor source
PGC 2151314,dr9-north,no Tractor source
MAILYAN 103,dr9-north,no Tractor source
PGC 2174377,dr9-north,no Tractor source
PGC 2174565,dr9-north,no Tractor source
PGC 2155054,dr9-north,no Tractor source
PGC 2304981,dr9-north,no Tractor source
PGC 2176070,dr9-north,no Tractor source
PGC 2393030,dr9-north,no Tractor source
PGC 2608050,dr9-north,no Tractor source
DESI J282.5478+39.0114,dr9-north,no Tractor source
PGC 2362822,dr9-north,no Tractor source
PGC 2200019,dr9-north,no Tractor source
PGC 2390745,dr9-north,no Tractor source
2MASS J18505487+4154473,dr9-north,no Tractor source
PGC 2369083,dr9-north,no Tractor source
PGC 2297848,dr9-north,no Tractor source
PGC 2193257,dr9-north,no Tractor source
PGC 2363832,dr9-north,no Tractor source
PGC 2255209,dr9-north,no Tractor source
PGC 2492241,dr9-north,no Tractor source
2MASS J18531628+4330549,dr9-north,no Tractor source
PGC 2160312,dr9-north,no Tractor source
PGC 2137306,dr9-north,no Tractor source
PGC 2195868,dr9-north,no Tractor source
PGC 2474600,dr9-north,no Tractor source
PGC 2153276,dr9-north,no Tractor source
PGC 2143195,dr9-north,no Tractor source
PGC 2210988,dr9-north,no Tractor source
PGC 2171396,dr9-north,no Tractor source
PGC 2494164,dr9-north,no Tractor source
PGC 2154198,dr9-north,no Tractor source
PGC 2135045,dr9-north,no Tractor source
WISEA J185723.10+432459.0,dr9-north,no Tractor source
PGC 2329323,dr9-north,no Tractor source
PGC 2468111,dr9-north,no Tractor source
PGC 2366362,dr9-north,no Tractor source
PGC 2293666,dr9-north,no Tractor source
PGC 2410305,dr9-north,no Tractor source
DESI J284.8276+74.1448,dr9-north,no Tractor source
PGC 2198213,dr9-north,no Tractor source
DESI J285.0182+53.4754,dr9-north,no Tractor source
PGC 2394794,dr9-north,no Tractor source
PGC 2372680,dr9-north,no Tractor source
PGC 2308326,dr9-north,no Tractor source
2MASS J19011495+4032272,dr9-north,no Tractor source
PGC 2223330,dr9-north,no Tractor source
PGC 2193245,dr9-north,no Tractor source
PGC 2245999,dr9-north,no Tractor source
DESI J285.5097+62.7104,dr9-north,no Tractor source
PGC 2197376,dr9-north,no Tractor source
PGC 2422635,dr9-north,no Tractor source
PGC 2298775,dr9-north,no Tractor source
PGC 2250566,dr9-north,no Tractor source
PGC 2211385,dr9-north,no Tractor source
PGC 2281010,dr9-north,no Tractor source
PGC 2244533,dr9-north,no Tractor source
WISEA J190316.99+490340.0,dr9-north,no Tractor source
PGC 2247047,dr9-north,no Tractor source
PGC 2305148,dr9-north,no Tractor source
PGC 2366723,dr9-north,no Tractor source
PGC 2496249,dr9-north,no Tractor source
PGC 2225129,dr9-north,no Tractor source
PGC 2375987,dr9-north,no Tractor source
PGC 2298231,dr9-north,no Tractor source
PGC 2342092,dr9-north,no Tractor source
PGC 2387233,dr9-north,no Tractor source
PGC 2224996,dr9-north,no Tractor source
WISEA J190525.83+490416.9,dr9-north,no Tractor source
PGC 2342374,dr9-north,no Tractor source
PGC 2261755,dr9-north,no Tractor source
WISEA J190623.36+440434.7,dr9-north,no Tractor source
PGC 2265094,dr9-north,no Tractor source
PGC 2329682,dr9-north,no Tractor source
PGC 2319561,dr9-north,no Tractor source
PGC 2341867,dr9-north,no Tractor source
PGC 2394220,dr9-north,no Tractor source
2MASS J19081636+4640217,dr9-north,no Tractor source
PGC 2280569,dr9-north,no Tractor source
PGC 2342274,dr9-north,no Tractor source
PGC 2342353,dr9-north,no Tractor source
PGC 2315174,dr9-north,no Tractor source
WISEA J191207.56+454453.2,dr9-north,no Tractor source
CGCG 256-009,dr9-north,no Tractor source
PGC 2285680,dr9-north,no Tractor source
2MASS J19123749+4857442,dr9-north,no Tractor source
PGC 2379030,dr9-north,no Tractor source
PGC 2329834,dr9-north,no Tractor source
PGC 2389795,dr9-north,no Tractor source
PGC 2413425,dr9-north,no Tractor source
PGC 2392834,dr9-north,no Tractor source
DESI J289.3982+72.5088,dr9-north,no Tractor source
PGC 2391114,dr9-north,no Tractor source
PGC 2407756,dr9-north,no Tractor source
PGC 2322458,dr9-north,no Tractor source
PGC 2556735,dr9-north,no Tractor source
PGC 2724320,dr9-north,no Tractor source
PGC 2398851,dr9-north,no Tractor source
PGC 2388225,dr9-north,no Tractor source
PGC 2349318,dr9-north,no Tractor source
WISEA J192040.14+505748.1,dr9-north,no Tractor source
DESI J290.3955+70.3278,dr9-north,no Tractor source
PGC 2486549,dr9-north,no Tractor source
PGC 2395595,dr9-north,no Tractor source
PGC 2485918,dr9-north,no Tractor source
PGC 2398542,dr9-north,no Tractor source
PGC 2539436,dr9-north,no Tractor source
PGC 2439504,dr9-north,no Tractor source
DESI J290.9604+53.2171,dr9-north,no Tractor source
DESI J291.4034+70.0751,dr9-north,no Tractor source
DESI J291.5269+67.7036,dr9-north,no Tractor source
PGC 2392054,dr9-north,no Tractor source
WISEA J192619.07+511850.8,dr9-north,no Tractor source
PGC 2467656,dr9-north,no Tractor source
PGC 2590466,dr9-north,no Tractor source
DESI J291.6812+54.0202,dr9-north,no Tractor source
PGC 2477645,dr9-north,no Tractor source
PGC 2570796,dr9-north,no Tractor source
PGC 2408575,dr9-north,no Tractor source
PGC 2417332,dr9-north,no Tractor source
PGC 2627993,dr9-north,no Tractor source
PGC 2442921,dr9-north,no Tractor source
WISEA J192941.24+520842.5,dr9-north,no Tractor source
PGC 2478685,dr9-north,no Tractor source
2MASS J19305282+5524256,dr9-north,no Tractor source
PGC 2709622,dr9-north,no Tractor source
PGC 2605409,dr9-north,no Tractor source
PGC 2517224,dr9-north,no Tractor source
PGC 2617641,dr9-north,no Tractor source
DESI J295.2009+64.4947,dr9-north,no Tractor source
2MASX J19405879+6946066,dr9-north,no Tractor source
GALEXASC J194459.03+611718.4,dr9-north,no Tractor source
DESI J316.7815+00.9447,dr9-north,no Tractor source
PGC 1166653,dr9-north,no Tractor source
PGC 1164190,dr9-north,no Tractor source
DESI J316.9543+00.2640,dr9-north,no Tractor source
WISEA J210933.38+013542.0,dr9-north,no Tractor source
SDSS J211245.22-005236.2,dr9-north,no Tractor source
DESI J318.1981+01.3375,dr9-north,no Tractor source
DESI J318.2135+01.0382,dr9-north,no Tractor source
PGC 1176789,dr9-north,no Tractor source
WISEA J211458.32+013117.7,dr9-north,no Tractor source
PGC 1119441,dr9-north,no Tractor source
PGC 1146969,dr9-north,no Tractor source
DESI J319.6894+01.0511,dr9-north,no Tractor source
PGC 1164609,dr9-north,no Tractor source
PGC 1189712,dr9-north,no Tractor source
PGC 1189690,dr9-north,no Tractor source
SDSS J212047.22-003138.6,dr9-north,no Tractor source
DESI J320.4028+01.3536,dr9-north,no Tractor source
DESI J320.7942+01.2697,dr9-north,no Tractor source
GALEXMSC J212422.00-000519.8,dr9-north,no Tractor source
DESI J321.6804+01.1064,dr9-north,no Tractor source
SDSS J212819.63+000016.0,dr9-north,no Tractor source
PGC 1163880,dr9-north,no Tractor source
SDSS J212957.82-001942.5,dr9-north,no Tractor source
SDSS J213008.97+001557.1,dr9-north,no Tractor source
DESI J322.6404-01.2787,dr9-north,no Tractor source
PGC 1116374,dr9-north,no Tractor source
PGC 1129129,dr9-north,no Tractor source
PGC 1184980,dr9-north,no Tractor source
DESI J323.7532+01.5171,dr9-north,no Tractor source
DESI J323.8192+01.5250,dr9-north,no Tractor source
PGC 1121759,dr9-north,no Tractor source
SMDG J2136475+004900,dr9-north,no Tractor source
DESI J324.3425+15.4337,dr9-north,no Tractor source
DESI J324.4276-00.8782,dr9-north,no Tractor source
SDSS J213902.06-001835.7,dr9-north,no Tractor source
2MASX J21391120-0027474,dr9-north,no Tractor source
DESI J324.8186-00.4089,dr9-north,no Tractor source
PGC 1162771,dr9-north,no Tractor source
DESI J324.8785+15.3574,dr9-north,no Tractor source
WISEA J213945.61+153048.5,dr9-north,no Tractor source
PGC 1153100,dr9-north,no Tractor source
PGC 1177199,dr9-north,no Tractor source
PGC 1164984,dr9-north,no Tractor source
DESI J325.4653+01.3640,dr9-north,no Tractor source
DESI J325.5791+00.7924,dr9-north,no Tractor source
DESI J325.6329+00.8396,dr9-north,no Tractor source
DESI J325.6359+00.8983,dr9-north,no Tractor source
DESI J325.6468+00.7954,dr9-north,no Tractor source
DESI J325.6908+00.9976,dr9-north,no Tractor source
DESI J325.8920+00.6085,dr9-north,no Tractor source
DESI J325.9227-00.2195,dr9-north,no Tractor source
DESI J326.2585+00.2443,dr9-north,no Tractor source
DESI J326.3362+00.8520,dr9-north,no Tractor source
DESI J326.3734+00.6025,dr9-north,no Tractor source
DESI J326.3904+00.7337,dr9-north,no Tractor source
DESI J326.4109+00.7554,dr9-north,no Tractor source
DESI J326.5470+00.6769,dr9-north,no Tractor source
DESI J326.5610+00.5566,dr9-north,no Tractor source
DESI J326.5782+00.5769,dr9-north,no Tractor source
DESI J326.6189+01.2547,dr9-north,no Tractor source
DESI J326.6170+01.3537,dr9-north,no Tractor source
DESI J326.6270+00.4043,dr9-north,no Tractor source
DESI J326.6326+01.3727,dr9-north,no Tractor source
DESI J326.7106+00.5918,dr9-north,no Tractor source
DESI J326.7423+01.3501,dr9-north,no Tractor source
DESI J326.7544+01.3361,dr9-north,no Tractor source
DESI J326.7642+01.3710,dr9-north,no Tractor source
DESI J326.8195+01.1515,dr9-north,no Tractor source
DESI J326.8274+00.5865,dr9-north,no Tractor source
DESI J326.9348+00.8156,dr9-north,no Tractor source
DESI J326.9333+01.1432,dr9-north,no Tractor source
DESI J326.9612+01.4475,dr9-north,no Tractor source
DESI J327.0008+00.7095,dr9-north,no Tractor source
DESI J327.0587+00.6741,dr9-north,no Tractor source
DESI J327.0540+00.8608,dr9-north,no Tractor source
DESI J327.0609+00.3601,dr9-north,no Tractor source
DESI J327.1288+00.5519,dr9-north,no Tractor source
DESI J327.1763+00.3729,dr9-north,no Tractor source
DESI J327.1799+00.9206,dr9-north,no Tractor source
SDSS J214842.53+012007.0,dr9-north,no Tractor source
DESI J327.3369+00.2403,dr9-north,no Tractor source
DESI J327.3844-00.9378,dr9-north,no Tractor source
DESI J327.4764-00.4770,dr9-north,no Tractor source
DESI J327.4900-00.5165,dr9-north,no Tractor source
DESI J327.5039-00.3615,dr9-north,no Tractor source
DESI J327.5113-00.4401,dr9-north,no Tractor source
DESI J327.5975-01.3664,dr9-north,no Tractor source
DESI J327.6309-00.1926,dr9-north,no Tractor source
DESI J327.6303+00.0416,dr9-north,no Tractor source
DESI J327.6775-00.4123,dr9-north,no Tractor source
DESI J327.6996+00.1466,dr9-north,no Tractor source
DESI J327.7023-00.3591,dr9-north,no Tractor source
DESI J327.7229+00.0758,dr9-north,no Tractor source
DESI J327.7206+00.1630,dr9-north,no Tractor source
DESI J327.7498-00.2294,dr9-north,no Tractor source
DESI J327.7571-00.1989,dr9-north,no Tractor source
DESI J327.7505-00.2454,dr9-north,no Tractor source
DESI J327.7585-01.5447,dr9-north,no Tractor source
DESI J327.7642-00.0865,dr9-north,no Tractor source
DESI J327.7607-00.1042,dr9-north,no Tractor source
DESI J327.7685-00.4269,dr9-north,no Tractor source
DESI J327.7631-00.5576,dr9-north,no Tractor source
DESI J327.7861-00.1358,dr9-north,no Tractor source
DESI J327.8185-00.1393,dr9-north,no Tractor source
DESI J327.8205-01.5113,dr9-north,no Tractor source
DESI J327.8270+00.6835,dr9-north,no Tractor source
DESI J327.8396-00.0751,dr9-north,no Tractor source
DESI J327.8339-01.1230,dr9-north,no Tractor source
DESI J327.8390-01.4910,dr9-north,no Tractor source
DESI J327.8368-01.5099,dr9-north,no Tractor source
DESI J327.8819-01.5084,dr9-north,no Tractor source
DESI J327.9169-00.3560,dr9-north,no Tractor source
DESI J327.9283-00.5467,dr9-north,no Tractor source
DESI J327.9276-01.3711,dr9-north,no Tractor source
DESI J327.9323-00.0313,dr9-north,no Tractor source
DESI J327.9473-01.2938,dr9-north,no Tractor source
DESI J327.9543-00.7812,dr9-north,no Tractor source
DESI J327.9637-00.4922,dr9-north,no Tractor source
DESI J327.9776-00.3903,dr9-north,no Tractor source
DESI J327.9837-00.5059,dr9-north,no Tractor source
DESI J328.0093-00.5094,dr9-north,no Tractor source
DESI J328.0145-00.2773,dr9-north,no Tractor source
DESI J328.0279-00.7907,dr9-north,no Tractor source
DESI J328.0418-00.6168,dr9-north,no Tractor source
DESI J328.0515-00.6810,dr9-north,no Tractor source
DESI J328.0661-01.3057,dr9-north,no Tractor source
DESI J328.1699-01.1775,dr9-north,no Tractor source
DESI J328.1798-00.5064,dr9-north,no Tractor source
DESI J328.2182-00.1410,dr9-north,no Tractor source
DESI J328.2157-01.3911,dr9-north,no Tractor source
DESI J328.2352-01.4029,dr9-north,no Tractor source
PGC 1153239,dr9-north,no Tractor source
DESI J328.3186+00.6080,dr9-north,no Tractor source
DESI J328.3257-01.1245,dr9-north,no Tractor source
DESI J328.3453+00.7619,dr9-north,no Tractor source
DESI J328.3718-01.3091,dr9-north,no Tractor source
DESI J328.3728+00.7322,dr9-north,no Tractor source
DESI J328.4678-01.3371,dr9-north,no Tractor source
PGC 1138612,dr9-north,no Tractor source
DESI J328.7261+00.6667,dr9-north,no Tractor source
DESI J328.7591-01.4024,dr9-north,no Tractor source
DESI J328.7576+00.6258,dr9-north,no Tractor source
PGC 1137906,dr9-north,no Tractor source
DESI J328.8383-01.5006,dr9-north,no Tractor source
DESI J328.8686+00.7341,dr9-north,no Tractor source
DESI J328.8862-00.2498,dr9-north,no Tractor source
DESI J328.9182-01.4931,dr9-north,no Tractor source
DESI J328.9352-00.4062,dr9-north,no Tractor source
DESI J328.9374-01.3014,dr9-north,no Tractor source
DESI J328.9377-01.4541,dr9-north,no Tractor source
DESI J328.9453-00.4717,dr9-north,no Tractor source
DESI J328.9658-01.1984,dr9-north,no Tractor source
DESI J328.9747-00.7829,dr9-north,no Tractor source
DESI J328.9989-00.8990,dr9-north,no Tractor source
DESI J328.9986-00.9237,dr9-north,no Tractor source
DESI J329.0001-00.1849,dr9-north,no Tractor source
DESI J329.0044-01.2386,dr9-north,no Tractor source
DESI J329.0197-00.2206,dr9-north,no Tractor source
DESI J329.0159-00.8998,dr9-north,no Tractor source
DESI J329.0317-00.5692,dr9-north,no Tractor source
DESI J329.0363-00.5885,dr9-north,no Tractor source
DESI J329.0336-00.6156,dr9-north,no Tractor source
DESI J329.0681-00.7409,dr9-north,no Tractor source
DESI J329.0712-00.7721,dr9-north,no Tractor source
DESI J329.0716-01.0991,dr9-north,no Tractor source
DESI J329.1123-01.3466,dr9-north,no Tractor source
DESI J329.1780-01.0855,dr9-north,no Tractor source
DESI J329.1952-00.9751,dr9-north,no Tractor source
DESI J329.2141-01.1699,dr9-north,no Tractor source
DESI J329.2233-00.9015,dr9-north,no Tractor source
DESI J329.2534-01.2806,dr9-north,no Tractor source
SDSS J215815.53-010950.6,dr9-north,no Tractor source
PGC 1146669,dr9-north,no Tractor source
DESI J332.2072+01.6475,dr9-north,no Tractor source
DESI J332.4746+01.2022,dr9-north,no Tractor source
PGC 1169551,dr9-north,no Tractor source
PGC 1204658,dr9-north,no Tractor source
DESI J333.9184+00.2341,dr9-north,no Tractor source
PGC 1193476,dr9-north,no Tractor source
PGC 1193667,dr9-north,no Tractor source
DESI J334.5092+00.0469,dr9-north,no Tractor source
DESI J334.5555+01.1923,dr9-north,no Tractor source
SDSS J221828.16+000646.8,dr9-north,no Tractor source
PGC 1209476,dr9-north,no Tractor source
DESI J334.7572+02.7398,dr9-north,no Tractor source
DESI J334.7799+02.7045,dr9-north,no Tractor source
SDSS J221926.03+000104.3,dr9-north,no Tractor source
SDSS J221925.84+000129.1,dr9-north,no Tractor source
DESI J334.9128+02.5257,dr9-north,no Tractor source
DESI J334.9127+02.7314,dr9-north,no Tractor source
DESI J334.9601+00.4555,dr9-north,no Tractor source
