OBJNAME,FIELD,NEW_VALUE,REASON
WISEA J131809.89-100511.8,BA,1.000,VI
WISEA J131809.89-100511.8,PA,90.0,VI
ESO 444-IG 008 NED01,DIAM,0.993,VI
ESO 444-IG 008 NED01,BA,0.849,VI
ESO 444-IG 008 NED01,PA,135.0,VI
WISEA J132034.71-410217.0,DIAM,0.333,VI
WISEA J132034.71-410217.0,BA,0.660,VI
WISEA J132034.71-410217.0,PA,65.0,VI
WISEA J132036.14-410204.2,DIAM,0.360,VI
WISEA J132036.14-410204.2,BA,0.860,VI
WISEA J132036.14-410204.2,PA,170.0,VI
WISEA J132037.21-410231.5,DIAM,0.393,VI
WISEA J132037.21-410231.5,BA,0.740,VI
WISEA J132037.21-410231.5,PA,85.0,VI
WISEA J132036.08-410242.4,DIAM,0.553,VI
WISEA J132036.08-410242.4,BA,0.820,VI
WISEA J132036.08-410242.4,PA,70.0,VI
WISEA J132029.99-410058.5,DIAM,0.759,VI
WISEA J132029.99-410058.5,BA,0.708,VI
WISEA J132029.99-410058.5,PA,50.5,VI
2MASS J13203758+0529529,DIAM,0.333,VI
2MASS J13203758+0529529,BA,1.000,VI
2MASS J13203758+0529529,PA,0.0,VI
WISEA J132037.97+052956.0,DIAM,0.973,VI
WISEA J132037.97+052956.0,BA,0.643,VI
WISEA J132037.97+052956.0,PA,71.5,VI
NGC 5094,DIAM,1.517,VI
NGC 5094,BA,0.743,VI
NGC 5094,PA,99.3,VI
MCG -02-34-036,DIAM,1.324,VI
MCG -02-34-036,BA,0.531,VI
MCG -02-34-036,PA,161.5,VI
WISEA J132108.48+104605.7,DIAM,0.423,VI
WISEA J132108.48+104605.7,BA,0.884,VI
WISEA J132108.48+104605.7,PA,69.5,VI
MCG +04-32-004,DIAM,0.676,VI
MCG +04-32-004,BA,0.642,VI
MCG +04-32-004,PA,28.9,VI
MCG +04-32-006,DIAM,1.062,VI
MCG +04-32-006,BA,0.748,VI
MCG +04-32-006,PA,45.5,VI
WISEA J132229.10+214841.5,DIAM,0.543,VI
WISEA J132229.10+214841.5,BA,0.726,VI
WISEA J132229.10+214841.5,PA,75.6,VI
WISEA J132326.94+064136.5,DIAM,0.490,VI
WISEA J132326.94+064136.5,BA,0.752,VI
WISEA J132326.94+064136.5,PA,2.0,VI
WISEA J132504.27-435855.4,DIAM,0.389,VI
WISEA J132504.27-435855.4,BA,0.912,VI
WISEA J132504.27-435855.4,PA,0.0,VI
WISEA J132502.90-435855.8,DIAM,0.437,VI
WISEA J132502.90-435855.8,BA,0.288,VI
WISEA J132502.90-435855.8,PA,80.0,VI
WISEA J132550.19+052649.3,DIAM,0.333,VI
WISEA J132550.19+052649.3,BA,0.794,VI
WISEA J132550.19+052649.3,PA,28.0,VI
WISEA J132621.73-121235.0,DIAM,0.333,VI
WISEA J132621.73-121235.0,BA,0.540,VI
WISEA J132621.73-121235.0,PA,170.0,VI
WISEA J132703.08+011850.5,DIAM,0.333,VI
WISEA J132703.08+011850.5,BA,0.794,VI
WISEA J132703.08+011850.5,PA,131.1,VI
WISEA J132756.52+140323.7,DIAM,0.333,VI
WISEA J132756.52+140323.7,BA,0.693,VI
WISEA J132756.52+140323.7,PA,4.8,VI
2MASX J13275586+1403262,DIAM,0.333,VI
2MASX J13275586+1403262,BA,0.693,VI
2MASX J13275586+1403262,PA,154.0,VI
2MASX J13304200-3134279,DIAM,0.430,VI
2MASX J13304200-3134279,BA,0.660,VI
2MASX J13304200-3134279,PA,175.0,VI
WISEA J133137.00-281408.9,DIAM,0.333,VI
WISEA J133137.00-281408.9,BA,1.000,VI
WISEA J133137.00-281408.9,PA,90.0,VI
WISEA J133136.37-281403.9,DIAM,0.333,VI
WISEA J133136.37-281403.9,BA,0.680,VI
WISEA J133136.37-281403.9,PA,105.0,VI
WISEA J133230.65+010905.5,DIAM,0.380,VI
WISEA J133230.65+010905.5,BA,0.737,VI
WISEA J133230.65+010905.5,PA,18.0,VI
WISEA J133320.89-042811.2,DIAM,0.512,VI
WISEA J133320.89-042811.2,BA,0.769,VI
WISEA J133320.89-042811.2,PA,177.8,VI
WISEA J133332.97-422732.9,DIAM,0.427,VI
WISEA J133332.97-422732.9,BA,0.708,VI
WISEA J133332.97-422732.9,PA,82.0,VI
WISEA J133332.94-422547.4,DIAM,0.333,VI
WISEA J133332.94-422547.4,BA,0.640,VI
WISEA J133332.94-422547.4,PA,125.0,VI
2MASX J13333273-4226511,DIAM,0.537,VI
2MASX J13333273-4226511,BA,0.794,VI
2MASX J13333273-4226511,PA,20.0,VI
IRAS 13346-1928,DIAM,0.409,VI
IRAS 13346-1928,BA,0.515,VI
IRAS 13346-1928,PA,52.7,VI
WISEA J133925.28+144230.7,DIAM,0.333,VI
WISEA J133925.28+144230.7,BA,1.000,VI
WISEA J133925.28+144230.7,PA,90.0,VI
WISEA J133925.62+144236.4,DIAM,0.333,VI
WISEA J133925.62+144236.4,BA,0.625,VI
WISEA J133925.62+144236.4,PA,171.7,VI
WISEA J133932.90-015047.4,DIAM,0.333,VI
WISEA J133932.90-015047.4,BA,0.956,VI
WISEA J133932.90-015047.4,PA,66.0,VI
WISEA J134031.01+261801.2,DIAM,0.333,VI
WISEA J134031.01+261801.2,BA,0.681,VI
WISEA J134031.01+261801.2,PA,18.2,VI
WISEA J134056.47-233622.5,DIAM,0.525,VI
WISEA J134056.47-233622.5,BA,0.501,VI
WISEA J134056.47-233622.5,PA,32.5,VI
AM 1338-232 NED01,DIAM,0.333,VI
AM 1338-232 NED01,BA,0.900,VI
AM 1338-232 NED01,PA,5.0,VI
WISEA J134116.76+154727.7,DIAM,0.623,VI
WISEA J134116.76+154727.7,BA,0.633,VI
WISEA J134116.76+154727.7,PA,170.4,VI
WISEA J134126.67-010943.0,DIAM,0.333,VI
WISEA J134126.67-010943.0,BA,0.548,VI
WISEA J134126.67-010943.0,PA,32.0,VI
WISEA J134127.14-010956.0,DIAM,0.431,VI
WISEA J134127.14-010956.0,BA,0.878,VI
WISEA J134127.14-010956.0,PA,5.2,VI
LCRS B133855.3-115032,DIAM,0.525,VI
LCRS B133855.3-115032,BA,0.263,VI
LCRS B133855.3-115032,PA,121.0,VI
LCRS B133856.0-115119,DIAM,0.912,VI
LCRS B133856.0-115119,BA,0.676,VI
LCRS B133856.0-115119,PA,74.5,VI
LCLG -12 195.18,DIAM,0.367,VI
LCLG -12 195.18,BA,0.640,VI
LCLG -12 195.18,PA,55.0,VI
WISEA J134252.98+014922.7,DIAM,0.381,VI
WISEA J134252.98+014922.7,BA,0.584,VI
WISEA J134252.98+014922.7,PA,31.0,VI
WISEA J134253.54+014926.2,DIAM,0.514,VI
WISEA J134253.54+014926.2,BA,0.656,VI
WISEA J134253.54+014926.2,PA,87.0,VI
WISEA J134257.58+295643.6,DIAM,0.333,VI
WISEA J134257.58+295643.6,BA,0.729,VI
WISEA J134257.58+295643.6,PA,155.2,VI
WISEA J134324.39+290646.7,DIAM,0.333,VI
WISEA J134324.39+290646.7,BA,0.553,VI
WISEA J134324.39+290646.7,PA,113.6,VI
WISEA J134325.42+290637.8,DIAM,0.333,VI
WISEA J134325.42+290637.8,BA,0.640,VI
WISEA J134325.42+290637.8,PA,75.0,VI
WISEA J134407.32-342018.7,DIAM,0.333,VI
WISEA J134407.32-342018.7,BA,0.700,VI
WISEA J134407.32-342018.7,PA,115.0,VI
WISEA J134409.68-390821.3,DIAM,0.333,VI
WISEA J134409.68-390821.3,BA,0.832,VI
WISEA J134409.68-390821.3,PA,3.0,VI
WISEA J134438.45+195121.2,DIAM,0.333,VI
WISEA J134438.45+195121.2,BA,0.617,VI
WISEA J134438.45+195121.2,PA,108.4,VI
2MASS J13471620+0023160,DIAM,0.333,VI
2MASS J13471620+0023160,BA,0.719,VI
2MASS J13471620+0023160,PA,147.0,VI
WISEA J134841.45+095623.4,DIAM,0.333,VI
WISEA J134841.45+095623.4,BA,0.580,VI
WISEA J134841.45+095623.4,PA,10.0,VI
WISEA J134841.53+095629.1,DIAM,0.333,VI
WISEA J134841.53+095629.1,BA,0.902,VI
WISEA J134841.53+095629.1,PA,0.0,VI
NGC 5306,DIAM,2.867,VI
NGC 5306,BA,0.732,VI
NGC 5306,PA,31.5,VI
2MASS J13493939+2110302,DIAM,0.333,VI
2MASS J13493939+2110302,BA,0.525,VI
2MASS J13493939+2110302,PA,145.0,VI
WISEA J135020.01-485450.3,DIAM,0.479,VI
WISEA J135020.01-485450.3,BA,0.617,VI
WISEA J135020.01-485450.3,PA,134.0,VI
WISEA J135100.50-195626.8,DIAM,0.417,VI
WISEA J135100.50-195626.8,BA,0.468,VI
WISEA J135100.50-195626.8,PA,27.0,VI
WISEA J135101.13-195608.9,DIAM,0.695,VI
WISEA J135101.13-195608.9,BA,0.817,VI
WISEA J135101.13-195608.9,PA,37.0,VI
WISEA J135104.09-195625.5,DIAM,0.560,VI
WISEA J135104.09-195625.5,BA,0.589,VI
WISEA J135104.09-195625.5,PA,118.1,VI
WISEA J135112.13-195736.9,DIAM,0.501,VI
WISEA J135112.13-195736.9,BA,0.813,VI
WISEA J135112.13-195736.9,PA,77.0,VI
WISEA J135156.93+203238.2,DIAM,0.333,VI
WISEA J135156.93+203238.2,BA,0.662,VI
WISEA J135156.93+203238.2,PA,166.8,VI
WISEA J135156.80+203256.3,DIAM,0.333,VI
WISEA J135156.80+203256.3,BA,0.859,VI
WISEA J135156.80+203256.3,PA,43.6,VI
WISEA J135218.48-010245.7,DIAM,0.423,VI
WISEA J135218.48-010245.7,BA,0.620,VI
WISEA J135218.48-010245.7,PA,1.0,VI
2MASX J13521858-0103076,DIAM,0.333,VI
2MASX J13521858-0103076,BA,0.522,VI
2MASX J13521858-0103076,PA,140.0,VI
WISEA J135249.13+022304.0,DIAM,0.333,VI
WISEA J135249.13+022304.0,BA,0.641,VI
WISEA J135249.13+022304.0,PA,47.0,VI
WISEA J135249.15+022251.7,DIAM,0.333,VI
WISEA J135249.15+022251.7,BA,0.472,VI
WISEA J135249.15+022251.7,PA,86.0,VI
WISEA J135254.06+050713.9,DIAM,1.562,VI
WISEA J135254.06+050713.9,BA,0.625,VI
WISEA J135254.06+050713.9,PA,42.0,VI
WISEA J135253.99+050806.5,DIAM,0.486,VI
WISEA J135253.99+050806.5,BA,0.633,VI
WISEA J135253.99+050806.5,PA,155.1,VI
WISEA J135522.66+334302.0,DIAM,0.333,VI
WISEA J135522.66+334302.0,BA,0.813,VI
WISEA J135522.66+334302.0,PA,11.2,VI
WISEA J135536.03+071531.2,DIAM,0.333,VI
WISEA J135536.03+071531.2,BA,0.600,VI
WISEA J135536.03+071531.2,PA,158.0,VI
2MASS J13562069+2145538,DIAM,0.337,VI
2MASS J13562069+2145538,BA,0.605,VI
2MASS J13562069+2145538,PA,140.0,VI
WISEA J135808.69+214134.6,DIAM,0.558,VI
WISEA J135808.69+214134.6,BA,0.601,VI
WISEA J135808.69+214134.6,PA,73.4,VI
WISEA J135809.55+214152.8,DIAM,1.293,VI
WISEA J135809.55+214152.8,BA,0.559,VI
WISEA J135809.55+214152.8,PA,72.9,VI
WISEA J135816.36+010923.0,DIAM,0.580,VI
WISEA J135816.36+010923.0,BA,0.574,VI
WISEA J135816.36+010923.0,PA,48.9,VI
CGCG 018-011 NED01,DIAM,0.545,VI
CGCG 018-011 NED01,BA,0.427,VI
CGCG 018-011 NED01,PA,153.4,VI
WISEA J135820.39-112812.8,DIAM,0.333,VI
WISEA J135820.39-112812.8,BA,0.820,VI
WISEA J135820.39-112812.8,PA,60.0,VI
WISEA J135820.98-112803.4,DIAM,0.333,VI
WISEA J135820.98-112803.4,BA,1.000,VI
WISEA J135820.98-112803.4,PA,90.0,VI
SDSS J135844.59+123600.0,DIAM,0.333,VI
SDSS J135844.59+123600.0,BA,0.679,VI
SDSS J135844.59+123600.0,PA,170.0,VI
WISEA J135905.59+103742.0,DIAM,0.622,VI
WISEA J135905.59+103742.0,BA,0.597,VI
WISEA J135905.59+103742.0,PA,41.7,VI
WISEA J135909.07-434421.0,DIAM,0.333,VI
WISEA J135909.07-434421.0,BA,0.540,VI
WISEA J135909.07-434421.0,PA,120.0,VI
WISEA J135910.45-434416.6,DIAM,0.347,VI
WISEA J135910.45-434416.6,BA,0.794,VI
WISEA J135910.45-434416.6,PA,59.5,VI
WISEA J135940.44-310153.0,DIAM,0.550,VI
WISEA J135940.44-310153.0,BA,0.708,VI
WISEA J135940.44-310153.0,PA,0.0,VI
WISEA J135937.03-310150.5,DIAM,0.708,VI
WISEA J135937.03-310150.5,BA,0.562,VI
WISEA J135937.03-310150.5,PA,84.0,VI
WISEA J140117.49+230621.8,DIAM,0.333,VI
WISEA J140117.49+230621.8,BA,1.000,VI
WISEA J140117.49+230621.8,PA,90.0,VI
WISEA J140118.15+230622.2,DIAM,0.333,VI
WISEA J140118.15+230622.2,BA,0.484,VI
WISEA J140118.15+230622.2,PA,73.0,VI
WISEA J140230.38+030151.4,DIAM,0.333,VI
WISEA J140230.38+030151.4,BA,0.781,VI
WISEA J140230.38+030151.4,PA,172.0,VI
WISEA J140338.97-482447.6,DIAM,0.333,VI
WISEA J140338.97-482447.6,BA,0.579,VI
WISEA J140338.97-482447.6,PA,175.0,VI
WISEA J140419.11-294646.0,DIAM,0.333,VI
WISEA J140419.11-294646.0,BA,0.580,VI
WISEA J140419.11-294646.0,PA,35.0,VI
TOLOLO 1403+106 NED02,DIAM,0.350,VI
TOLOLO 1403+106 NED02,BA,0.824,VI
TOLOLO 1403+106 NED02,PA,177.1,VI
WISEA J140519.28+263701.6,DIAM,0.476,VI
WISEA J140519.28+263701.6,BA,0.923,VI
WISEA J140519.28+263701.6,PA,125.2,VI
WISEA J140517.50+263743.4,DIAM,0.967,VI
WISEA J140517.50+263743.4,BA,0.790,VI
WISEA J140517.50+263743.4,PA,154.5,VI
WISEA J140543.54-385201.2,DIAM,0.333,VI
WISEA J140543.54-385201.2,BA,1.000,VI
WISEA J140543.54-385201.2,PA,90.0,VI
WISEA J140544.04-385148.6,DIAM,0.513,VI
WISEA J140544.04-385148.6,BA,0.468,VI
WISEA J140544.04-385148.6,PA,127.0,VI
VIII Zw 358 NOTES02,DIAM,0.550,VI
VIII Zw 358 NOTES02,BA,0.853,VI
VIII Zw 358 NOTES02,PA,0.0,VI
VIII Zw 358 NOTES01,DIAM,0.575,VI
VIII Zw 358 NOTES01,BA,0.760,VI
VIII Zw 358 NOTES01,PA,51.0,VI
WISEA J140614.62+061139.4,DIAM,0.333,VI
WISEA J140614.62+061139.4,BA,0.548,VI
WISEA J140614.62+061139.4,PA,45.0,VI
WISEA J140619.22-394853.3,DIAM,1.023,VI
WISEA J140619.22-394853.3,BA,0.794,VI
WISEA J140619.22-394853.3,PA,75.5,VI
WISEA J140617.54-395005.1,DIAM,0.398,VI
WISEA J140617.54-395005.1,BA,0.617,VI
WISEA J140617.54-395005.1,PA,176.5,VI
2MASX J14061694-3949188,DIAM,0.603,VI
2MASX J14061694-3949188,BA,0.363,VI
2MASX J14061694-3949188,PA,177.0,VI
WISEA J140654.27+283412.1,DIAM,0.333,VI
WISEA J140654.27+283412.1,BA,0.694,VI
WISEA J140654.27+283412.1,PA,47.0,VI
2MASS J14073469+0726216,DIAM,0.333,VI
2MASS J14073469+0726216,BA,0.733,VI
2MASS J14073469+0726216,PA,0.0,VI
2MASS J14085198+2318401,DIAM,0.345,VI
2MASS J14085198+2318401,BA,0.507,VI
2MASS J14085198+2318401,PA,64.0,VI
MCG +04-33-041,DIAM,0.452,VI
MCG +04-33-041,BA,1.000,VI
MCG +04-33-041,PA,0.0,VI
WISEA J140926.66+255519.7,DIAM,1.133,VI
WISEA J140926.66+255519.7,BA,0.748,VI
WISEA J140926.66+255519.7,PA,158.4,VI
KUG 1407+261,DIAM,0.333,VI
KUG 1407+261,BA,0.840,VI
KUG 1407+261,PA,155.0,VI
WISEA J140945.33+260418.4,DIAM,0.333,VI
WISEA J140945.33+260418.4,BA,0.532,VI
WISEA J140945.33+260418.4,PA,10.0,VI
NGC 5491B,DIAM,0.620,VI
NGC 5491B,BA,0.661,VI
NGC 5491B,PA,0.0,VI
WISEA J141206.29-373515.9,DIAM,0.333,VI
WISEA J141206.29-373515.9,BA,0.540,VI
WISEA J141206.29-373515.9,PA,175.0,VI
WISEA J141225.78-330724.5,DIAM,0.661,VI
WISEA J141225.78-330724.5,BA,0.933,VI
WISEA J141225.78-330724.5,PA,0.0,VI
WISEA J141222.20-330807.0,DIAM,0.575,VI
WISEA J141222.20-330807.0,BA,0.851,VI
WISEA J141222.20-330807.0,PA,161.0,VI
WISEA J141226.47-330709.7,DIAM,0.333,VI
WISEA J141226.47-330709.7,BA,0.631,VI
WISEA J141226.47-330709.7,PA,151.0,VI
2MASX J14132463+2816325,DIAM,0.333,VI
2MASX J14132463+2816325,BA,0.724,VI
2MASX J14132463+2816325,PA,40.7,VI
WISEA J141323.70+281637.4,DIAM,0.410,VI
WISEA J141323.70+281637.4,BA,0.510,VI
WISEA J141323.70+281637.4,PA,135.0,VI
DESI J213.5029+02.1546,DIAM,0.408,VI
DESI J213.5029+02.1546,BA,0.638,VI
DESI J213.5029+02.1546,PA,61.8,VI
WISEA J141518.80+233558.1,DIAM,0.333,VI
WISEA J141518.80+233558.1,BA,0.379,VI
WISEA J141518.80+233558.1,PA,100.0,VI
2MASS J14151840+2335587,DIAM,0.333,VI
2MASS J14151840+2335587,BA,0.699,VI
2MASS J14151840+2335587,PA,70.0,VI
WISEA J141535.58+035631.6,DIAM,0.333,VI
WISEA J141535.58+035631.6,BA,0.750,VI
WISEA J141535.58+035631.6,PA,78.0,VI
2MASS J14155775-2235253,DIAM,0.741,VI
2MASS J14155775-2235253,BA,0.501,VI
2MASS J14155775-2235253,PA,71.0,VI
WISEA J141558.83-223526.3,DIAM,0.741,VI
WISEA J141558.83-223526.3,BA,0.741,VI
WISEA J141558.83-223526.3,PA,97.0,VI
WISEA J141552.65-223443.8,DIAM,0.447,VI
WISEA J141552.65-223443.8,BA,0.891,VI
WISEA J141552.65-223443.8,PA,0.0,VI
SDSS J141615.60+043417.4,DIAM,0.333,VI
SDSS J141615.60+043417.4,BA,0.570,VI
SDSS J141615.60+043417.4,PA,34.0,VI
WISEA J141751.97-102150.7,DIAM,0.333,VI
WISEA J141751.97-102150.7,BA,0.680,VI
WISEA J141751.97-102150.7,PA,10.0,VI
WISEA J141750.08-102153.0,DIAM,0.333,VI
WISEA J141750.08-102153.0,BA,1.000,VI
WISEA J141750.08-102153.0,PA,90.0,VI
WISEA J141751.38-102200.5,DIAM,0.333,VI
WISEA J141751.38-102200.5,BA,0.851,VI
WISEA J141751.38-102200.5,PA,49.5,VI
2MASS J14175746-2452394,DIAM,0.333,VI
2MASS J14175746-2452394,BA,0.631,VI
2MASS J14175746-2452394,PA,90.0,VI
WISEA J141757.77-245232.3,DIAM,0.333,VI
WISEA J141757.77-245232.3,BA,0.660,VI
WISEA J141757.77-245232.3,PA,0.0,VI
WISEA J141759.46+044559.3,DIAM,0.333,VI
WISEA J141759.46+044559.3,BA,0.532,VI
WISEA J141759.46+044559.3,PA,64.7,VI
WISEA J141920.99-373642.0,DIAM,0.333,VI
WISEA J141920.99-373642.0,BA,0.700,VI
WISEA J141920.99-373642.0,PA,15.0,VI
WISEA J141921.85-373628.9,DIAM,0.333,VI
WISEA J141921.85-373628.9,BA,0.700,VI
WISEA J141921.85-373628.9,PA,10.0,VI
GAMA 238594,DIAM,0.333,VI
GAMA 238594,BA,1.000,VI
GAMA 238594,PA,0.0,VI
WISEA J141953.39+060023.3,DIAM,0.333,VI
WISEA J141953.39+060023.3,BA,0.707,VI
WISEA J141953.39+060023.3,PA,49.0,VI
WISEA J141952.10+060023.9,DIAM,0.333,VI
WISEA J141952.10+060023.9,BA,0.940,VI
WISEA J141952.10+060023.9,PA,170.0,VI
2MASX J14202715+1314537,DIAM,0.698,VI
2MASX J14202715+1314537,BA,0.560,VI
2MASX J14202715+1314537,PA,156.8,VI
LCRS B142017.9-054459,DIAM,0.333,VI
LCRS B142017.9-054459,BA,1.000,VI
LCRS B142017.9-054459,PA,90.0,VI
LCRS B142017.8-054447,DIAM,0.333,VI
LCRS B142017.8-054447,BA,0.660,VI
LCRS B142017.8-054447,PA,90.0,VI
VIII Zw 411 NED02,DIAM,0.920,VI
VIII Zw 411 NED02,BA,0.596,VI
VIII Zw 411 NED02,PA,102.1,VI
VIII Zw 411 NED03,DIAM,0.798,VI
VIII Zw 411 NED03,BA,0.706,VI
VIII Zw 411 NED03,PA,116.0,VI
2MASS J14240354+0745358,DIAM,0.400,VI
2MASS J14240354+0745358,BA,1.000,VI
2MASS J14240354+0745358,PA,0.0,VI
2MASX J14255114+0050400,DIAM,0.333,VI
2MASX J14255114+0050400,BA,0.764,VI
2MASX J14255114+0050400,PA,88.6,VI
2MASX J14270801-7503266,DIAM,0.333,VI
2MASX J14270801-7503266,BA,0.780,VI
2MASX J14270801-7503266,PA,115.0,VI
WISEA J142710.41-750341.3,DIAM,0.370,VI
WISEA J142710.41-750341.3,BA,0.620,VI
WISEA J142710.41-750341.3,PA,55.0,VI
2MASX J14282599-0809228,DIAM,0.333,VI
2MASX J14282599-0809228,BA,1.000,VI
2MASX J14282599-0809228,PA,90.0,VI
WISEA J142826.72-080931.5,DIAM,0.333,VI
WISEA J142826.72-080931.5,BA,0.832,VI
WISEA J142826.72-080931.5,PA,111.0,VI
WISEA J143010.91+071644.2,DIAM,0.333,VI
WISEA J143010.91+071644.2,BA,0.661,VI
WISEA J143010.91+071644.2,PA,73.5,VI
MCG +05-34-067,DIAM,1.439,VI
MCG +05-34-067,BA,0.706,VI
MCG +05-34-067,PA,19.9,VI
WISEA J143303.83-071940.0,DIAM,0.333,VI
WISEA J143303.83-071940.0,BA,1.000,VI
WISEA J143303.83-071940.0,PA,90.0,VI
WISEA J143302.95-491131.0,DIAM,0.333,VI
WISEA J143302.95-491131.0,BA,0.573,VI
WISEA J143302.95-491131.0,PA,60.0,VI
WISEA J143304.21-491138.2,DIAM,0.367,VI
WISEA J143304.21-491138.2,BA,0.700,VI
WISEA J143304.21-491138.2,PA,45.0,VI
WISEA J143315.59-353345.3,DIAM,0.460,VI
WISEA J143315.59-353345.3,BA,0.520,VI
WISEA J143315.59-353345.3,PA,50.0,VI
WISEA J143315.66-353355.3,DIAM,0.339,VI
WISEA J143315.66-353355.3,BA,0.813,VI
WISEA J143315.66-353355.3,PA,9.0,VI
2MASS J14334831+2815037,DIAM,0.333,VI
2MASS J14334831+2815037,BA,0.628,VI
2MASS J14334831+2815037,PA,44.7,VI
WISEA J143346.88+281504.9,DIAM,0.333,VI
WISEA J143346.88+281504.9,BA,0.580,VI
WISEA J143346.88+281504.9,PA,130.0,VI
WISEA J143354.30-410419.3,DIAM,0.333,VI
WISEA J143354.30-410419.3,BA,0.871,VI
WISEA J143354.30-410419.3,PA,124.0,VI
WISEA J143355.54-410430.2,DIAM,0.333,VI
WISEA J143355.54-410430.2,BA,0.780,VI
WISEA J143355.54-410430.2,PA,40.0,VI
WISEA J143401.47+034750.6,DIAM,0.531,VI
WISEA J143401.47+034750.6,BA,0.795,VI
WISEA J143401.47+034750.6,PA,54.0,VI
2MASS J14335806+0347502,DIAM,0.390,VI
2MASS J14335806+0347502,BA,0.524,VI
2MASS J14335806+0347502,PA,143.0,VI
UGC 09371 NED01,DIAM,0.957,VI
UGC 09371 NED01,BA,0.840,VI
UGC 09371 NED01,PA,50.0,VI
WISEA J143421.12-020942.9,DIAM,0.333,VI
WISEA J143421.12-020942.9,BA,0.766,VI
WISEA J143421.12-020942.9,PA,123.0,VI
WISEA J143420.41-020929.6,DIAM,0.333,VI
WISEA J143420.41-020929.6,BA,0.715,VI
WISEA J143420.41-020929.6,PA,3.0,VI
2MASS J14345899+2256274,DIAM,0.333,VI
2MASS J14345899+2256274,BA,0.750,VI
2MASS J14345899+2256274,PA,0.0,VI
WISEA J143504.95-282027.9,DIAM,0.333,VI
WISEA J143504.95-282027.9,BA,1.000,VI
WISEA J143504.95-282027.9,PA,90.0,VI
WISEA J143506.91-282030.9,DIAM,0.535,VI
WISEA J143506.91-282030.9,BA,0.750,VI
WISEA J143506.91-282030.9,PA,140.5,VI
WISEA J143603.78-270637.5,DIAM,0.333,VI
WISEA J143603.78-270637.5,BA,1.000,VI
WISEA J143603.78-270637.5,PA,90.0,VI
WISEA J143604.49-270643.7,DIAM,0.333,VI
WISEA J143604.49-270643.7,BA,0.457,VI
WISEA J143604.49-270643.7,PA,81.5,VI
2MASX J14360625+2147596,DIAM,0.621,VI
2MASX J14360625+2147596,BA,0.599,VI
2MASX J14360625+2147596,PA,170.7,VI
UGC 09401,DIAM,2.939,VI
UGC 09401,BA,0.391,VI
UGC 09401,PA,88.6,VI
WISEA J143756.27+163328.8,DIAM,0.333,VI
WISEA J143756.27+163328.8,BA,0.513,VI
WISEA J143756.27+163328.8,PA,128.1,VI
2MASS J14391261+1647154,DIAM,0.333,VI
2MASS J14391261+1647154,BA,0.650,VI
2MASS J14391261+1647154,PA,172.2,VI
WISEA J143930.39+305249.0,DIAM,0.510,VI
WISEA J143930.39+305249.0,BA,0.536,VI
WISEA J143930.39+305249.0,PA,77.5,VI
2MASS J14395854+1806377,DIAM,0.333,VI
2MASS J14395854+1806377,BA,0.597,VI
2MASS J14395854+1806377,PA,62.0,VI
WISEA J144034.19+191619.7,DIAM,0.333,VI
WISEA J144034.19+191619.7,BA,0.851,VI
WISEA J144034.19+191619.7,PA,20.7,VI
WISEA J144034.08+191549.9,DIAM,0.333,VI
WISEA J144034.08+191549.9,BA,0.635,VI
WISEA J144034.08+191549.9,PA,5.0,VI
WISEA J144033.57+191633.1,DIAM,0.333,VI
WISEA J144033.57+191633.1,BA,0.465,VI
WISEA J144033.57+191633.1,PA,139.6,VI
PGC 521775,DIAM,0.363,VI
PGC 521775,BA,0.676,VI
PGC 521775,PA,107.0,VI
2MASX J14403641-4551564,DIAM,0.663,VI
2MASX J14403641-4551564,BA,0.440,VI
2MASX J14403641-4551564,PA,100.0,VI
NGC 5718,DIAM,3.526,VI
NGC 5718,BA,0.738,VI
NGC 5718,PA,101.9,VI
IC 1042,DIAM,1.757,VI
IC 1042,BA,0.811,VI
IC 1042,PA,97.2,VI
WISEA J144050.56-312820.7,DIAM,0.617,VI
WISEA J144050.56-312820.7,BA,0.776,VI
WISEA J144050.56-312820.7,PA,0.0,VI
WISEA J144048.01-312754.3,DIAM,0.333,VI
WISEA J144048.01-312754.3,BA,0.800,VI
WISEA J144048.01-312754.3,PA,115.0,VI
WISEA J144047.23-312800.2,DIAM,0.333,VI
WISEA J144047.23-312800.2,BA,0.680,VI
WISEA J144047.23-312800.2,PA,135.0,VI
WISEA J144054.00-312741.9,DIAM,0.333,VI
WISEA J144054.00-312741.9,BA,1.000,VI
WISEA J144054.00-312741.9,PA,0.0,VI
2MASX J14411320-7528484,DIAM,0.333,VI
2MASX J14411320-7528484,BA,0.776,VI
2MASX J14411320-7528484,PA,63.0,VI
WISEA J144132.55-752839.8,DIAM,0.333,VI
WISEA J144132.55-752839.8,BA,0.661,VI
WISEA J144132.55-752839.8,PA,52.0,VI
WISEA J144114.92-752840.2,DIAM,0.333,VI
WISEA J144114.92-752840.2,BA,0.562,VI
WISEA J144114.92-752840.2,PA,0.0,VI
WISEA J144120.21+120957.8,DIAM,0.333,VI
WISEA J144120.21+120957.8,BA,0.550,VI
WISEA J144120.21+120957.8,PA,135.8,VI
WISEA J144120.86+120951.9,DIAM,0.333,VI
WISEA J144120.86+120951.9,BA,1.000,VI
WISEA J144120.86+120951.9,PA,90.0,VI
WISEA J144302.21+201248.6,DIAM,0.333,VI
WISEA J144302.21+201248.6,BA,0.580,VI
