OBJNAME,REGION
WISEA J051041.67-262746.1
WISEA J124038.91+203605.2
WISEA J010858.42+292327.2
WISEA J144502.18+291951.0
WISEA J100552.54+115437.1
WISEA J181520.61-733529.9
IC 4974 NED02
WISEA J171754.92+274805.5
WISEA J014911.50+140005.5
WISEA J163901.76+294545.8
WISEA J043627.38-641745.6
WISEA J055223.45-611631.0
NGC 7435
ESO 304-IG 030 NED01
WISEA J030243.93-243018.2
WISEA J062538.29-371255.9
WISEA J105501.24-061443.9
WISEA J140548.10-394411.5
WISEA J155156.84-270550.6
WISEA J012109.59-310507.6
WISEA J130655.04-010136.5
WISEA J015242.52-040851.8
WISEA J233156.05-082659.7
WISEA J195704.85-483338.1
WISEA J144034.19+191619.7
2MASS J10242221+2131453
WISEA J152839.12+094510.4
WISEA J225301.37+023334.4
WISEA J012309.03-305439.0
WISEA J214117.04-034914.7
WISEA J134844.49+271044.8
WISEA J012626.66-503511.0
2MASS J12454466+1541553
AM 2341-275
WISEA J132002.12-332339.1
WISEA J020643.09-131956.6
WISEA J215436.56-184530.6
WISEA J032730.44-023711.5
WISEA J132854.60+251830.1
WISEA J020930.29-125712.6
WISEA J172254.73+081618.3
WISEA J144502.88+291940.2
WISEA J203836.53-530802.6
WISEA J170206.35-855204.5
WISEA J055802.05-382004.4
WISEA J093500.55-193442.4
WISEA J153120.49+144315.8
2MASS J06565913-4826177
WISEA J222002.72-011128.9
WISEA J135042.79+211831.2
WISEA J075906.22+131025.3
WISEA J212939.88-221602.6
2MASX J12073900-3650170
WISEA J185840.66-461507.9
WISEA J141910.42-082305.3
LCRS B125912.6-021905
WISEA J145736.16+254205.8
WISEA J114630.28+331155.7
ESO 185-IG 007 NED01
VV 516 NED01
WISEA J025821.65+134642.8
WISEA J103702.97+285058.0
WISEA J232449.62-275221.1
WISEA J074215.34-513130.2
WISEA J164458.40-081400.6
WISEA J172916.29-685441.4
WISEA J031545.39-002943.4
WISEA J150210.16+212343.7
WISEA J205207.52-484449.3
2MASX J18451007-5349080
WISEA J101025.67-882645.8
WISEA J003413.78-374710.0
WISEA J213616.78-035900.9
WISEA J124626.39-223830.3
WISEA J033452.57-550733.4
WISEA J083643.27+082647.5
WISEA J230618.72-105208.3
WISEA J111234.46+194028.2
2MASX J05013973-2256342
WISEA J141313.53-042155.8
WISEA J130843.56+134900.4
WISEA J093630.49+104858.1
WISEA J135902.23-475149.8
2MASX J08234734-5744508
WISEA J215645.24-314555.7
WISEA J100655.52+014251.7
WISEA J125219.19-094436.9
WISEA J082327.52+233912.0
MCG +01-12-017
WISEA J160204.33+265746.3
WISEA J005310.29-470201.9
WISEA J132107.71+104615.5
WISEA J174445.61-690128.5
WISEA J134407.32-342018.7
WISEA J132630.56-461333.2
WISEA J043936.45-001615.1
WISEA J114733.17+075538.2
WISEA J090653.49+314502.2
2MASS J12390254+1618294
WISEA J155626.06+245434.8
WISEA J104349.28+020450.0
WISEA J214230.16-761537.6
WISEA J001644.44+064217.0
WISEA J164602.55+310734.5
WISEA J210110.91-003759.6
WISEA J034046.73-520227.9
WISEA J055224.79-611624.9
WISEA J002915.84+155934.9
WISEA J000740.82+144543.3
2MASX J13295824-3111051
ESO 115-IG 010 NED01
WISEA J135536.03+071531.2
2MASS J08272618+0837012
UGC 01881 NED01
WISEA J133937.13+095626.5
WISEA J193021.97-741839.3
WISEA J143526.04-385601.9
WISEA J021634.13-014131.2
CGCG 122-064 NED02
LCRS B222131.2-445110
ESO 525- G 005
WISEA J151258.52+220012.0
WISEA J090905.57+121234.9
WISEA J045552.75-790559.8
WISEA J052959.96-301638.0
WISEA J160131.97+154950.4
WISEA J103253.13+120515.3
WISEA J030345.60-340240.8
WISEA J155804.33+183857.6
WISEA J233823.19-403606.2
WISEA J214115.47-034907.8
WISEA J143420.41-020929.6
LCRS B032506.9-382714
WISEA J223315.93-544847.2
WISEA J011635.50+240210.5
2MASS J11270383+1357057
WISEA J085721.08+164320.3
WISEA J000741.56+144523.6
WISEA J200748.25-841103.6
WISEA J151307.59+181144.3
WISEA J151543.52+025803.0
2MASX J11063364+1309222
WISEA J174548.24+162212.8
WISEA J234122.34+202227.3
VPC 0152
WISEA J221131.76-334024.7
WISEA J151550.42-390900.8
WISEA J100619.01+071725.2
WISEA J120801.15+130638.8
WISEA J112805.58+210002.9
WISEA J003204.88-073153.0
WISEA J092055.52-215737.3
WISEA J110827.21-835738.7
WISEA J235636.53-433819.0
WISEA J111559.15+032747.9
WISEA J184630.44-610039.2
WISEA J125455.22+103900.0
WISEA J024721.23+130453.7
WISEA J160905.47+010259.5
WISEA J144144.81-422614.7
WISEA J141749.98+081605.1
2MASS J22351377+1404132
WISEA J031855.30-715931.3
2MASS J09410901+1050326
WISEA J100656.62+014303.5
2MASX J13040768+1108106
ESO 202- G 013 NED02
2MASS J17293385+3121007
WISEA J114743.69+081813.4
WISEA J135113.46+232135.9
WISEA J120801.04+130633.1
WISEA J210255.97-005813.6
WISEA J010104.69-315206.4
WISEA J020106.02-250450.6
WISEA J114929.83-281336.8
WISEA J141953.60+060030.6
WKK 7669
WISEA J210055.01-220824.2
WISEA J132108.48+104605.7
WISEA J235635.31-433830.4
WISEA J201458.80-392904.4
WISEA J161800.75+252335.2
WISEA J210840.07-694852.4
2MASX J14275887+1235096
WISEA J104244.44-015204.2
WISEA J011559.15+053719.5
WISEA J181521.40-733511.7
WISEA J012514.18-233048.2
WISEA J203147.75-704143.8
2MASS J05412300-7504483
WISEA J191431.26-521901.2
WISEA J062750.38-244143.2
2MASS J22172687+0948330
WISEA J192340.76-225026.9
