OBJNAME,REGION
2MASS J06284421-2517480,
PGC 215124,
PGC 641786,
PGC 268313,
WISEA J063304.05-722602.4,
PGC 263168,
PGC 725564,
PGC 617982,
PGC 597003,
PGC 596982,
2MASX J06415264-3303352,
PGC 535967,
PGC 477567,
PGC 395427,
PGC 510699,
2MFGC 05403,
PGC 437515,
PGC 328970,
PGC 392641,
PGC 574264,
PGC 019737,
PGC 305841,
PGC 344109,
PGC 344116,
WISEA J065932.46-415842.6,
PGC 569775,
PGC 215168,
PGC 571697,
PGC 337006,
PGC 428501,
WISEA J071151.44-580233.9,
PGC 382764,
PGC 505626,
PGC 355378,
WISEA J071905.01-372628.0,
PGC 484317,
PGC 282466,
PGC 402287,
PGC 1527901,
PGC 324603,
PGC 324573,
WISEA J072847.29-373436.1,
PGC 621020,
2MASX J07324284-5112146,
WISEA J073510.64-572717.9,
PGC 389770,
PGC 433259,
2MASS J07360518-5310197,
PGC 1642210,
PGC 1172784,
WISEA J074301.67+004057.4,
PGC 1172746,
WISEA J074331.36-011746.1,
PGC 1122169,
WISEA J074402.56-474527.2,
2MASS J07440172-4745496,
2MASS J07470269-0048424,
PGC 1134093,
PGC 1140983,
PGC 443065,
PGC 1151542,
PGC 393909,
PGC 1120144,
PGC 1035158,
WISEA J080629.27-021812.1,
PGC 1095701,
PGC 269439,
PGC 269431,
PGC 1197163,
PGC 1169454,
2MASS J08130652+0034068,
PGC 1267331,
PGC 289210,
PGC 365010,
PGC 323787,
PGC 1006759,
PGC 323186,
PGC 829243,
PGC 363472,
PGC 892646,
PGC 843461,
WISEA J083009.54-201855.5,
PGC 1105805,
PGC 833260,
PGC 833307,
PGC 867053,
PGC 1081929,
PGC 287843,
WISEA J084028.09-611337.4,
PGC 356998,
PGC 996561,
PGC 876025,
PGC 940650,
PGC 312157,
PGC 1131846,
PGC 1131968,
PGC 1187714,
PGC 353735,
WISEA J085920.37-043239.1,
PGC 259963,
PGC 1079325,
PGC 950499,
PGC 950441,
PGC 241883,
PGC 870369,
PGC 696010,
WISEA J092210.15-034422.6,
PGC 1067488,
WISEA J092253.07-751517.6,
PGC 283835,
PGC 679834,
PGC 825224,
PGC 936039,
PGC 936042,
PGC 959783,
PGC 959744,
2MASS J09331426-0916304,
PGC 993113,
PGC 1085034,
PGC 1084970,
PGC 964658,
PGC 3097698,
PGC 226989,
PGC 847849,
PGC 290223,
PGC 852968,
PGC 950412,
PGC 950413,
PGC 857260,
PGC 1089170,
PGC 873909,
PGC 720022,
WISEA J094922.86-301241.7,
PGC 3081661,
PGC 900296,
PGC 714782,
PGC 1126986,
PGC 1026499,
WISEA J095646.83-042722.9,
PGC1057960,
PGC 1087469,
PGC 1056905,
PGC 1185402,
PGC 270387,
PGC 1000734,
PGC 965953,
PGC 1167234,
PGC 1285073,
PGC 1285092,
PGC 962425,
WISEA J100302.53-371954.4,
PGC 1114137,
PGC 1167028,
PGC 1119213,
PGC1045280,
PGC 3084880,
PGC 827455,
PGC 269030,
PGC 670695,
WISEA J101257.44-335106.2,
PGC 969525,
PGC 556933,
PGC 642324,
WISEA J101655.74-355810.8,
PGC 1152381,
PGC 544025,
PGC1515988,
PGC 1018826,
PGC 956679,
PGC 788695,
PGC 1187257,
PGC 860370,
PGC 591931,
LEDA 083055,
PGC 083055,
PGC 743509,
PGC 640727,
PGC 1027253,
PGC 682559,
WISEA J103332.09-082608.3,
2MASX J10333264-3034552,
PGC 715540,
PGC1029322,
PGC 737051,
PGC 772958,
PGC 731197,
PGC1017535,
WISEA J103713.46-073138.8,
PGC 1658463,
WISEA J104021.56-423122.7,
PGC 562374,
PGC 562352,
PGC 888915,
PGC 870603,
PGC 533128,
PGC 917111,
PGC1011219,
WISEA J104837.96-171011.4,
PGC 3097471,
PGC 3097470,
PGC 3097472,
PGC 3085792,
PGC1 0032533 NED006,
PGC 683349,
PGC 971584,
WISEA J105334.32-401832.4,
PGC 1163361,
PGC 983420,
PGC1049039,
PGC 667327,
PGC 893644,
PGC 893687,
PGC 887945,
PGC1 0033166 NED005,
PGC 772588,
PGC 804404,
WISEA J110614.94-111504.5,
PGC 1024870,
PGC 493672,
PGC 831459,
PGC3097703,
PGC 093617,
PGC 093618,
PGC 743857,
PGC 1826656,
PGC 1075299,
WISEA J111705.56-360355.8,
PGC 641210,
PGC 034488,
PGC 1046849,
PGC 946153,
PGC 1052654,
WISEA J111916.33-783205.2,
PGC 232486,
PGC 921096,
PGC 1071401,
PGC 1030381,
PGC1 1053624 NED001,
PGC 768749,
PGC 1598097,
PGC 1067165,
PGC 1067075,
WISEA J112506.18-090715.2,
WISEA J112505.82-090711.0,
WISEA J112557.72-350704.8,
PGC 653093,
PGC 922318,
PGC 660309,
PGC1777702,
WISEA J112913.53-765451.3,
PGC 632542,
PGC 921214,
PGC 728046,
PGC 817380,
PGC 626670,
PGC 142993,
PGC 963086,
PGC1080646,
PGC 727684,
PGC 727667,
PGC 509972,
PGC 643255,
PGC 751954,
PGC 495695,
PGC 495677,
PGC 653866,
PGC 971691,
PGC 688884,
PGC 1040211,
PGC157081,
PGC 893908,
PGC 703664,
2MASX J11555412-4850107,
PGC 795165,
WISEA J120046.78-460404.4,
PGC 519353,
PGC 802182,
PGC 727062,
WISEA J120426.79+013844.7,
PGC 1201423,
2MASS J12042635-5127341,
PGC 456138,
PGC 462919,
PGC 905768,
PGC 512907,
PGC 762886,
PGC 951873,
PGC 951870,
PGC 952152,
PGC 952186,
WISEA J121024.54+062357.3,
PGC 3097946,
PGC 3097947,
PGC 967491,
PGC 967466,
WISEA J121314.39+060436.9,
SDSS J121311.08+060424.7,
PGC 1294081,
PGC 921016,
PGC 752203,
WISEA J121900.82+103605.2,
VPC 0009,
PGC 039618,
PGC 573892,
WISEA J122316.81-153039.4,
PGC 3097540,
PGC 580788,
WISEA J122426.56-022255.9,
PGC 1093690,
WISEA J122458.43-092529.5,
PGC 909690,
PGC 814583,
WISEA J122741.05+000419.1,
WISEA J122740.38+000408.9,
PGC 1156612,
PGC1170762,
PGC 838427,
PGC 994423,
PGC 994435,
PGC 949101,
PGC 949066,
PGC 767138,
PGC 253564,
PGC 241975,
PGC 852078,
PGC 609862,
PGC 1071926,
PGC 1071880,
PGC 493616,
WISEA J123927.89-080745.0,
PGC 1007932,
PGC 847424,
PGC 949175,
PGC 847150,
PGC 778664,
PGC 1366832,
PGC 452009,
PGC 865445,
PGC 952413,
PGC 739424,
PGC 860547,
PGC 948640,
PGC 1111201,
PGC1167779,
PGC 678703,
PGC1780612,
PGC 607902,
PGC 793315,
WISEA J125724.03-171118.3,
WISEA J125724.99-171155.7,
PGC 887392,
PGC 792699,
PGC 773251,
PGC 791612,
PGC 1317102,
PGC 743681,
PGC1133204,
WISEA J130656.26-095042.3,
PGC985690,
WISEA J130708.57-314104.6,
PGC 702463,
PGC 1036757,
PGC 907305,
PGC1016613,
PGC 1036492,
PGC 1310117,
PGC 1310170,
PGC1056807,
WISEA J131013.07-074332.1,
PGC1014007,
PGC 244329,
PGC 877803,
WISEA J131355.63-304907.8,
WISEA J131357.81-304904.8,
PGC 712598,
PGC 1051055,
PGC1 0046247 NED045,
PGC 693113,
PGC 944965,
PGC 552846,
PGC 627271,
PGC 448877,
WISEA J132213.33-520521.7,
PGC 1043820,
PGC 689244,
PGC 510247,
WISEA J132415.52-310827.1,
PGC 1416305,
PGC 098141,
PGC 513039,
PGC 098407,
WISEA J132844.85-042233.9,
PGC1059038,
PGC 746636,
WISEA J132844.81-280149.1,
PGC1064898,
PGC 1013721,
WISEA J132903.35+013538.9,
PGC1199674,
PGC 1269572,
PGC 1269546,
GALEXASC J133114.02-305955.4,
WISEA J133133.78-310546.4,
PGC 099144,
GALEXASC J133257.10-313558.6,
PGC 099350,
WISEA J133256.11-314609.2,
PGC 099347,
PGC 099462,
WISEA J133338.45-313815.2,
WISEA J133339.20-313926.5,
WISEA J133340.13-313950.7,
PGC 099439,
WISEA J133332.44-314037.8,
LEDA 099444,
PGC 1438924,
NGC 5222 NED02,
NGC 5222 NED01,
PGC 662902,
PGC 529363,
PGC 2001036,
PGC 813290,
PGC 3084929,
PGC 1225220,
PGC 1225348,
PGC 846427,
PGC 767764,
PGC 624092,
WISEA J134201.57-723722.0,
PGC 261695,
PGC 1386710,
PGC 1386750,
PGC 561616,
2MASS J13432676-4234238,
PGC 617192,
PGC1672022,
WISEA J134421.88-374603.1,
PGC 615653,
PGC1031896,
PGC 1127610,
PGC 1127536,
PGC 808083,
WISEA J134905.46-225042.1,
WISEA J134936.44-065343.3,
PGC1707282,
PGC 711062,
WISEA J135051.53-383356.9,
PGC 636369,
WISEA J135150.92-362801.6,
PGC 975359,
PGC 1461111,
PGC 538341,
PGC 906189,
WISEA J135452.42+141557.1,
PGC 1453612,
PGC 1725730,
WISEA J135546.09-472922.4,
PGC 500457,
2MASS J13554213-4729467,
WISEA J135543.34-472952.8,
PGC 1008512,
PGC 049637,
PGC 754881,
PGC 1453697,
PGC 049816,
PGC 781009,
PGC 573855,
PGC 1001235,
2MASS J14010774-4257106,
PGC 555411,
PGC 770466,
PGC 808153,
PGC 260157,
WISEA J140154.96-724827.8,
PGC 504450,
PGC 490051,
PGC 849670,
PGC 916243,
WISEA J140627.51-423616.3,
PGC 561084,
PGC 881782,
PGC 560096,
PGC 1635820,
PGC1049011,
2MASS J14075646-4557026,
PGC 520857,
PGC 773258,
WISEA J140936.54-304318.6,
PGC 713813,
WISEA J141020.31-224409.5,
PGC 809633,
PGC 1147159,
PGC 723975,
PGC 796961,
PGC 1647941,
PGC 967215,
PGC 617127,
PGC 866156,
PGC 944402,
PGC 540730,
2MASX J14165681+2036041,
PGC1631665,
PGC 1660840,
WISEA J141741.56+281214.8,
WISEA J141738.33+281203.6,
PGC 1829117,
WISEA J141845.17-273612.1,
FLASH J141843.14-273634.8,
PGC1828112,
WISEA J141953.79-861329.3,
PGC 216959,
WISEA J142027.00-231200.5,
PGC 803562,
PGC 989598,
PGC 556404,
WISEA J142537.47-064639.5,
PGC 3097589,
PGC 231897,
PGC 620695,
PGC 538616,
WISEA J143035.70-461110.4,
PGC 517993,
PGC 745598,
PGC 785062,
2MASS J14340525-7354475,
PGC 802746,
PGC 563659,
PGC 1018984,
PGC 1884792,
PGC 894253,
PGC 1919050,
WISEA J143950.77-224839.1,
PGC 808580,
PGC 966283,
PGC 718965,
