OBJNAME,REGION
WISEA J202941.77+025426.3,
PGC 876643,
PGC 711313,
WISEA J074735.00-502632.3,
WISEA J134006.33-441536.7,
PGC 1938500,
SDSS J154458.90+355723.1,
WISEA J134435.76+294514.3,
PGC 2343813,
WISEA J152706.93+392942.0,
WISEA J142407.18+532408.9,
PGC 2625143,
WISEA J232933.39-010246.3,
WISEA J003727.68+000744.8,
SDSS J090249.84+321817.3,
SDSS J112454.86+463347.5,
WISEA J180645.27+472554.4
PGC 464227,
PGC 546964,
PGC 464890,
WISEA J055327.05-144949.0,
PGC 1476974,
PGC 247187,
SDSS J075047.32+205410.7,
WISEA J173307.02+171631.1,
WISEA J152535.55-691245.1,
WISEA J173826.24-002331.9,
PGC 930504,
PGC 745431,
2MASS J16064582-6614144,
WISEA J223028.07+122502.6,
LCRS B022755.8-421827,
2MASS J07483962+0125187,
SDSS J153346.35+112624.8,
WISEA J062844.22-113735.4,
PGC 720090,
SDSS J140310.21-001841.2,
2MASS J09485041+2235554,
WISEA J232740.37+015243.5,
WISEA J165450.94-182642.1,
PGC 439412,
WISEA J225440.28+292411.5,
PGC 280032,
PGC 216128,
2MASS J09321374-2538558,
WISEA J222003.18-264746.8,
WISEA J235934.82-524958.4,
WISEA J005547.62+235001.4,
2MASS J08433929+0545121,
SDSS J231258.49-004715.9,
WISEA J074235.63+215210.6,
2MASX J19475534-2749091,
PGC 1047903,
2MASX J17161752-0056267,
PGC 1165244,
2MASS J11505198-3308296,
PGC 976601,
WISEA J074535.22+004411.7,
WISEA J214436.48+292046.8,
WISEA J135454.27-750103.8,
PGC 730921,
WISEA J113612.12+144213.9,
WISEA J195212.65-564232.9,
PGC 1082940,
2MASX J22222395-2326249,
WISEA J172322.72+044023.6,
2MASX J23324167-7412163,
WISEA J142534.34+172530.3,
2MASX J19092026-6409447,
PGC 403483,
WISEA J025421.29-450254.5,
2MASS J15303410-0050495,
PGC 237239,
2MASX J22571593+3018510,
WISEA J121505.75-421551.7,
2MASX J08403368+2626510,
WISEA J055000.22-225913.9,
2MASS J06281028-4215434,
CGMW 4-5897,
PGC 1416799,
2MASX J22202146-3915335,
SARS 023.77092-54.80961,
PGC 900477,
WISEA J050736.00-835240.8,
PGC1052448,
2MASS J12340720-3205502,
2MASX J00004771+2856011,
PGC 962594,
SDSS J142040.31+120944.5,
WISEA J232933.39-010246.3,
2MASS J11144182-1008292,
PGC 1039922,
PGC 1134634,
2MASS J10240814+2900130,
WISEA J110344.83+073527.4,
PGC 563288,
PGC 1073057,
PGC1051259,
WISEA J181509.42-441433.7,
WISEA J134946.60-731558.4,
WISEA J160930.94-335839.8,
WISEA J071518.73-721222.8,
WISEA J191147.95-284942.8,
2MASX J09313168-0504037,
DESI J138.8579-14.5791,
WISEA J122709.59-453803.1,
WISEA J003727.68+000744.8,
2MASX J19171912-1749004,
WISEA J041112.14-570001.2,
GALEXASC J001517.12-463755.5,
PGC 719516,
SDSS J074611.70+124827.1,
WISEA J113013.17-095401.7,
SDSS J075535.48+101222.7,
2MASS J06432925-5302289,
WISEA J040216.35-111707.4,
2MASS J10014411-0213211,
SDSS J090249.84+321817.3,
PGC 616086,
2MASS J10193052-6850190,
2MASS J16120092+0211069,
PGC 244833,
PGC 939274,
WISEA J125509.31+032250.7,
WISEA J190032.26-250410.0,
WISEA J204815.49+143813.4,
WISEA J034006.24-515949.6,
WISEA J232539.25+284945.9,
PGC 747937,
2MASS J17210817+2019160,
2MASS J19012625-5023368,
2MASX J11462994-4705232,
WISEA J145650.44-370016.2,
WISEA J235652.59+122539.8,
GALEXASC J191752.87-383648.0,
WISEA J055529.49-165541.5,
WISEA J133253.65-725703.6,
2MASX J15265656+2938553,
WISEA J134006.33-441536.7,
WISEA J060705.76-660211.8,
2MASS J18162865+1929043,
WISEA J014947.36-482203.0,
WISEA J140006.85-024111.9,
PGC 128359,
GALEXASC J000926.36-584933.0,
SDSS J141134.80+524219.2,
WISEA J233345.36+285841.8,
WISEA J102432.96+471951.6,
2MASS J09441915+3438533,
WISEA J000812.02-005753.9,
WISEA J000813.22-005753.3,
FGC 139A,
CGMW 5-04781,
PGC 1248618,
2MASS J21122217+0316139,
PGC 293731,
WISEA J013315.72-741009.3,
PGC 251557,
WISEA J215105.97-593515.1,
CGMW 3-3867,
WISEA J161813.02-653605.3,
WISEA J215106.46-593530.6,
FGCE 1093,
PGC 1194081,
CGMW 3-3862,
WISEA J125149.91-153938.6,
PGC 311746,
PGC 248984,
2MASS J13274277-7440125,
PGC 1114279,
2MASS J17311894-0137461,
WISEA J124155.52-731158.8,
WISEA J010803.28+325517.7,
WISEA J155813.08+251337.0,
WISEA J080839.83-000714.0,
WISEA J125710.59-173005.2,
WISEA J125711.94-173017.8,
2MASS J10051301-6852201,
SDSS J221926.03+000104.3,
WISEA J135548.36-484428.9,
ESO 114-IG 009 NED02,
SDSS J104101.64-002232.2,
2MASX J12061528+2145465,
WISEA J173117.02-013758.4,
PGC 257400,
CGMW 2-3041,
WISEA J010803.34+325535.7,
WISEA J155812.33+251320.8,
SDSS J080840.48-000724.4,
WISEA J125710.72-172949.7,
WISEA J113718.24-325545.4,
WISEA J013909.95-103011.0,
PGC 282791,
WISEA J181004.87+302543.0,
2MASX J00073525+1013583,
2MFGC 07838,
SDSS J221925.84+000129.1,
WISEA J135550.19-484450.4,
DESI J026.9591-61.3519,
WISEA J104100.79-002218.7,
2MASS J12061517+2145511,
WISEA J022733.12-311630.3,
WISEA J151806.30+203846.7,
WISEA J223057.63+210046.3,
2MASS J02252018-0843338,
2MASX J13310459-1506057,
WISEA J142017.50-463615.8,
WISEA J142019.57-463536.1,
LEDA 094574,
